properties,num_properties,coverage,score
"has_gender, has_educated_at, has_occupation, has_date_of_death",4,1521,6084
"has_gender, has_mother, has_spouse, has_country_of_citizenship, has_child, has_occupation",6,1012,6072
"has_gender, has_educated_at, has_date_of_death, has_date_of_birth",4,1518,6072
"has_place_of_birth, has_gender, has_educated_at, has_occupation, has_date_of_death, has_date_of_birth",6,1009,6054
"has_gender, has_country_of_citizenship, has_educated_at, has_date_of_death",4,1512,6048
"has_father, has_mother, has_spouse, has_country_of_citizenship, has_child, has_occupation",6,1003,6018
"has_gender, has_father, has_mother, has_spouse, has_country_of_citizenship, has_child",6,1003,6018
"has_place_of_birth, has_gender, has_country_of_citizenship, has_educated_at, has_date_of_death, has_date_of_birth",6,1003,6018
"has_place_of_birth, has_gender, has_country_of_citizenship, has_educated_at, has_occupation, has_date_of_death",6,1003,6018
"has_gender, has_father, has_mother, has_spouse, has_child, has_occupation",6,1003,6018
"has_gender, has_mother, has_spouse, has_date_of_death",4,1503,6012
"has_mother, has_spouse, has_occupation, has_date_of_death",4,1503,6012
"has_mother, has_spouse, has_country_of_citizenship, has_date_of_death",4,1503,6012
"has_father, has_mother, has_spouse, has_date_of_death",4,1489,5956
"has_spouse, has_country_of_citizenship, has_child, has_occupation",4,1471,5884
"has_gender, has_spouse, has_country_of_citizenship, has_child",4,1471,5884
"has_gender, has_spouse, has_child, has_occupation",4,1471,5884
"has_country_of_citizenship, has_date_of_birth, has_academic_degree, has_ethnic_group",4,1443,5772
"has_occupation, has_date_of_birth, has_academic_degree, has_ethnic_group",4,1443,5772
"has_gender, has_date_of_birth, has_academic_degree, has_ethnic_group",4,1443,5772
"has_mother, has_spouse, has_date_of_death, has_date_of_birth",4,1442,5768
"has_country_of_citizenship, has_child, has_occupation, has_date_of_birth, has_academic_degree",5,1153,5765
"has_gender, has_country_of_citizenship, has_child, has_date_of_birth, has_academic_degree",5,1153,5765
"has_gender, has_child, has_occupation, has_date_of_birth, has_academic_degree",5,1153,5765
"has_gender, has_father, has_child, has_date_of_death",4,1423,5692
"has_father, has_child, has_occupation, has_date_of_death",4,1423,5692
"has_father, has_country_of_citizenship, has_child, has_date_of_death",4,1421,5684
"has_father, has_spouse, has_child, has_occupation, has_date_of_birth",5,1136,5680
"has_father, has_spouse, has_country_of_citizenship, has_child, has_date_of_birth",5,1136,5680
"has_gender, has_father, has_spouse, has_child, has_date_of_birth",5,1136,5680
"has_gender, has_spouse, has_date_of_death, has_academic_degree",4,1414,5656
"has_spouse, has_occupation, has_date_of_death, has_academic_degree",4,1414,5656
"has_spouse, has_country_of_citizenship, has_date_of_death, has_academic_degree",4,1414,5656
"has_gender, has_mother, has_country_of_citizenship, has_child, has_occupation",5,1124,5620
"has_gender, has_father, has_mother, has_child, has_occupation",5,1107,5535
"has_gender, has_father, has_mother, has_country_of_citizenship, has_child",5,1107,5535
"has_father, has_mother, has_country_of_citizenship, has_child, has_occupation",5,1107,5535
"has_mother, has_country_of_citizenship, has_date_of_death, has_academic_degree",4,1372,5488
"has_mother, has_occupation, has_date_of_death, has_academic_degree",4,1372,5488
"has_gender, has_mother, has_date_of_death, has_academic_degree",4,1372,5488
"has_father, has_spouse, has_date_of_death, has_academic_degree",4,1369,5476
"has_father, has_mother, has_date_of_death, has_academic_degree",4,1367,5468
"has_spouse, has_date_of_death, has_date_of_birth, has_academic_degree",4,1360,5440
"has_spouse, has_country_of_citizenship, has_child, has_date_of_birth",4,1345,5380
"has_spouse, has_child, has_occupation, has_date_of_birth",4,1345,5380
"has_gender, has_spouse, has_child, has_date_of_birth",4,1345,5380
"has_gender, has_position_held, has_date_of_death, has_academic_degree",4,1339,5356
"has_country_of_citizenship, has_position_held, has_date_of_death, has_academic_degree",4,1339,5356
"has_position_held, has_occupation, has_date_of_death, has_academic_degree",4,1339,5356
"has_mother, has_spouse, has_date_of_death, has_academic_degree",4,1339,5356
"has_place_of_birth, has_position_held, has_occupation, has_date_of_death",4,1339,5356
"has_place_of_birth, has_country_of_citizenship, has_position_held, has_date_of_death",4,1335,5340
"has_place_of_birth, has_position_held, has_date_of_death, has_date_of_birth",4,1327,5308
"has_mother, has_date_of_death, has_date_of_birth, has_academic_degree",4,1319,5276
"has_gender, has_country_of_citizenship, has_native_language, has_occupation, has_date_of_birth",5,1055,5275
"has_country_of_citizenship, has_position_held, has_educated_at, has_occupation, has_date_of_death",5,1050,5250
"has_position_held, has_educated_at, has_occupation, has_date_of_death, has_date_of_birth",5,1050,5250
"has_country_of_citizenship, has_position_held, has_educated_at, has_date_of_death, has_date_of_birth",5,1049,5245
"has_place_of_birth, has_gender, has_position_held, has_date_of_death",4,1310,5240
"has_gender, has_father, has_country_of_citizenship, has_child, has_academic_degree",5,1040,5200
"has_father, has_country_of_citizenship, has_child, has_occupation, has_academic_degree",5,1040,5200
"has_gender, has_father, has_child, has_occupation, has_academic_degree",5,1040,5200
"has_mother, has_country_of_citizenship, has_child, has_occupation, has_date_of_birth",5,1031,5155
"has_gender, has_mother, has_child, has_occupation, has_date_of_birth",5,1031,5155
"has_gender, has_mother, has_country_of_citizenship, has_child, has_date_of_birth",5,1031,5155
"has_place_of_birth, has_educated_at, has_occupation, has_date_of_death, has_date_of_birth",5,1029,5145
"has_father, has_child, has_date_of_death, has_date_of_birth",4,1280,5120
"has_place_of_birth, has_country_of_citizenship, has_educated_at, has_occupation, has_date_of_death",5,1023,5115
"has_place_of_birth, has_country_of_citizenship, has_educated_at, has_date_of_death, has_date_of_birth",5,1023,5115
"has_gender, has_father, has_mother, has_child, has_date_of_birth",5,1015,5075
"has_father, has_mother, has_child, has_occupation, has_date_of_birth",5,1015,5075
"has_father, has_mother, has_country_of_citizenship, has_child, has_date_of_birth",5,1015,5075
"has_gender, has_child, has_occupation, has_academic_degree",4,1268,5072
"has_country_of_citizenship, has_child, has_occupation, has_academic_degree",4,1268,5072
"has_gender, has_country_of_citizenship, has_child, has_academic_degree",4,1268,5072
"has_mother, has_spouse, has_country_of_citizenship, has_child, has_occupation",5,1012,5060
"has_gender, has_mother, has_spouse, has_country_of_citizenship, has_child",5,1012,5060
"has_gender, has_mother, has_spouse, has_child, has_occupation",5,1012,5060
"has_place_of_birth, has_gender, has_educated_at, has_date_of_death, has_date_of_birth",5,1009,5045
"has_place_of_birth, has_gender, has_educated_at, has_occupation, has_date_of_death",5,1009,5045
"has_place_of_birth, has_gender, has_spouse, has_country_of_citizenship, has_occupation",5,1006,5030
"has_father, has_mother, has_spouse, has_child, has_occupation",5,1003,5015
"has_place_of_birth, has_gender, has_country_of_citizenship, has_educated_at, has_date_of_death",5,1003,5015
"has_father, has_mother, has_spouse, has_country_of_citizenship, has_child",5,1003,5015
"has_gender, has_father, has_mother, has_spouse, has_child",5,1003,5015
"has_gender, has_father, has_spouse, has_child",4,1252,5008
"has_father, has_spouse, has_child, has_occupation",4,1252,5008
"has_father, has_spouse, has_country_of_citizenship, has_child",4,1252,5008
"has_position_held, has_date_of_death, has_date_of_birth, has_academic_degree",4,1236,4944
"has_country_of_citizenship, has_child, has_date_of_birth, has_academic_degree",4,1153,4612
"has_child, has_occupation, has_date_of_birth, has_academic_degree",4,1153,4612
"has_gender, has_child, has_date_of_birth, has_academic_degree",4,1153,4612
"has_father, has_spouse, has_child, has_date_of_birth",4,1136,4544
"has_gender, has_mother, has_country_of_citizenship, has_child",4,1124,4496
"has_gender, has_mother, has_child, has_occupation",4,1124,4496
"has_mother, has_country_of_citizenship, has_child, has_occupation",4,1124,4496
"has_father, has_mother, has_country_of_citizenship, has_child",4,1107,4428
"has_gender, has_father, has_mother, has_child",4,1107,4428
"has_father, has_mother, has_child, has_occupation",4,1107,4428
"has_gender, has_country_of_citizenship, has_native_language, has_occupation",4,1106,4424
"has_gender, has_native_language, has_occupation, has_date_of_birth",4,1062,4248
"has_country_of_citizenship, has_native_language, has_occupation, has_date_of_birth",4,1055,4220
"has_gender, has_country_of_citizenship, has_native_language, has_date_of_birth",4,1055,4220
"has_position_held, has_educated_at, has_occupation, has_date_of_death",4,1051,4204
"has_country_of_citizenship, has_position_held, has_educated_at, has_date_of_death",4,1050,4200
"has_position_held, has_educated_at, has_date_of_death, has_date_of_birth",4,1050,4200
"has_father, has_country_of_citizenship, has_child, has_academic_degree",4,1040,4160
"has_father, has_child, has_occupation, has_academic_degree",4,1040,4160
"has_gender, has_father, has_child, has_academic_degree",4,1040,4160
"has_mother, has_country_of_citizenship, has_child, has_date_of_birth",4,1031,4124
"has_gender, has_mother, has_child, has_date_of_birth",4,1031,4124
"has_mother, has_child, has_occupation, has_date_of_birth",4,1031,4124
"has_place_of_birth, has_educated_at, has_occupation, has_date_of_death",4,1029,4116
"has_place_of_birth, has_educated_at, has_date_of_death, has_date_of_birth",4,1029,4116
"has_country_of_citizenship, has_occupation, has_award_received, has_date_of_birth",4,1026,4104
"has_place_of_birth, has_country_of_citizenship, has_educated_at, has_date_of_death",4,1023,4092
"has_father, has_mother, has_child, has_date_of_birth",4,1015,4060
"has_gender, has_mother, has_spouse, has_child",4,1012,4048
"has_mother, has_spouse, has_country_of_citizenship, has_child",4,1012,4048
"has_mother, has_spouse, has_child, has_occupation",4,1012,4048
"has_place_of_birth, has_gender, has_educated_at, has_date_of_death",4,1009,4036
"has_place_of_birth, has_gender, has_spouse, has_occupation",4,1009,4036
"has_place_of_birth, has_gender, has_spouse, has_country_of_citizenship",4,1006,4024
"has_place_of_birth, has_spouse, has_country_of_citizenship, has_occupation",4,1006,4024
"has_father, has_mother, has_spouse, has_child",4,1003,4012
