properties,num_properties,coverage,score
"has_place_of_birth, has_mother, has_spouse, has_country_of_citizenship, has_position_held, has_child, has_occupation, has_award_received, has_date_of_birth",9,1704,15336
"has_father, has_mother, has_child, has_educated_at, has_award_received, has_date_of_birth",6,2556,15336
"has_place_of_birth, has_gender, has_mother, has_spouse, has_country_of_citizenship, has_position_held, has_child, has_award_received, has_date_of_birth",9,1704,15336
"has_place_of_birth, has_gender, has_mother, has_spouse, has_country_of_citizenship, has_position_held, has_child, has_occupation, has_award_received",9,1704,15336
"has_place_of_death, has_occupation, has_employer, has_award_received, has_date_of_death, has_date_of_birth",6,2556,15336
"has_place_of_birth, has_country_of_citizenship, has_field_of_work, has_native_language, has_occupation",5,3067,15335
"has_place_of_birth, has_place_of_death, has_gender, has_father, has_mother, has_spouse, has_child, has_educated_at, has_occupation, has_award_received, has_date_of_death, has_date_of_birth",12,1277,15324
"has_place_of_death, has_educated_at, has_native_language, has_occupation, has_date_of_death, has_cause_of_death",6,2554,15324
"has_place_of_death, has_educated_at, has_native_language, has_occupation, has_date_of_birth, has_cause_of_death",6,2554,15324
"has_place_of_death, has_gender, has_educated_at, has_native_language, has_occupation, has_cause_of_death",6,2554,15324
"has_place_of_death, has_gender, has_educated_at, has_native_language, has_date_of_death, has_cause_of_death",6,2554,15324
"has_place_of_death, has_gender, has_educated_at, has_native_language, has_date_of_birth, has_cause_of_death",6,2554,15324
"has_place_of_death, has_educated_at, has_native_language, has_date_of_death, has_date_of_birth, has_cause_of_death",6,2554,15324
"has_place_of_death, has_gender, has_father, has_mother, has_spouse, has_child, has_occupation, has_award_received, has_date_of_death",9,1702,15318
"has_place_of_death, has_country_of_citizenship, has_educated_at, has_native_language, has_date_of_death, has_cause_of_death",6,2553,15318
"has_place_of_death, has_gender, has_father, has_mother, has_spouse, has_child, has_award_received, has_date_of_death, has_date_of_birth",9,1702,15318
"has_place_of_death, has_gender, has_father, has_mother, has_spouse, has_child, has_occupation, has_award_received, has_date_of_birth",9,1702,15318
"has_place_of_death, has_country_of_citizenship, has_educated_at, has_native_language, has_occupation, has_cause_of_death",6,2553,15318
"has_place_of_death, has_country_of_citizenship, has_educated_at, has_native_language, has_date_of_birth, has_cause_of_death",6,2553,15318
"has_place_of_death, has_gender, has_country_of_citizenship, has_educated_at, has_native_language, has_cause_of_death",6,2553,15318
"has_place_of_death, has_father, has_mother, has_spouse, has_child, has_occupation, has_award_received, has_date_of_death, has_date_of_birth",9,1702,15318
"has_father, has_country_of_citizenship, has_position_held, has_child, has_educated_at, has_occupation, has_award_received, has_date_of_death",8,1914,15312
"has_gender, has_father, has_country_of_citizenship, has_position_held, has_child, has_educated_at, has_award_received, has_date_of_death",8,1914,15312
"has_father, has_country_of_citizenship, has_position_held, has_child, has_educated_at, has_award_received, has_date_of_death, has_date_of_birth",8,1914,15312
"has_place_of_death, has_gender, has_spouse, has_child, has_educated_at, has_occupation, has_award_received, has_date_of_death",8,1914,15312
"has_place_of_birth, has_mother, has_country_of_citizenship, has_educated_at, has_award_received, has_date_of_death, has_date_of_birth",7,2187,15309
"has_place_of_birth, has_mother, has_country_of_citizenship, has_educated_at, has_occupation, has_award_received, has_date_of_death",7,2187,15309
"has_place_of_birth, has_gender, has_mother, has_country_of_citizenship, has_educated_at, has_award_received, has_date_of_death",7,2187,15309
"has_place_of_birth, has_gender, has_country_of_citizenship, has_field_of_work, has_native_language",5,3061,15305
"has_place_of_death, has_spouse, has_child, has_educated_at, has_occupation, has_award_received, has_date_of_death, has_date_of_birth",8,1913,15304
"has_place_of_death, has_gender, has_spouse, has_child, has_educated_at, has_award_received, has_date_of_death, has_date_of_birth",8,1913,15304
"has_place_of_birth, has_place_of_death, has_mother, has_position_held, has_child, has_educated_at, has_occupation, has_date_of_birth",8,1913,15304
"has_place_of_birth, has_place_of_death, has_mother, has_position_held, has_child, has_educated_at, has_date_of_death, has_date_of_birth",8,1913,15304
"has_place_of_death, has_gender, has_spouse, has_child, has_educated_at, has_occupation, has_award_received, has_date_of_birth",8,1913,15304
"has_place_of_death, has_father, has_mother, has_educated_at",4,3826,15304
"has_place_of_birth, has_place_of_death, has_gender, has_mother, has_position_held, has_child, has_educated_at, has_occupation",8,1913,15304
"has_place_of_birth, has_place_of_death, has_gender, has_mother, has_position_held, has_child, has_educated_at, has_date_of_birth",8,1913,15304
"has_place_of_birth, has_place_of_death, has_gender, has_mother, has_position_held, has_child, has_educated_at, has_date_of_death",8,1913,15304
"has_place_of_birth, has_place_of_death, has_mother, has_position_held, has_child, has_educated_at, has_occupation, has_date_of_death",8,1913,15304
"has_place_of_birth, has_mother, has_country_of_citizenship, has_educated_at, has_award_received",5,3060,15300
"has_spouse, has_country_of_citizenship, has_position_held, has_child, has_award_received, has_date_of_death",6,2550,15300
"has_place_of_birth, has_place_of_death, has_gender, has_mother, has_country_of_citizenship, has_educated_at, has_award_received, has_date_of_birth",8,1912,15296
"has_place_of_birth, has_place_of_death, has_gender, has_mother, has_country_of_citizenship, has_educated_at, has_occupation, has_award_received",8,1912,15296
"has_place_of_birth, has_place_of_death, has_mother, has_country_of_citizenship, has_educated_at, has_occupation, has_award_received, has_date_of_death",8,1912,15296
"has_place_of_birth, has_place_of_death, has_mother, has_country_of_citizenship, has_educated_at, has_award_received, has_date_of_death, has_date_of_birth",8,1912,15296
"has_place_of_birth, has_place_of_death, has_mother, has_country_of_citizenship, has_educated_at, has_occupation, has_award_received, has_date_of_birth",8,1912,15296
"has_place_of_birth, has_place_of_death, has_gender, has_mother, has_country_of_citizenship, has_educated_at, has_award_received, has_date_of_death",8,1912,15296
"has_place_of_birth, has_place_of_death, has_mother, has_spouse",4,3823,15292
"has_gender, has_spouse, has_native_language, has_occupation, has_award_received, has_date_of_birth",6,2548,15288
"has_gender, has_spouse, has_country_of_citizenship, has_native_language, has_occupation, has_award_received",6,2548,15288
"has_gender, has_spouse, has_country_of_citizenship, has_educated_at, has_field_of_work, has_occupation, has_date_of_birth",7,2184,15288
"has_place_of_birth, has_educated_at, has_field_of_work, has_date_of_death",4,3821,15284
"has_place_of_death, has_gender, has_mother, has_country_of_citizenship, has_occupation, has_award_received",6,2547,15282
"has_place_of_death, has_gender, has_mother, has_country_of_citizenship, has_award_received, has_date_of_birth",6,2547,15282
"has_place_of_death, has_mother, has_country_of_citizenship, has_award_received, has_date_of_death, has_date_of_birth",6,2547,15282
"has_place_of_death, has_mother, has_country_of_citizenship, has_occupation, has_award_received, has_date_of_birth",6,2547,15282
"has_place_of_death, has_gender, has_mother, has_country_of_citizenship, has_award_received, has_date_of_death",6,2547,15282
"has_place_of_death, has_mother, has_country_of_citizenship, has_occupation, has_award_received, has_date_of_death",6,2547,15282
"has_place_of_birth, has_gender, has_position_held, has_child, has_educated_at, has_award_received, has_date_of_birth",7,2183,15281
"has_place_of_birth, has_position_held, has_child, has_educated_at, has_occupation, has_award_received, has_date_of_birth",7,2183,15281
"has_place_of_birth, has_gender, has_position_held, has_child, has_educated_at, has_occupation, has_award_received",7,2183,15281
"has_place_of_birth, has_gender, has_child, has_native_language, has_occupation",5,3056,15280
"has_place_of_birth, has_country_of_citizenship, has_position_held, has_child, has_award_received, has_date_of_death, has_date_of_birth",7,2182,15274
"has_place_of_birth, has_gender, has_country_of_citizenship, has_position_held, has_child, has_award_received, has_date_of_death",7,2182,15274
"has_place_of_birth, has_country_of_citizenship, has_position_held, has_child, has_occupation, has_award_received, has_date_of_death",7,2182,15274
"has_place_of_birth, has_place_of_death, has_gender, has_father, has_child, has_occupation, has_award_received, has_date_of_birth",8,1909,15272
"has_place_of_birth, has_place_of_death, has_father, has_child, has_occupation, has_award_received, has_date_of_death, has_date_of_birth",8,1909,15272
"has_place_of_birth, has_place_of_death, has_gender, has_father, has_child, has_award_received, has_date_of_death, has_date_of_birth",8,1909,15272
"has_place_of_birth, has_place_of_death, has_gender, has_father, has_child, has_occupation, has_award_received, has_date_of_death",8,1909,15272
"has_gender, has_father, has_position_held, has_child, has_award_received, has_date_of_death",6,2545,15270
"has_father, has_position_held, has_child, has_occupation, has_award_received, has_date_of_death",6,2545,15270
"has_mother, has_country_of_citizenship, has_position_held, has_educated_at, has_occupation, has_award_received, has_date_of_death",7,2181,15267
"has_gender, has_mother, has_country_of_citizenship, has_position_held, has_educated_at, has_award_received, has_date_of_death",7,2181,15267
"has_mother, has_country_of_citizenship, has_position_held, has_educated_at, has_award_received, has_date_of_death, has_date_of_birth",7,2181,15267
"has_place_of_birth, has_place_of_death, has_mother, has_spouse, has_position_held, has_child, has_educated_at, has_occupation, has_date_of_death",9,1696,15264
"has_place_of_birth, has_place_of_death, has_gender, has_mother, has_spouse, has_position_held, has_child, has_educated_at, has_date_of_death",9,1696,15264
"has_place_of_birth, has_place_of_death, has_gender, has_mother, has_spouse, has_position_held, has_child, has_educated_at, has_occupation",9,1696,15264
"has_place_of_birth, has_father, has_mother, has_spouse, has_country_of_citizenship, has_position_held, has_child, has_award_received, has_date_of_birth",9,1696,15264
"has_place_of_birth, has_father, has_mother, has_spouse, has_country_of_citizenship, has_position_held, has_child, has_occupation, has_award_received",9,1696,15264
"has_place_of_birth, has_gender, has_father, has_mother, has_spouse, has_country_of_citizenship, has_position_held, has_child, has_award_received",9,1696,15264
"has_place_of_birth, has_mother, has_spouse, has_position_held",4,3816,15264
"has_place_of_death, has_gender, has_mother, has_spouse, has_educated_at, has_occupation, has_award_received, has_date_of_death, has_date_of_birth",9,1696,15264
"has_place_of_birth, has_place_of_death, has_gender, has_mother, has_spouse, has_position_held, has_child, has_educated_at, has_date_of_birth",9,1696,15264
"has_gender, has_country_of_citizenship, has_educated_at, has_field_of_work, has_occupation, has_employer, has_award_received, has_date_of_birth",8,1908,15264
"has_place_of_birth, has_place_of_death, has_mother, has_spouse, has_position_held, has_child, has_educated_at, has_occupation, has_date_of_birth",9,1696,15264
"has_place_of_birth, has_place_of_death, has_mother, has_spouse, has_position_held, has_child, has_educated_at, has_date_of_death, has_date_of_birth",9,1696,15264
"has_spouse, has_country_of_citizenship, has_native_language, has_occupation, has_award_received, has_date_of_birth",6,2544,15264
"has_gender, has_spouse, has_country_of_citizenship, has_native_language, has_award_received, has_date_of_birth",6,2544,15264
"has_place_of_birth, has_place_of_death, has_gender, has_father, has_mother, has_spouse, has_country_of_citizenship, has_position_held, has_educated_at, has_occupation, has_award_received, has_date_of_death, has_date_of_birth",13,1174,15262
"has_place_of_death, has_father, has_mother, has_spouse, has_position_held, has_educated_at, has_date_of_death",7,2180,15260
"has_place_of_birth, has_gender, has_father, has_mother, has_country_of_citizenship, has_position_held, has_child, has_award_received, has_date_of_death, has_date_of_birth",10,1526,15260
"has_place_of_death, has_father, has_mother, has_spouse, has_position_held, has_educated_at, has_occupation",7,2180,15260
"has_place_of_birth, has_father, has_mother, has_country_of_citizenship, has_position_held, has_child, has_occupation, has_award_received, has_date_of_death, has_date_of_birth",10,1526,15260
"has_place_of_birth, has_gender, has_father, has_mother, has_country_of_citizenship, has_position_held, has_child, has_occupation, has_award_received, has_date_of_death",10,1526,15260
"has_place_of_death, has_gender, has_father, has_mother, has_spouse, has_position_held, has_educated_at",7,2180,15260
"has_place_of_death, has_father, has_mother, has_spouse, has_position_held, has_educated_at, has_date_of_birth",7,2180,15260
"has_father, has_position_held, has_child, has_award_received, has_date_of_death, has_date_of_birth",6,2543,15258
"has_mother, has_spouse, has_country_of_citizenship, has_award_received",4,3814,15256
"has_place_of_birth, has_father, has_spouse, has_country_of_citizenship, has_child, has_award_received",6,2542,15252
"has_gender, has_country_of_citizenship, has_occupation, has_award_received, has_religion",5,3050,15250
"has_place_of_birth, has_gender, has_mother, has_spouse, has_country_of_citizenship, has_child, has_educated_at, has_award_received",8,1906,15248
"has_place_of_birth, has_mother, has_spouse, has_country_of_citizenship, has_child, has_educated_at, has_occupation, has_award_received",8,1906,15248
"has_place_of_death, has_country_of_citizenship, has_occupation, has_employer, has_award_received, has_date_of_birth",6,2541,15246
"has_place_of_birth, has_gender, has_mother, has_country_of_citizenship, has_native_language, has_occupation",6,2541,15246
"has_place_of_death, has_gender, has_country_of_citizenship, has_employer, has_award_received, has_date_of_birth",6,2541,15246
"has_place_of_death, has_gender, has_country_of_citizenship, has_occupation, has_employer, has_award_received",6,2541,15246
"has_place_of_birth, has_gender, has_native_language, has_occupation, has_date_of_birth, has_religion",6,2541,15246
"has_father, has_mother, has_spouse, has_award_received",4,3810,15240
"has_place_of_birth, has_country_of_citizenship, has_child, has_native_language, has_occupation",5,3048,15240
"has_place_of_birth, has_gender, has_country_of_citizenship, has_position_held, has_native_language, has_occupation, has_date_of_death, has_date_of_birth",8,1905,15240
"has_place_of_birth, has_place_of_death, has_gender, has_father, has_mother, has_spouse, has_country_of_citizenship, has_child, has_educated_at, has_occupation, has_award_received, has_date_of_death",12,1270,15240
"has_place_of_birth, has_place_of_death, has_gender, has_father, has_mother, has_spouse, has_country_of_citizenship, has_child, has_educated_at, has_occupation, has_award_received, has_date_of_birth",12,1270,15240
"has_place_of_birth, has_place_of_death, has_gender, has_father, has_mother, has_spouse, has_country_of_citizenship, has_child, has_educated_at, has_award_received, has_date_of_death, has_date_of_birth",12,1270,15240
"has_place_of_death, has_country_of_citizenship, has_occupation, has_employer, has_award_received, has_date_of_death",6,2540,15240
"has_place_of_death, has_country_of_citizenship, has_employer, has_award_received, has_date_of_death, has_date_of_birth",6,2540,15240
"has_place_of_birth, has_gender, has_country_of_citizenship, has_child, has_native_language",5,3048,15240
"has_place_of_birth, has_place_of_death, has_father, has_mother, has_spouse, has_country_of_citizenship, has_child, has_educated_at, has_occupation, has_award_received, has_date_of_death, has_date_of_birth",12,1270,15240
"has_place_of_birth, has_mother, has_spouse, has_country_of_citizenship, has_child, has_educated_at, has_award_received, has_date_of_birth",8,1905,15240
"has_place_of_death, has_gender, has_country_of_citizenship, has_employer, has_award_received, has_date_of_death",6,2540,15240
"has_place_of_birth, has_gender, has_country_of_citizenship, has_educated_at, has_occupation, has_date_of_birth, has_academic_degree",7,2177,15239
"has_mother, has_spouse, has_country_of_citizenship, has_child, has_award_received",5,3047,15235
"has_place_of_birth, has_child, has_native_language, has_occupation, has_date_of_birth",5,3047,15235
"has_place_of_birth, has_gender, has_child, has_native_language, has_date_of_birth",5,3047,15235
"has_place_of_birth, has_spouse, has_position_held, has_child, has_occupation, has_award_received, has_date_of_birth",7,2176,15232
"has_place_of_birth, has_gender, has_spouse, has_educated_at, has_occupation, has_date_of_death, has_cause_of_death",7,2176,15232
"has_place_of_birth, has_gender, has_spouse, has_educated_at, has_date_of_death, has_date_of_birth, has_cause_of_death",7,2176,15232
"has_place_of_birth, has_gender, has_spouse, has_position_held, has_child, has_award_received, has_date_of_birth",7,2176,15232
"has_place_of_birth, has_gender, has_spouse, has_position_held, has_child, has_occupation, has_award_received",7,2176,15232
"has_place_of_birth, has_spouse, has_educated_at, has_occupation, has_date_of_death, has_date_of_birth, has_cause_of_death",7,2176,15232
"has_place_of_birth, has_gender, has_spouse, has_educated_at, has_occupation, has_date_of_birth, has_cause_of_death",7,2176,15232
"has_spouse, has_position_held, has_child, has_occupation, has_award_received",5,3046,15230
"has_gender, has_occupation, has_award_received, has_date_of_birth, has_religion",5,3046,15230
"has_gender, has_spouse, has_position_held, has_child, has_award_received",5,3046,15230
"has_place_of_birth, has_gender, has_mother, has_native_language, has_occupation, has_date_of_birth",6,2538,15228
"has_place_of_birth, has_place_of_death, has_spouse, has_position_held, has_child, has_educated_at, has_date_of_birth",7,2175,15225
"has_place_of_birth, has_place_of_death, has_spouse, has_position_held, has_child, has_educated_at, has_occupation",7,2175,15225
"has_place_of_birth, has_place_of_death, has_gender, has_spouse, has_position_held, has_child, has_educated_at",7,2175,15225
"has_place_of_birth, has_place_of_death, has_spouse, has_position_held, has_child, has_educated_at, has_date_of_death",7,2175,15225
"has_place_of_birth, has_place_of_death, has_mother, has_spouse, has_country_of_citizenship, has_child, has_educated_at",7,2174,15218
"has_place_of_birth, has_place_of_death, has_educated_at, has_native_language, has_date_of_birth, has_cause_of_death",6,2536,15216
"has_place_of_birth, has_place_of_death, has_educated_at, has_native_language, has_date_of_death, has_cause_of_death",6,2536,15216
"has_place_of_birth, has_place_of_death, has_gender, has_educated_at, has_native_language, has_cause_of_death",6,2536,15216
"has_place_of_birth, has_place_of_death, has_educated_at, has_native_language, has_occupation, has_cause_of_death",6,2536,15216
"has_spouse, has_position_held, has_child, has_award_received, has_date_of_birth",5,3043,15215
"has_place_of_birth, has_mother, has_country_of_citizenship, has_native_language, has_occupation, has_date_of_birth",6,2535,15210
"has_place_of_birth, has_gender, has_mother, has_country_of_citizenship, has_native_language, has_date_of_birth",6,2535,15210
"has_place_of_birth, has_gender, has_country_of_citizenship, has_native_language, has_date_of_birth, has_religion",6,2535,15210
"has_place_of_birth, has_place_of_death, has_country_of_citizenship, has_educated_at, has_native_language, has_cause_of_death",6,2535,15210
"has_place_of_birth, has_country_of_citizenship, has_native_language, has_occupation, has_date_of_birth, has_religion",6,2535,15210
"has_place_of_death, has_gender, has_father, has_spouse, has_educated_at, has_occupation, has_award_received, has_date_of_birth",8,1901,15208
"has_place_of_death, has_father, has_spouse, has_educated_at, has_occupation, has_award_received, has_date_of_death, has_date_of_birth",8,1901,15208
"has_place_of_death, has_gender, has_father, has_spouse, has_educated_at, has_occupation, has_award_received, has_date_of_death",8,1901,15208
"has_place_of_death, has_gender, has_father, has_spouse, has_educated_at, has_award_received, has_date_of_death, has_date_of_birth",8,1901,15208
"has_gender, has_occupation, has_employer, has_award_received, has_date_of_death",5,3041,15205
"has_mother, has_spouse, has_country_of_citizenship, has_educated_at, has_award_received",5,3041,15205
"has_gender, has_employer, has_award_received, has_date_of_death, has_date_of_birth",5,3041,15205
"has_occupation, has_employer, has_award_received, has_date_of_death, has_date_of_birth",5,3041,15205
"has_place_of_birth, has_gender, has_spouse, has_country_of_citizenship, has_educated_at, has_occupation, has_cause_of_death",7,2172,15204
"has_place_of_birth, has_gender, has_spouse, has_country_of_citizenship, has_educated_at, has_date_of_death, has_cause_of_death",7,2172,15204
"has_place_of_birth, has_spouse, has_country_of_citizenship, has_educated_at, has_date_of_death, has_date_of_birth, has_cause_of_death",7,2172,15204
"has_place_of_birth, has_gender, has_spouse, has_country_of_citizenship, has_educated_at, has_date_of_birth, has_cause_of_death",7,2172,15204
"has_place_of_birth, has_spouse, has_country_of_citizenship, has_educated_at, has_occupation, has_date_of_birth, has_cause_of_death",7,2172,15204
"has_place_of_birth, has_spouse, has_country_of_citizenship, has_educated_at, has_occupation, has_date_of_death, has_cause_of_death",7,2172,15204
"has_place_of_birth, has_gender, has_father, has_position_held, has_child, has_educated_at, has_occupation, has_award_received, has_date_of_birth",9,1689,15201
"has_place_of_death, has_gender, has_spouse, has_country_of_citizenship, has_child, has_educated_at, has_award_received, has_date_of_death",8,1900,15200
"has_place_of_death, has_spouse, has_country_of_citizenship, has_child, has_educated_at, has_occupation, has_award_received, has_date_of_death",8,1900,15200
"has_place_of_death, has_gender, has_spouse, has_country_of_citizenship, has_child, has_educated_at, has_occupation, has_award_received",8,1900,15200
"has_place_of_birth, has_gender, has_mother, has_spouse, has_child, has_educated_at, has_occupation, has_award_received, has_date_of_death, has_date_of_birth",10,1520,15200
"has_place_of_death, has_mother, has_spouse, has_country_of_citizenship, has_position_held, has_educated_at, has_date_of_death",7,2171,15197
"has_place_of_death, has_gender, has_mother, has_spouse, has_country_of_citizenship, has_position_held, has_educated_at",7,2171,15197
"has_place_of_death, has_mother, has_spouse, has_country_of_citizenship, has_position_held, has_educated_at, has_occupation",7,2171,15197
"has_place_of_death, has_mother, has_spouse, has_country_of_citizenship, has_position_held, has_educated_at, has_date_of_birth",7,2171,15197
"has_place_of_birth, has_country_of_citizenship, has_child, has_native_language, has_date_of_birth",5,3039,15195
"has_place_of_birth, has_field_of_work, has_native_language, has_occupation, has_date_of_birth",5,3039,15195
"has_place_of_death, has_spouse, has_country_of_citizenship, has_child, has_educated_at, has_award_received, has_date_of_death, has_date_of_birth",8,1899,15192
"has_place_of_death, has_spouse, has_country_of_citizenship, has_child, has_educated_at, has_occupation, has_award_received, has_date_of_birth",8,1899,15192
"has_place_of_death, has_gender, has_spouse, has_country_of_citizenship, has_child, has_educated_at, has_award_received, has_date_of_birth",8,1899,15192
"has_place_of_birth, has_mother, has_spouse, has_position_held, has_educated_at",5,3038,15190
"has_place_of_birth, has_gender, has_award_received, has_cause_of_death",4,3797,15188
"has_place_of_birth, has_occupation, has_award_received, has_cause_of_death",4,3797,15188
"has_place_of_birth, has_award_received, has_date_of_birth, has_cause_of_death",4,3797,15188
"has_place_of_birth, has_award_received, has_date_of_death, has_cause_of_death",4,3797,15188
"has_place_of_birth, has_gender, has_field_of_work, has_native_language, has_date_of_birth",5,3037,15185
"has_place_of_death, has_gender, has_father, has_mother, has_spouse, has_country_of_citizenship, has_child, has_award_received, has_date_of_death",9,1687,15183
"has_place_of_death, has_father, has_mother, has_spouse, has_country_of_citizenship, has_child, has_occupation, has_award_received, has_date_of_death",9,1687,15183
"has_place_of_death, has_gender, has_father, has_mother, has_spouse, has_country_of_citizenship, has_child, has_award_received, has_date_of_birth",9,1687,15183
"has_place_of_death, has_father, has_mother, has_spouse, has_country_of_citizenship, has_child, has_occupation, has_award_received, has_date_of_birth",9,1687,15183
"has_place_of_death, has_father, has_mother, has_spouse, has_country_of_citizenship, has_child, has_award_received, has_date_of_death, has_date_of_birth",9,1687,15183
"has_place_of_death, has_gender, has_father, has_mother, has_spouse, has_country_of_citizenship, has_child, has_occupation, has_award_received",9,1687,15183
"has_place_of_birth, has_mother, has_spouse, has_position_held, has_educated_at, has_date_of_death",6,2530,15180
"has_mother, has_educated_at, has_occupation, has_award_received",4,3794,15176
"has_place_of_death, has_father, has_position_held, has_educated_at",4,3794,15176
"has_gender, has_mother, has_educated_at, has_award_received",4,3794,15176
"has_place_of_death, has_gender, has_father, has_mother, has_country_of_citizenship, has_position_held, has_child, has_occupation, has_award_received, has_date_of_death, has_date_of_birth",11,1379,15169
"has_mother, has_educated_at, has_award_received, has_date_of_birth",4,3792,15168
"has_place_of_birth, has_place_of_death, has_mother, has_educated_at",4,3792,15168
"has_place_of_death, has_gender, has_mother, has_spouse, has_country_of_citizenship, has_educated_at, has_occupation, has_award_received, has_date_of_death",9,1685,15165
"has_place_of_death, has_gender, has_mother, has_spouse, has_country_of_citizenship, has_educated_at, has_occupation, has_award_received, has_date_of_birth",9,1685,15165
"has_place_of_death, has_gender, has_mother, has_spouse, has_country_of_citizenship, has_educated_at, has_award_received, has_date_of_death, has_date_of_birth",9,1685,15165
"has_place_of_birth, has_place_of_death, has_gender, has_mother, has_child, has_occupation, has_award_received, has_date_of_death, has_date_of_birth",9,1685,15165
"has_place_of_birth, has_place_of_death, has_gender, has_position_held, has_educated_at, has_occupation, has_date_of_death, has_date_of_birth, has_religion",9,1685,15165
"has_place_of_death, has_mother, has_spouse, has_country_of_citizenship, has_educated_at, has_occupation, has_award_received, has_date_of_death, has_date_of_birth",9,1685,15165
"has_gender, has_country_of_citizenship, has_educated_at, has_occupation, has_award_received, has_notable_work",6,2527,15162
"has_place_of_birth, has_country_of_citizenship, has_educated_at, has_field_of_work, has_employer",5,3032,15160
"has_place_of_birth, has_place_of_death, has_father, has_country_of_citizenship, has_child, has_occupation, has_award_received, has_date_of_birth",8,1895,15160
"has_place_of_birth, has_place_of_death, has_gender, has_father, has_country_of_citizenship, has_child, has_award_received, has_date_of_death",8,1895,15160
"has_place_of_birth, has_place_of_death, has_father, has_country_of_citizenship, has_child, has_occupation, has_award_received, has_date_of_death",8,1895,15160
"has_place_of_birth, has_place_of_death, has_father, has_country_of_citizenship, has_child, has_award_received, has_date_of_death, has_date_of_birth",8,1895,15160
"has_place_of_birth, has_place_of_death, has_gender, has_father, has_country_of_citizenship, has_child, has_occupation, has_award_received",8,1895,15160
"has_place_of_birth, has_place_of_death, has_gender, has_father, has_country_of_citizenship, has_child, has_award_received, has_date_of_birth",8,1895,15160
"has_place_of_birth, has_country_of_citizenship, has_award_received, has_cause_of_death",4,3789,15156
"has_place_of_death, has_gender, has_father, has_mother, has_spouse, has_country_of_citizenship, has_position_held, has_educated_at, has_occupation, has_award_received, has_date_of_death, has_date_of_birth",12,1263,15156
"has_place_of_birth, has_gender, has_educated_at, has_native_language, has_occupation, has_award_received, has_date_of_death, has_date_of_birth",8,1894,15152
"has_country_of_citizenship, has_occupation, has_award_received, has_date_of_birth, has_religion",5,3030,15150
"has_gender, has_country_of_citizenship, has_award_received, has_date_of_birth, has_religion",5,3030,15150
"has_gender, has_spouse, has_native_language, has_date_of_death",4,3786,15144
"has_place_of_death, has_gender, has_father, has_country_of_citizenship, has_occupation, has_date_of_death, has_date_of_birth, has_cause_of_death",8,1893,15144
"has_spouse, has_native_language, has_occupation, has_date_of_death",4,3786,15144
"has_place_of_birth, has_place_of_death, has_father, has_mother, has_spouse, has_child, has_educated_at",7,2163,15141
"has_place_of_birth, has_gender, has_country_of_citizenship, has_position_held, has_child, has_educated_at, has_award_received",7,2163,15141
"has_place_of_birth, has_country_of_citizenship, has_position_held, has_child, has_educated_at, has_award_received, has_date_of_birth",7,2163,15141
"has_place_of_birth, has_country_of_citizenship, has_position_held, has_child, has_educated_at, has_occupation, has_award_received",7,2163,15141
"has_place_of_birth, has_place_of_death, has_gender, has_mother, has_spouse, has_position_held",6,2523,15138
"has_place_of_birth, has_place_of_death, has_mother, has_spouse, has_position_held, has_date_of_death",6,2523,15138
"has_place_of_birth, has_place_of_death, has_mother, has_spouse, has_position_held, has_occupation",6,2523,15138
"has_gender, has_spouse, has_country_of_citizenship, has_occupation, has_employer, has_date_of_birth",6,2523,15138
"has_place_of_birth, has_place_of_death, has_spouse, has_educated_at, has_award_received",5,3027,15135
"has_place_of_birth, has_place_of_death, has_mother, has_spouse, has_position_held, has_date_of_birth",6,2522,15132
"has_spouse, has_native_language, has_date_of_death, has_date_of_birth",4,3783,15132
"has_place_of_birth, has_place_of_death, has_father, has_award_received, has_date_of_birth",5,3026,15130
"has_place_of_birth, has_place_of_death, has_gender, has_father, has_award_received",5,3026,15130
"has_place_of_birth, has_place_of_death, has_father, has_award_received, has_date_of_death",5,3026,15130
"has_place_of_birth, has_place_of_death, has_father, has_occupation, has_award_received",5,3026,15130
"has_place_of_birth, has_gender, has_country_of_citizenship, has_educated_at, has_native_language, has_occupation, has_award_received, has_date_of_death",8,1891,15128
"has_place_of_death, has_gender, has_mother, has_spouse, has_position_held, has_child, has_educated_at, has_occupation",8,1891,15128
"has_place_of_death, has_gender, has_mother, has_spouse, has_position_held, has_child, has_educated_at, has_date_of_death",8,1891,15128
"has_place_of_death, has_gender, has_mother, has_spouse, has_position_held, has_child, has_educated_at, has_date_of_birth",8,1891,15128
"has_place_of_death, has_mother, has_spouse, has_position_held, has_child, has_educated_at, has_occupation, has_date_of_death",8,1891,15128
"has_place_of_death, has_mother, has_spouse, has_position_held, has_child, has_educated_at, has_occupation, has_date_of_birth",8,1891,15128
"has_place_of_death, has_mother, has_spouse, has_position_held, has_child, has_educated_at, has_date_of_death, has_date_of_birth",8,1891,15128
"has_place_of_birth, has_country_of_citizenship, has_educated_at, has_native_language, has_occupation, has_award_received, has_date_of_death, has_date_of_birth",8,1891,15128
"has_place_of_birth, has_gender, has_country_of_citizenship, has_educated_at, has_native_language, has_award_received, has_date_of_death, has_date_of_birth",8,1891,15128
"has_spouse, has_country_of_citizenship, has_native_language, has_date_of_death",4,3781,15124
"has_place_of_birth, has_place_of_death, has_gender, has_country_of_citizenship, has_child, has_native_language, has_occupation, has_date_of_death, has_date_of_birth",9,1680,15120
