properties,num_properties,coverage,score
"has_place_of_birth, has_place_of_death, has_gender, has_country_of_citizenship, has_occupation, has_date_of_birth, has_academic_degree",7,2057,14399
"has_place_of_birth, has_place_of_death, has_gender, has_country_of_citizenship, has_occupation, has_date_of_death, has_academic_degree",7,2056,14392
"has_country_of_citizenship, has_position_held, has_educated_at, has_date_of_birth",4,3597,14388
"has_place_of_birth, has_place_of_death, has_country_of_citizenship, has_occupation, has_date_of_death, has_date_of_birth, has_academic_degree",7,2055,14385
"has_place_of_birth, has_place_of_death, has_gender, has_country_of_citizenship, has_date_of_death, has_date_of_birth, has_academic_degree",7,2055,14385
"has_place_of_birth, has_position_held, has_educated_at, has_occupation",4,3594,14376
"has_place_of_birth, has_gender, has_position_held, has_educated_at",4,3594,14376
"has_place_of_birth, has_position_held, has_educated_at, has_date_of_birth",4,3593,14372
"has_gender, has_country_of_citizenship, has_educated_at, has_occupation, has_date_of_death",5,2871,14355
"has_gender, has_country_of_citizenship, has_educated_at, has_date_of_death, has_date_of_birth",5,2870,14350
"has_country_of_citizenship, has_educated_at, has_occupation, has_date_of_death, has_date_of_birth",5,2870,14350
"has_place_of_birth, has_country_of_citizenship, has_position_held, has_educated_at",4,3576,14304
"has_place_of_birth, has_country_of_citizenship, has_educated_at, has_occupation, has_date_of_death",5,2848,14240
"has_place_of_birth, has_country_of_citizenship, has_educated_at, has_date_of_death, has_date_of_birth",5,2848,14240
"has_place_of_birth, has_gender, has_country_of_citizenship, has_educated_at, has_date_of_death",5,2848,14240
"has_gender, has_country_of_citizenship, has_occupation, has_date_of_death, has_date_of_birth, has_academic_degree",6,2368,14208
"has_place_of_birth, has_gender, has_occupation, has_date_of_death, has_date_of_birth, has_academic_degree",6,2357,14142
"has_place_of_death, has_gender, has_country_of_citizenship, has_position_held, has_occupation, has_date_of_death, has_academic_degree",7,2016,14112
"has_place_of_birth, has_gender, has_country_of_citizenship, has_occupation, has_date_of_death, has_academic_degree",6,2352,14112
"has_place_of_birth, has_country_of_citizenship, has_occupation, has_date_of_death, has_date_of_birth, has_academic_degree",6,2351,14106
"has_place_of_birth, has_gender, has_country_of_citizenship, has_date_of_death, has_date_of_birth, has_academic_degree",6,2351,14106
"has_place_of_death, has_gender, has_position_held, has_occupation, has_date_of_death, has_date_of_birth, has_academic_degree",7,2013,14091
"has_place_of_death, has_gender, has_country_of_citizenship, has_position_held, has_occupation, has_date_of_birth, has_academic_degree",7,2013,14091
"has_place_of_death, has_country_of_citizenship, has_position_held, has_occupation, has_date_of_death, has_date_of_birth, has_academic_degree",7,2011,14077
"has_place_of_death, has_gender, has_country_of_citizenship, has_position_held, has_date_of_death, has_date_of_birth, has_academic_degree",7,2011,14077
"has_place_of_birth, has_place_of_death, has_gender, has_position_held, has_occupation, has_date_of_birth, has_academic_degree",7,2010,14070
"has_place_of_birth, has_place_of_death, has_gender, has_position_held, has_occupation, has_date_of_death, has_academic_degree",7,2009,14063
"has_place_of_birth, has_place_of_death, has_gender, has_country_of_citizenship, has_position_held, has_occupation, has_academic_degree",7,2009,14063
"has_place_of_birth, has_place_of_death, has_gender, has_position_held, has_date_of_death, has_date_of_birth, has_academic_degree",7,2008,14056
"has_place_of_birth, has_place_of_death, has_position_held, has_occupation, has_date_of_death, has_date_of_birth, has_academic_degree",7,2008,14056
"has_place_of_birth, has_place_of_death, has_country_of_citizenship, has_position_held, has_occupation, has_date_of_birth, has_academic_degree",7,2008,14056
"has_place_of_birth, has_place_of_death, has_gender, has_country_of_citizenship, has_position_held, has_date_of_birth, has_academic_degree",7,2008,14056
"has_place_of_birth, has_place_of_death, has_gender, has_country_of_citizenship, has_position_held, has_date_of_death, has_academic_degree",7,2007,14049
"has_place_of_birth, has_place_of_death, has_country_of_citizenship, has_position_held, has_occupation, has_date_of_death, has_academic_degree",7,2007,14049
"has_place_of_birth, has_place_of_death, has_country_of_citizenship, has_position_held, has_date_of_death, has_date_of_birth, has_academic_degree",7,2006,14042
"has_place_of_death, has_gender, has_educated_at, has_occupation, has_date_of_birth",5,2802,14010
"has_place_of_death, has_gender, has_educated_at, has_date_of_death, has_date_of_birth",5,2797,13985
"has_place_of_death, has_educated_at, has_occupation, has_date_of_death, has_date_of_birth",5,2797,13985
"has_place_of_birth, has_place_of_death, has_gender, has_educated_at, has_date_of_birth",5,2797,13985
"has_place_of_birth, has_place_of_death, has_gender, has_educated_at, has_occupation",5,2797,13985
"has_place_of_death, has_gender, has_educated_at, has_occupation, has_date_of_death",5,2797,13985
"has_place_of_birth, has_place_of_death, has_educated_at, has_occupation, has_date_of_birth",5,2797,13985
"has_place_of_birth, has_place_of_death, has_educated_at, has_date_of_death, has_date_of_birth",5,2793,13965
"has_place_of_birth, has_place_of_death, has_educated_at, has_occupation, has_date_of_death",5,2793,13965
"has_place_of_birth, has_place_of_death, has_gender, has_educated_at, has_date_of_death",5,2793,13965
"has_gender, has_country_of_citizenship, has_position_held, has_occupation, has_date_of_death, has_academic_degree",6,2326,13956
"has_gender, has_position_held, has_occupation, has_date_of_death, has_date_of_birth, has_academic_degree",6,2321,13926
"has_country_of_citizenship, has_position_held, has_occupation, has_date_of_death, has_date_of_birth, has_academic_degree",6,2319,13914
"has_gender, has_country_of_citizenship, has_position_held, has_date_of_death, has_date_of_birth, has_academic_degree",6,2319,13914
"has_gender, has_occupation, has_award_received, has_date_of_birth",4,3462,13848
"has_place_of_birth, has_gender, has_position_held, has_occupation, has_date_of_death, has_academic_degree",6,2305,13830
"has_place_of_birth, has_gender, has_position_held, has_date_of_death, has_date_of_birth, has_academic_degree",6,2304,13824
"has_place_of_birth, has_position_held, has_occupation, has_date_of_death, has_date_of_birth, has_academic_degree",6,2304,13824
"has_place_of_birth, has_country_of_citizenship, has_position_held, has_occupation, has_date_of_death, has_academic_degree",6,2303,13818
"has_place_of_birth, has_gender, has_country_of_citizenship, has_position_held, has_date_of_death, has_academic_degree",6,2303,13818
"has_place_of_birth, has_country_of_citizenship, has_position_held, has_date_of_death, has_date_of_birth, has_academic_degree",6,2302,13812
"has_place_of_birth, has_gender, has_occupation, has_award_received",4,3439,13756
"has_gender, has_country_of_citizenship, has_occupation, has_award_received",4,3438,13752
"has_place_of_birth, has_occupation, has_award_received, has_date_of_birth",4,3437,13748
"has_place_of_birth, has_gender, has_award_received, has_date_of_birth",4,3437,13748
"has_country_of_citizenship, has_occupation, has_award_received, has_date_of_birth",4,3432,13728
"has_gender, has_country_of_citizenship, has_award_received, has_date_of_birth",4,3432,13728
"has_place_of_birth, has_country_of_citizenship, has_occupation, has_award_received",4,3410,13640
"has_place_of_birth, has_gender, has_country_of_citizenship, has_award_received",4,3410,13640
"has_place_of_birth, has_country_of_citizenship, has_award_received, has_date_of_birth",4,3408,13632
"has_place_of_death, has_gender, has_country_of_citizenship, has_educated_at, has_occupation",5,2723,13615
"has_place_of_death, has_country_of_citizenship, has_educated_at, has_occupation, has_date_of_birth",5,2723,13615
"has_place_of_death, has_gender, has_country_of_citizenship, has_educated_at, has_date_of_birth",5,2723,13615
"has_place_of_death, has_country_of_citizenship, has_educated_at, has_occupation, has_date_of_death",5,2718,13590
"has_place_of_death, has_gender, has_country_of_citizenship, has_educated_at, has_date_of_death",5,2718,13590
"has_place_of_birth, has_place_of_death, has_gender, has_country_of_citizenship, has_educated_at",5,2718,13590
"has_place_of_death, has_country_of_citizenship, has_educated_at, has_date_of_death, has_date_of_birth",5,2718,13590
"has_place_of_birth, has_place_of_death, has_country_of_citizenship, has_educated_at, has_occupation",5,2718,13590
"has_place_of_birth, has_place_of_death, has_country_of_citizenship, has_educated_at, has_date_of_birth",5,2718,13590
"has_place_of_birth, has_gender, has_country_of_citizenship, has_position_held, has_occupation, has_award_received, has_date_of_death, has_date_of_birth",8,1698,13584
"has_place_of_birth, has_gender, has_country_of_citizenship, has_position_held, has_educated_at, has_occupation, has_date_of_death, has_date_of_birth",8,1698,13584
"has_place_of_birth, has_place_of_death, has_country_of_citizenship, has_educated_at, has_date_of_death",5,2714,13570
"has_gender, has_position_held, has_educated_at, has_native_language, has_occupation",5,2664,13320
"has_country_of_citizenship, has_position_held, has_educated_at, has_native_language, has_occupation",5,2664,13320
"has_gender, has_country_of_citizenship, has_position_held, has_educated_at, has_native_language",5,2664,13320
"has_country_of_citizenship, has_position_held, has_educated_at, has_native_language, has_date_of_birth",5,2663,13315
"has_position_held, has_educated_at, has_native_language, has_occupation, has_date_of_birth",5,2663,13315
"has_gender, has_position_held, has_educated_at, has_native_language, has_date_of_birth",5,2663,13315
"has_place_of_birth, has_place_of_death, has_gender, has_position_held, has_occupation, has_award_received, has_date_of_death, has_date_of_birth",8,1664,13312
"has_place_of_birth, has_country_of_citizenship, has_position_held, has_educated_at, has_native_language",5,2658,13290
"has_place_of_birth, has_gender, has_position_held, has_educated_at, has_native_language",5,2658,13290
"has_place_of_birth, has_position_held, has_educated_at, has_native_language, has_occupation",5,2658,13290
"has_place_of_birth, has_position_held, has_educated_at, has_native_language, has_date_of_birth",5,2657,13285
"has_place_of_birth, has_place_of_death, has_gender, has_country_of_citizenship, has_position_held, has_occupation, has_award_received, has_date_of_birth",8,1658,13264
"has_place_of_death, has_gender, has_country_of_citizenship, has_position_held, has_occupation, has_award_received, has_date_of_death, has_date_of_birth",8,1658,13264
"has_place_of_birth, has_place_of_death, has_gender, has_country_of_citizenship, has_position_held, has_award_received, has_date_of_death, has_date_of_birth",8,1657,13256
"has_place_of_birth, has_place_of_death, has_country_of_citizenship, has_position_held, has_occupation, has_award_received, has_date_of_death, has_date_of_birth",8,1657,13256
"has_place_of_birth, has_place_of_death, has_gender, has_country_of_citizenship, has_position_held, has_occupation, has_award_received, has_date_of_death",8,1657,13256
"has_place_of_birth, has_place_of_death, has_gender, has_position_held, has_educated_at, has_occupation, has_date_of_death, has_date_of_birth",8,1628,13024
"has_gender, has_country_of_citizenship, has_occupation, has_academic_degree",4,3256,13024
"has_gender, has_occupation, has_date_of_birth, has_academic_degree",4,3246,12984
"has_country_of_citizenship, has_occupation, has_date_of_birth, has_academic_degree",4,3237,12948
"has_gender, has_country_of_citizenship, has_date_of_birth, has_academic_degree",4,3237,12948
"has_place_of_birth, has_place_of_death, has_gender, has_country_of_citizenship, has_position_held, has_educated_at, has_occupation, has_date_of_birth",8,1613,12904
"has_place_of_birth, has_place_of_death, has_gender, has_country_of_citizenship, has_position_held, has_educated_at, has_date_of_death, has_date_of_birth",8,1611,12888
"has_place_of_birth, has_place_of_death, has_country_of_citizenship, has_position_held, has_educated_at, has_occupation, has_date_of_death, has_date_of_birth",8,1611,12888
"has_place_of_birth, has_place_of_death, has_gender, has_country_of_citizenship, has_position_held, has_educated_at, has_occupation, has_date_of_death",8,1611,12888
"has_place_of_death, has_gender, has_country_of_citizenship, has_position_held, has_educated_at, has_occupation, has_date_of_death, has_date_of_birth",8,1611,12888
"has_gender, has_educated_at, has_native_language, has_occupation",4,3215,12860
"has_country_of_citizenship, has_educated_at, has_native_language, has_occupation",4,3210,12840
"has_gender, has_country_of_citizenship, has_educated_at, has_native_language",4,3210,12840
"has_educated_at, has_native_language, has_occupation, has_date_of_birth",4,3208,12832
"has_gender, has_educated_at, has_native_language, has_date_of_birth",4,3208,12832
"has_place_of_birth, has_gender, has_occupation, has_academic_degree",4,3206,12824
"has_country_of_citizenship, has_educated_at, has_native_language, has_date_of_birth",4,3204,12816
"has_place_of_birth, has_gender, has_date_of_birth, has_academic_degree",4,3203,12812
"has_place_of_birth, has_occupation, has_date_of_birth, has_academic_degree",4,3203,12812
"has_place_of_birth, has_country_of_citizenship, has_occupation, has_academic_degree",4,3198,12792
"has_place_of_birth, has_gender, has_country_of_citizenship, has_academic_degree",4,3198,12792
"has_place_of_birth, has_gender, has_educated_at, has_native_language",4,3197,12788
"has_place_of_birth, has_educated_at, has_native_language, has_occupation",4,3197,12788
"has_place_of_birth, has_country_of_citizenship, has_date_of_birth, has_academic_degree",4,3195,12780
"has_place_of_birth, has_educated_at, has_native_language, has_date_of_birth",4,3194,12776
"has_place_of_birth, has_country_of_citizenship, has_educated_at, has_native_language",4,3192,12768
"has_gender, has_position_held, has_occupation, has_academic_degree",4,3145,12580
"has_gender, has_occupation, has_award_received, has_date_of_death, has_date_of_birth",5,2516,12580
"has_country_of_citizenship, has_position_held, has_occupation, has_academic_degree",4,3143,12572
"has_gender, has_country_of_citizenship, has_position_held, has_academic_degree",4,3143,12572
"has_place_of_birth, has_gender, has_occupation, has_award_received, has_date_of_death",5,2504,12520
"has_place_of_birth, has_occupation, has_award_received, has_date_of_death, has_date_of_birth",5,2504,12520
"has_place_of_birth, has_gender, has_award_received, has_date_of_death, has_date_of_birth",5,2504,12520
"has_gender, has_position_held, has_date_of_birth, has_academic_degree",4,3128,12512
"has_position_held, has_occupation, has_date_of_birth, has_academic_degree",4,3128,12512
"has_country_of_citizenship, has_position_held, has_date_of_birth, has_academic_degree",4,3126,12504
"has_gender, has_country_of_citizenship, has_occupation, has_award_received, has_date_of_death",5,2492,12460
"has_country_of_citizenship, has_occupation, has_award_received, has_date_of_death, has_date_of_birth",5,2492,12460
"has_gender, has_country_of_citizenship, has_award_received, has_date_of_death, has_date_of_birth",5,2492,12460
"has_place_of_birth, has_country_of_citizenship, has_award_received, has_date_of_death, has_date_of_birth",5,2480,12400
"has_place_of_birth, has_country_of_citizenship, has_occupation, has_award_received, has_date_of_death",5,2480,12400
"has_place_of_birth, has_gender, has_country_of_citizenship, has_award_received, has_date_of_death",5,2480,12400
"has_place_of_death, has_gender, has_occupation, has_date_of_death, has_date_of_birth, has_academic_degree",6,2066,12396
"has_gender, has_country_of_citizenship, has_position_held, has_occupation, has_award_received, has_date_of_birth",6,2066,12396
"has_place_of_birth, has_gender, has_position_held, has_occupation, has_award_received, has_date_of_birth",6,2066,12396
"has_place_of_death, has_gender, has_country_of_citizenship, has_occupation, has_date_of_death, has_academic_degree",6,2065,12390
"has_place_of_birth, has_position_held, has_occupation, has_academic_degree",4,3096,12384
"has_place_of_birth, has_gender, has_position_held, has_academic_degree",4,3096,12384
"has_place_of_birth, has_position_held, has_date_of_birth, has_academic_degree",4,3095,12380
"has_place_of_birth, has_place_of_death, has_gender, has_occupation, has_date_of_birth, has_academic_degree",6,2063,12378
"has_place_of_birth, has_country_of_citizenship, has_position_held, has_academic_degree",4,3094,12376
"has_place_of_birth, has_place_of_death, has_gender, has_occupation, has_date_of_death, has_academic_degree",6,2062,12372
"has_place_of_death, has_gender, has_country_of_citizenship, has_occupation, has_date_of_birth, has_academic_degree",6,2062,12372
"has_place_of_birth, has_place_of_death, has_occupation, has_date_of_death, has_date_of_birth, has_academic_degree",6,2061,12366
"has_place_of_birth, has_place_of_death, has_gender, has_date_of_death, has_date_of_birth, has_academic_degree",6,2061,12366
"has_place_of_death, has_country_of_citizenship, has_occupation, has_date_of_death, has_date_of_birth, has_academic_degree",6,2060,12360
"has_place_of_death, has_gender, has_country_of_citizenship, has_date_of_death, has_date_of_birth, has_academic_degree",6,2060,12360
"has_place_of_birth, has_gender, has_country_of_citizenship, has_position_held, has_occupation, has_award_received",6,2059,12354
"has_place_of_birth, has_country_of_citizenship, has_position_held, has_occupation, has_award_received, has_date_of_birth",6,2059,12354
"has_place_of_birth, has_gender, has_country_of_citizenship, has_position_held, has_award_received, has_date_of_birth",6,2059,12354
"has_place_of_birth, has_place_of_death, has_gender, has_country_of_citizenship, has_occupation, has_academic_degree",6,2058,12348
"has_place_of_birth, has_place_of_death, has_country_of_citizenship, has_occupation, has_date_of_birth, has_academic_degree",6,2057,12342
"has_place_of_birth, has_place_of_death, has_gender, has_country_of_citizenship, has_date_of_birth, has_academic_degree",6,2057,12342
"has_place_of_birth, has_place_of_death, has_country_of_citizenship, has_occupation, has_date_of_death, has_academic_degree",6,2056,12336
"has_place_of_birth, has_place_of_death, has_gender, has_country_of_citizenship, has_date_of_death, has_academic_degree",6,2056,12336
"has_place_of_birth, has_place_of_death, has_country_of_citizenship, has_date_of_death, has_date_of_birth, has_academic_degree",6,2055,12330
"has_place_of_death, has_gender, has_occupation, has_award_received, has_date_of_birth",5,2449,12245
"has_place_of_death, has_gender, has_award_received, has_date_of_death, has_date_of_birth",5,2446,12230
"has_place_of_death, has_gender, has_occupation, has_award_received, has_date_of_death",5,2446,12230
"has_place_of_death, has_occupation, has_award_received, has_date_of_death, has_date_of_birth",5,2446,12230
"has_place_of_birth, has_place_of_death, has_gender, has_award_received, has_date_of_birth",5,2445,12225
"has_place_of_birth, has_place_of_death, has_gender, has_occupation, has_award_received",5,2445,12225
"has_place_of_birth, has_place_of_death, has_occupation, has_award_received, has_date_of_birth",5,2445,12225
"has_place_of_birth, has_place_of_death, has_award_received, has_date_of_death, has_date_of_birth",5,2442,12210
"has_place_of_birth, has_place_of_death, has_gender, has_award_received, has_date_of_death",5,2442,12210
"has_place_of_birth, has_place_of_death, has_occupation, has_award_received, has_date_of_death",5,2442,12210
"has_place_of_death, has_country_of_citizenship, has_occupation, has_award_received, has_date_of_birth",5,2426,12130
"has_place_of_death, has_gender, has_country_of_citizenship, has_occupation, has_award_received",5,2426,12130
"has_place_of_death, has_gender, has_country_of_citizenship, has_award_received, has_date_of_birth",5,2426,12130
"has_place_of_death, has_country_of_citizenship, has_award_received, has_date_of_death, has_date_of_birth",5,2423,12115
"has_place_of_death, has_country_of_citizenship, has_occupation, has_award_received, has_date_of_death",5,2423,12115
"has_place_of_death, has_gender, has_country_of_citizenship, has_award_received, has_date_of_death",5,2423,12115
"has_place_of_birth, has_place_of_death, has_country_of_citizenship, has_occupation, has_award_received",5,2422,12110
"has_place_of_birth, has_place_of_death, has_country_of_citizenship, has_award_received, has_date_of_birth",5,2422,12110
"has_place_of_birth, has_place_of_death, has_gender, has_country_of_citizenship, has_award_received",5,2422,12110
"has_place_of_death, has_gender, has_position_held, has_occupation, has_date_of_death, has_academic_degree",6,2018,12108
"has_place_of_death, has_gender, has_country_of_citizenship, has_position_held, has_occupation, has_academic_degree",6,2018,12108
"has_place_of_death, has_gender, has_country_of_citizenship, has_position_held, has_date_of_death, has_academic_degree",6,2016,12096
"has_place_of_death, has_country_of_citizenship, has_position_held, has_occupation, has_date_of_death, has_academic_degree",6,2016,12096
"has_place_of_birth, has_place_of_death, has_country_of_citizenship, has_award_received, has_date_of_death",5,2419,12095
"has_place_of_death, has_gender, has_position_held, has_occupation, has_date_of_birth, has_academic_degree",6,2015,12090
"has_place_of_death, has_position_held, has_occupation, has_date_of_death, has_date_of_birth, has_academic_degree",6,2013,12078
"has_place_of_death, has_gender, has_country_of_citizenship, has_position_held, has_date_of_birth, has_academic_degree",6,2013,12078
"has_place_of_death, has_country_of_citizenship, has_position_held, has_occupation, has_date_of_birth, has_academic_degree",6,2013,12078
"has_place_of_death, has_gender, has_position_held, has_date_of_death, has_date_of_birth, has_academic_degree",6,2013,12078
"has_place_of_birth, has_place_of_death, has_gender, has_position_held, has_occupation, has_academic_degree",6,2011,12066
"has_place_of_death, has_country_of_citizenship, has_position_held, has_date_of_death, has_date_of_birth, has_academic_degree",6,2011,12066
"has_place_of_birth, has_place_of_death, has_position_held, has_occupation, has_date_of_birth, has_academic_degree",6,2010,12060
"has_place_of_birth, has_place_of_death, has_gender, has_position_held, has_date_of_birth, has_academic_degree",6,2010,12060
"has_place_of_birth, has_place_of_death, has_gender, has_position_held, has_date_of_death, has_academic_degree",6,2009,12054
"has_place_of_birth, has_place_of_death, has_gender, has_country_of_citizenship, has_position_held, has_academic_degree",6,2009,12054
"has_place_of_birth, has_place_of_death, has_position_held, has_occupation, has_date_of_death, has_academic_degree",6,2009,12054
"has_place_of_birth, has_place_of_death, has_country_of_citizenship, has_position_held, has_occupation, has_academic_degree",6,2009,12054
"has_place_of_birth, has_place_of_death, has_country_of_citizenship, has_position_held, has_date_of_birth, has_academic_degree",6,2008,12048
"has_place_of_birth, has_place_of_death, has_position_held, has_date_of_death, has_date_of_birth, has_academic_degree",6,2008,12048
"has_place_of_birth, has_place_of_death, has_country_of_citizenship, has_position_held, has_date_of_death, has_academic_degree",6,2007,12042
"has_place_of_birth, has_gender, has_position_held, has_educated_at, has_occupation, has_date_of_death, has_date_of_birth",7,1715,12005
"has_gender, has_country_of_citizenship, has_position_held, has_educated_at, has_occupation, has_date_of_death, has_date_of_birth",7,1708,11956
"has_place_of_birth, has_gender, has_position_held, has_occupation, has_award_received, has_date_of_death, has_date_of_birth",7,1705,11935
"has_gender, has_country_of_citizenship, has_position_held, has_occupation, has_award_received, has_date_of_death, has_date_of_birth",7,1703,11921
"has_place_of_birth, has_country_of_citizenship, has_position_held, has_educated_at, has_occupation, has_date_of_death, has_date_of_birth",7,1698,11886
"has_place_of_birth, has_gender, has_country_of_citizenship, has_position_held, has_award_received, has_date_of_death, has_date_of_birth",7,1698,11886
"has_place_of_birth, has_gender, has_country_of_citizenship, has_position_held, has_educated_at, has_occupation, has_date_of_death",7,1698,11886
"has_place_of_birth, has_gender, has_country_of_citizenship, has_position_held, has_occupation, has_award_received, has_date_of_death",7,1698,11886
"has_place_of_birth, has_gender, has_country_of_citizenship, has_position_held, has_educated_at, has_date_of_death, has_date_of_birth",7,1698,11886
"has_place_of_birth, has_country_of_citizenship, has_position_held, has_occupation, has_award_received, has_date_of_death, has_date_of_birth",7,1698,11886
"has_gender, has_country_of_citizenship, has_occupation, has_date_of_death, has_academic_degree",5,2375,11875
"has_gender, has_occupation, has_date_of_death, has_date_of_birth, has_academic_degree",5,2374,11870
"has_gender, has_country_of_citizenship, has_date_of_death, has_date_of_birth, has_academic_degree",5,2368,11840
"has_country_of_citizenship, has_occupation, has_date_of_death, has_date_of_birth, has_academic_degree",5,2368,11840
"has_gender, has_educated_at, has_occupation, has_date_of_death",4,2957,11828
"has_gender, has_educated_at, has_date_of_death, has_date_of_birth",4,2956,11824
"has_educated_at, has_occupation, has_date_of_death, has_date_of_birth",4,2956,11824
"has_place_of_birth, has_gender, has_occupation, has_date_of_death, has_academic_degree",5,2358,11790
"has_place_of_birth, has_gender, has_date_of_death, has_date_of_birth, has_academic_degree",5,2357,11785
"has_place_of_birth, has_occupation, has_date_of_death, has_date_of_birth, has_academic_degree",5,2357,11785
"has_place_of_birth, has_gender, has_country_of_citizenship, has_date_of_death, has_academic_degree",5,2352,11760
"has_place_of_birth, has_country_of_citizenship, has_occupation, has_date_of_death, has_academic_degree",5,2352,11760
"has_place_of_birth, has_country_of_citizenship, has_date_of_death, has_date_of_birth, has_academic_degree",5,2351,11755
"has_place_of_birth, has_educated_at, has_date_of_death, has_date_of_birth",4,2933,11732
"has_place_of_birth, has_gender, has_educated_at, has_date_of_death",4,2933,11732
"has_place_of_birth, has_educated_at, has_occupation, has_date_of_death",4,2933,11732
"has_place_of_death, has_gender, has_position_held, has_occupation, has_award_received, has_date_of_death, has_date_of_birth",7,1665,11655
"has_place_of_birth, has_place_of_death, has_gender, has_position_held, has_occupation, has_award_received, has_date_of_birth",7,1665,11655
"has_place_of_birth, has_place_of_death, has_gender, has_position_held, has_award_received, has_date_of_death, has_date_of_birth",7,1664,11648
"has_place_of_birth, has_place_of_death, has_gender, has_position_held, has_occupation, has_award_received, has_date_of_death",7,1664,11648
"has_place_of_birth, has_place_of_death, has_position_held, has_occupation, has_award_received, has_date_of_death, has_date_of_birth",7,1664,11648
"has_gender, has_position_held, has_occupation, has_date_of_death, has_academic_degree",5,2328,11640
"has_gender, has_country_of_citizenship, has_position_held, has_date_of_death, has_academic_degree",5,2326,11630
"has_country_of_citizenship, has_position_held, has_occupation, has_date_of_death, has_academic_degree",5,2326,11630
"has_place_of_death, has_gender, has_country_of_citizenship, has_position_held, has_occupation, has_award_received, has_date_of_birth",7,1659,11613
"has_place_of_death, has_country_of_citizenship, has_position_held, has_occupation, has_award_received, has_date_of_death, has_date_of_birth",7,1658,11606
"has_place_of_death, has_gender, has_country_of_citizenship, has_position_held, has_award_received, has_date_of_death, has_date_of_birth",7,1658,11606
"has_place_of_death, has_gender, has_country_of_citizenship, has_position_held, has_occupation, has_award_received, has_date_of_death",7,1658,11606
"has_place_of_birth, has_place_of_death, has_country_of_citizenship, has_position_held, has_occupation, has_award_received, has_date_of_birth",7,1658,11606
"has_place_of_birth, has_place_of_death, has_gender, has_country_of_citizenship, has_position_held, has_occupation, has_award_received",7,1658,11606
"has_place_of_birth, has_place_of_death, has_gender, has_country_of_citizenship, has_position_held, has_award_received, has_date_of_birth",7,1658,11606
"has_gender, has_position_held, has_date_of_death, has_date_of_birth, has_academic_degree",5,2321,11605
"has_position_held, has_occupation, has_date_of_death, has_date_of_birth, has_academic_degree",5,2321,11605
"has_place_of_birth, has_place_of_death, has_country_of_citizenship, has_position_held, has_award_received, has_date_of_death, has_date_of_birth",7,1657,11599
"has_place_of_birth, has_place_of_death, has_gender, has_country_of_citizenship, has_position_held, has_award_received, has_date_of_death",7,1657,11599
"has_place_of_birth, has_place_of_death, has_country_of_citizenship, has_position_held, has_occupation, has_award_received, has_date_of_death",7,1657,11599
"has_country_of_citizenship, has_position_held, has_date_of_death, has_date_of_birth, has_academic_degree",5,2319,11595
"has_place_of_birth, has_position_held, has_occupation, has_date_of_death, has_academic_degree",5,2305,11525
"has_place_of_birth, has_gender, has_position_held, has_date_of_death, has_academic_degree",5,2305,11525
"has_place_of_birth, has_position_held, has_date_of_death, has_date_of_birth, has_academic_degree",5,2304,11520
"has_place_of_birth, has_country_of_citizenship, has_position_held, has_date_of_death, has_academic_degree",5,2303,11515
"has_gender, has_country_of_citizenship, has_educated_at, has_date_of_death",4,2871,11484
"has_country_of_citizenship, has_educated_at, has_occupation, has_date_of_death",4,2871,11484
"has_country_of_citizenship, has_educated_at, has_date_of_death, has_date_of_birth",4,2870,11480
"has_place_of_birth, has_place_of_death, has_gender, has_position_held, has_educated_at, has_occupation, has_date_of_birth",7,1630,11410
"has_place_of_birth, has_place_of_death, has_gender, has_position_held, has_educated_at, has_occupation, has_date_of_death",7,1628,11396
"has_place_of_birth, has_place_of_death, has_gender, has_position_held, has_educated_at, has_date_of_death, has_date_of_birth",7,1628,11396
"has_place_of_birth, has_place_of_death, has_position_held, has_educated_at, has_occupation, has_date_of_death, has_date_of_birth",7,1628,11396
"has_place_of_death, has_gender, has_position_held, has_educated_at, has_occupation, has_date_of_death, has_date_of_birth",7,1628,11396
"has_place_of_birth, has_country_of_citizenship, has_educated_at, has_date_of_death",4,2848,11392
"has_place_of_birth, has_place_of_death, has_country_of_citizenship, has_position_held, has_educated_at, has_occupation, has_date_of_birth",7,1613,11291
"has_place_of_birth, has_place_of_death, has_gender, has_country_of_citizenship, has_position_held, has_educated_at, has_occupation",7,1613,11291
"has_place_of_birth, has_place_of_death, has_gender, has_country_of_citizenship, has_position_held, has_educated_at, has_date_of_birth",7,1613,11291
"has_place_of_death, has_gender, has_country_of_citizenship, has_position_held, has_educated_at, has_occupation, has_date_of_birth",7,1613,11291
"has_place_of_birth, has_place_of_death, has_country_of_citizenship, has_position_held, has_educated_at, has_occupation, has_date_of_death",7,1611,11277
"has_place_of_birth, has_place_of_death, has_country_of_citizenship, has_position_held, has_educated_at, has_date_of_death, has_date_of_birth",7,1611,11277
"has_place_of_death, has_gender, has_country_of_citizenship, has_position_held, has_educated_at, has_occupation, has_date_of_death",7,1611,11277
"has_place_of_death, has_gender, has_country_of_citizenship, has_position_held, has_educated_at, has_date_of_death, has_date_of_birth",7,1611,11277
"has_place_of_death, has_country_of_citizenship, has_position_held, has_educated_at, has_occupation, has_date_of_death, has_date_of_birth",7,1611,11277
"has_place_of_birth, has_place_of_death, has_gender, has_country_of_citizenship, has_position_held, has_educated_at, has_date_of_death",7,1611,11277
"has_place_of_death, has_gender, has_educated_at, has_date_of_birth",4,2802,11208
