properties,num_properties,coverage,score
"has_place_of_birth, has_place_of_death, has_country_of_citizenship, has_educated_at, has_award_received, has_date_of_birth",6,1287,7722
"has_country_of_citizenship, has_position_held, has_educated_at, has_occupation, has_award_received",5,1544,7720
"has_gender, has_country_of_citizenship, has_position_held, has_educated_at, has_award_received",5,1544,7720
"has_country_of_citizenship, has_position_held, has_educated_at, has_award_received, has_date_of_birth",5,1543,7715
"has_place_of_birth, has_gender, has_country_of_citizenship, has_field_of_work, has_occupation, has_award_received, has_date_of_birth",7,1088,7616
"has_place_of_birth, has_country_of_citizenship, has_educated_at, has_award_received, has_date_of_death",5,1517,7585
"has_place_of_birth, has_position_held, has_educated_at, has_occupation, has_award_received",5,1509,7545
"has_place_of_birth, has_gender, has_position_held, has_educated_at, has_award_received",5,1509,7545
"has_place_of_birth, has_position_held, has_educated_at, has_award_received, has_date_of_birth",5,1509,7545
"has_gender, has_position_held, has_occupation, has_date_of_death",4,1885,7540
"has_place_of_birth, has_country_of_citizenship, has_position_held, has_educated_at, has_award_received",5,1507,7535
"has_gender, has_position_held, has_date_of_death, has_date_of_birth",4,1883,7532
"has_position_held, has_occupation, has_date_of_death, has_date_of_birth",4,1883,7532
"has_gender, has_educated_at, has_occupation, has_employer, has_date_of_birth",5,1498,7490
"has_place_of_birth, has_country_of_citizenship, has_educated_at, has_field_of_work, has_occupation, has_date_of_birth",6,1239,7434
"has_place_of_birth, has_gender, has_country_of_citizenship, has_educated_at, has_field_of_work, has_date_of_birth",6,1239,7434
"has_place_of_birth, has_gender, has_country_of_citizenship, has_educated_at, has_field_of_work, has_occupation",6,1239,7434
"has_place_of_death, has_position_held, has_occupation, has_date_of_death, has_date_of_birth",5,1475,7375
"has_place_of_death, has_gender, has_position_held, has_occupation, has_date_of_birth",5,1475,7375
"has_place_of_death, has_gender, has_position_held, has_occupation, has_date_of_death",5,1475,7375
"has_place_of_death, has_gender, has_position_held, has_date_of_death, has_date_of_birth",5,1475,7375
"has_gender, has_country_of_citizenship, has_educated_at, has_occupation, has_employer",5,1472,7360
"has_gender, has_country_of_citizenship, has_educated_at, has_employer, has_date_of_birth",5,1465,7325
"has_country_of_citizenship, has_educated_at, has_occupation, has_employer, has_date_of_birth",5,1465,7325
"has_gender, has_country_of_citizenship, has_position_held, has_date_of_death",4,1822,7288
"has_country_of_citizenship, has_position_held, has_occupation, has_date_of_death",4,1822,7288
"has_country_of_citizenship, has_position_held, has_date_of_death, has_date_of_birth",4,1820,7280
"has_gender, has_spouse, has_country_of_citizenship, has_occupation, has_date_of_birth",5,1455,7275
"has_place_of_birth, has_country_of_citizenship, has_field_of_work, has_occupation, has_date_of_death",5,1453,7265
"has_place_of_birth, has_country_of_citizenship, has_field_of_work, has_date_of_death, has_date_of_birth",5,1453,7265
"has_place_of_birth, has_gender, has_country_of_citizenship, has_field_of_work, has_date_of_death",5,1453,7265
"has_gender, has_educated_at, has_field_of_work, has_occupation, has_date_of_birth",5,1445,7225
"has_place_of_birth, has_place_of_death, has_gender, has_position_held, has_date_of_birth",5,1431,7155
"has_place_of_birth, has_place_of_death, has_gender, has_position_held, has_occupation",5,1431,7155
"has_place_of_birth, has_place_of_death, has_position_held, has_occupation, has_date_of_birth",5,1431,7155
"has_place_of_birth, has_place_of_death, has_position_held, has_occupation, has_date_of_death",5,1431,7155
"has_place_of_birth, has_place_of_death, has_position_held, has_date_of_death, has_date_of_birth",5,1431,7155
"has_place_of_birth, has_place_of_death, has_gender, has_position_held, has_date_of_death",5,1431,7155
"has_place_of_birth, has_gender, has_field_of_work, has_occupation, has_award_received, has_date_of_birth",6,1186,7116
"has_place_of_death, has_gender, has_country_of_citizenship, has_position_held, has_date_of_death",5,1422,7110
"has_place_of_death, has_country_of_citizenship, has_position_held, has_date_of_death, has_date_of_birth",5,1422,7110
"has_place_of_death, has_country_of_citizenship, has_position_held, has_occupation, has_date_of_death",5,1422,7110
"has_place_of_death, has_gender, has_country_of_citizenship, has_position_held, has_occupation",5,1422,7110
"has_place_of_death, has_gender, has_country_of_citizenship, has_position_held, has_date_of_birth",5,1422,7110
"has_place_of_death, has_country_of_citizenship, has_position_held, has_occupation, has_date_of_birth",5,1422,7110
"has_place_of_birth, has_position_held, has_date_of_death, has_date_of_birth",4,1769,7076
"has_place_of_birth, has_position_held, has_occupation, has_date_of_death",4,1769,7076
"has_place_of_birth, has_gender, has_position_held, has_date_of_death",4,1769,7076
"has_place_of_birth, has_educated_at, has_occupation, has_employer, has_date_of_birth",5,1407,7035
"has_place_of_birth, has_gender, has_educated_at, has_occupation, has_employer",5,1407,7035
"has_place_of_birth, has_gender, has_educated_at, has_employer, has_date_of_birth",5,1407,7035
"has_place_of_birth, has_gender, has_spouse, has_occupation, has_date_of_birth",5,1402,7010
"has_gender, has_occupation, has_employer, has_date_of_birth",4,1750,7000
"has_gender, has_position_held, has_occupation, has_award_received, has_date_of_death, has_date_of_birth",6,1166,6996
"has_place_of_birth, has_gender, has_field_of_work, has_date_of_death",4,1742,6968
"has_place_of_birth, has_field_of_work, has_occupation, has_date_of_death",4,1742,6968
"has_place_of_birth, has_field_of_work, has_date_of_death, has_date_of_birth",4,1742,6968
"has_place_of_birth, has_place_of_death, has_country_of_citizenship, has_position_held, has_occupation",5,1385,6925
"has_place_of_birth, has_place_of_death, has_gender, has_country_of_citizenship, has_position_held",5,1385,6925
"has_place_of_birth, has_place_of_death, has_country_of_citizenship, has_position_held, has_date_of_death",5,1385,6925
"has_place_of_birth, has_place_of_death, has_country_of_citizenship, has_position_held, has_date_of_birth",5,1385,6925
"has_gender, has_country_of_citizenship, has_occupation, has_employer",4,1724,6896
"has_place_of_birth, has_gender, has_spouse, has_country_of_citizenship, has_occupation",5,1379,6895
"has_place_of_birth, has_spouse, has_country_of_citizenship, has_occupation, has_date_of_birth",5,1379,6895
"has_place_of_birth, has_gender, has_spouse, has_country_of_citizenship, has_date_of_birth",5,1379,6895
"has_place_of_birth, has_country_of_citizenship, has_educated_at, has_employer, has_date_of_birth",5,1378,6890
"has_place_of_birth, has_gender, has_country_of_citizenship, has_educated_at, has_employer",5,1378,6890
"has_place_of_birth, has_country_of_citizenship, has_educated_at, has_occupation, has_employer",5,1378,6890
"has_gender, has_country_of_citizenship, has_position_held, has_occupation, has_award_received, has_date_of_death",6,1148,6888
"has_gender, has_country_of_citizenship, has_position_held, has_award_received, has_date_of_death, has_date_of_birth",6,1148,6888
"has_country_of_citizenship, has_position_held, has_occupation, has_award_received, has_date_of_death, has_date_of_birth",6,1148,6888
"has_place_of_birth, has_country_of_citizenship, has_position_held, has_date_of_death",4,1719,6876
"has_gender, has_country_of_citizenship, has_field_of_work, has_occupation, has_award_received, has_date_of_birth",6,1142,6852
"has_country_of_citizenship, has_occupation, has_employer, has_date_of_birth",4,1709,6836
"has_gender, has_country_of_citizenship, has_employer, has_date_of_birth",4,1709,6836
"has_place_of_death, has_gender, has_country_of_citizenship, has_field_of_work, has_date_of_birth",5,1365,6825
"has_place_of_death, has_gender, has_country_of_citizenship, has_field_of_work, has_occupation",5,1365,6825
"has_place_of_death, has_country_of_citizenship, has_field_of_work, has_occupation, has_date_of_death",5,1365,6825
"has_place_of_death, has_country_of_citizenship, has_field_of_work, has_occupation, has_date_of_birth",5,1365,6825
"has_place_of_death, has_country_of_citizenship, has_field_of_work, has_date_of_death, has_date_of_birth",5,1365,6825
"has_place_of_death, has_gender, has_country_of_citizenship, has_field_of_work, has_date_of_death",5,1365,6825
"has_place_of_birth, has_gender, has_position_held, has_occupation, has_award_received, has_date_of_death",6,1124,6744
"has_place_of_birth, has_position_held, has_occupation, has_award_received, has_date_of_death, has_date_of_birth",6,1124,6744
"has_place_of_birth, has_gender, has_position_held, has_award_received, has_date_of_death, has_date_of_birth",6,1124,6744
"has_place_of_death, has_educated_at, has_occupation, has_award_received, has_date_of_death",5,1340,6700
"has_place_of_death, has_gender, has_educated_at, has_occupation, has_award_received",5,1340,6700
"has_place_of_death, has_gender, has_educated_at, has_award_received, has_date_of_birth",5,1340,6700
"has_place_of_death, has_gender, has_educated_at, has_award_received, has_date_of_death",5,1340,6700
"has_place_of_death, has_educated_at, has_award_received, has_date_of_death, has_date_of_birth",5,1340,6700
"has_place_of_death, has_educated_at, has_occupation, has_award_received, has_date_of_birth",5,1340,6700
"has_place_of_birth, has_gender, has_educated_at, has_field_of_work, has_occupation",5,1339,6695
"has_place_of_birth, has_gender, has_educated_at, has_field_of_work, has_date_of_birth",5,1339,6695
"has_place_of_birth, has_educated_at, has_field_of_work, has_occupation, has_date_of_birth",5,1339,6695
"has_place_of_birth, has_country_of_citizenship, has_position_held, has_award_received, has_date_of_death, has_date_of_birth",6,1109,6654
"has_place_of_birth, has_country_of_citizenship, has_position_held, has_occupation, has_award_received, has_date_of_death",6,1109,6654
"has_place_of_birth, has_gender, has_country_of_citizenship, has_position_held, has_award_received, has_date_of_death",6,1109,6654
"has_gender, has_country_of_citizenship, has_educated_at, has_field_of_work, has_occupation",5,1322,6610
"has_gender, has_country_of_citizenship, has_educated_at, has_field_of_work, has_date_of_birth",5,1318,6590
"has_country_of_citizenship, has_educated_at, has_field_of_work, has_occupation, has_date_of_birth",5,1318,6590
"has_place_of_birth, has_place_of_death, has_country_of_citizenship, has_field_of_work, has_date_of_death",5,1316,6580
"has_place_of_birth, has_place_of_death, has_country_of_citizenship, has_field_of_work, has_occupation",5,1316,6580
"has_place_of_birth, has_place_of_death, has_country_of_citizenship, has_field_of_work, has_date_of_birth",5,1316,6580
"has_place_of_birth, has_place_of_death, has_gender, has_country_of_citizenship, has_field_of_work",5,1316,6580
"has_place_of_death, has_country_of_citizenship, has_educated_at, has_occupation, has_award_received",5,1314,6570
"has_place_of_death, has_gender, has_country_of_citizenship, has_educated_at, has_award_received",5,1314,6570
"has_place_of_death, has_country_of_citizenship, has_educated_at, has_award_received, has_date_of_birth",5,1314,6570
"has_place_of_death, has_country_of_citizenship, has_educated_at, has_award_received, has_date_of_death",5,1314,6570
"has_place_of_birth, has_place_of_death, has_educated_at, has_award_received, has_date_of_birth",5,1313,6565
"has_place_of_birth, has_place_of_death, has_educated_at, has_award_received, has_date_of_death",5,1313,6565
"has_place_of_birth, has_place_of_death, has_educated_at, has_occupation, has_award_received",5,1313,6565
"has_place_of_birth, has_place_of_death, has_gender, has_educated_at, has_award_received",5,1313,6565
"has_place_of_death, has_gender, has_field_of_work, has_occupation",4,1635,6540
"has_place_of_death, has_gender, has_field_of_work, has_date_of_birth",4,1635,6540
"has_place_of_death, has_field_of_work, has_occupation, has_date_of_birth",4,1635,6540
"has_place_of_death, has_field_of_work, has_date_of_death, has_date_of_birth",4,1634,6536
"has_place_of_death, has_gender, has_field_of_work, has_date_of_death",4,1634,6536
"has_place_of_death, has_field_of_work, has_occupation, has_date_of_death",4,1634,6536
"has_place_of_birth, has_gender, has_country_of_citizenship, has_field_of_work, has_occupation, has_award_received",6,1088,6528
"has_place_of_birth, has_gender, has_country_of_citizenship, has_field_of_work, has_award_received, has_date_of_birth",6,1088,6528
"has_place_of_birth, has_country_of_citizenship, has_field_of_work, has_occupation, has_award_received, has_date_of_birth",6,1088,6528
"has_place_of_birth, has_gender, has_occupation, has_employer",4,1620,6480
"has_place_of_birth, has_gender, has_employer, has_date_of_birth",4,1617,6468
"has_place_of_birth, has_occupation, has_employer, has_date_of_birth",4,1617,6468
"has_place_of_birth, has_place_of_death, has_country_of_citizenship, has_educated_at, has_award_received",5,1287,6435
"has_educated_at, has_award_received, has_date_of_death, has_date_of_birth",4,1597,6388
"has_educated_at, has_occupation, has_award_received, has_date_of_death",4,1597,6388
"has_gender, has_educated_at, has_award_received, has_date_of_death",4,1597,6388
"has_place_of_birth, has_gender, has_country_of_citizenship, has_employer",4,1583,6332
"has_place_of_birth, has_country_of_citizenship, has_occupation, has_employer",4,1583,6332
"has_place_of_birth, has_country_of_citizenship, has_employer, has_date_of_birth",4,1581,6324
"has_gender, has_country_of_citizenship, has_field_of_work, has_date_of_death",4,1578,6312
"has_country_of_citizenship, has_field_of_work, has_occupation, has_date_of_death",4,1578,6312
"has_country_of_citizenship, has_field_of_work, has_date_of_death, has_date_of_birth",4,1577,6308
"has_gender, has_field_of_work, has_occupation, has_award_received, has_date_of_birth",5,1261,6305
"has_country_of_citizenship, has_educated_at, has_award_received, has_date_of_death",4,1566,6264
"has_place_of_birth, has_country_of_citizenship, has_educated_at, has_field_of_work, has_date_of_birth",5,1239,6195
"has_place_of_birth, has_country_of_citizenship, has_educated_at, has_field_of_work, has_occupation",5,1239,6195
"has_place_of_birth, has_gender, has_country_of_citizenship, has_educated_at, has_field_of_work",5,1239,6195
"has_place_of_birth, has_place_of_death, has_field_of_work, has_occupation",4,1548,6192
"has_place_of_birth, has_place_of_death, has_field_of_work, has_date_of_birth",4,1548,6192
"has_place_of_birth, has_place_of_death, has_gender, has_field_of_work",4,1548,6192
"has_place_of_birth, has_place_of_death, has_field_of_work, has_date_of_death",4,1547,6188
"has_place_of_birth, has_educated_at, has_award_received, has_date_of_death",4,1546,6184
"has_gender, has_position_held, has_educated_at, has_award_received",4,1546,6184
"has_position_held, has_educated_at, has_occupation, has_award_received",4,1546,6184
"has_position_held, has_educated_at, has_award_received, has_date_of_birth",4,1545,6180
"has_country_of_citizenship, has_position_held, has_educated_at, has_award_received",4,1544,6176
"has_gender, has_position_held, has_educated_at, has_occupation, has_date_of_death, has_date_of_birth",6,1021,6126
"has_place_of_birth, has_position_held, has_educated_at, has_award_received",4,1509,6036
"has_gender, has_educated_at, has_occupation, has_employer",4,1507,6028
"has_educated_at, has_occupation, has_employer, has_date_of_birth",4,1498,5992
"has_gender, has_educated_at, has_employer, has_date_of_birth",4,1498,5992
"has_gender, has_spouse, has_occupation, has_date_of_birth",4,1487,5948
"has_place_of_birth, has_field_of_work, has_occupation, has_award_received, has_date_of_birth",5,1186,5930
"has_place_of_birth, has_gender, has_field_of_work, has_occupation, has_award_received",5,1186,5930
"has_place_of_birth, has_gender, has_field_of_work, has_award_received, has_date_of_birth",5,1186,5930
"has_place_of_death, has_position_held, has_date_of_death, has_date_of_birth",4,1475,5900
"has_place_of_death, has_position_held, has_occupation, has_date_of_birth",4,1475,5900
"has_place_of_death, has_gender, has_position_held, has_date_of_death",4,1475,5900
"has_place_of_death, has_position_held, has_occupation, has_date_of_death",4,1475,5900
"has_place_of_death, has_gender, has_position_held, has_occupation",4,1475,5900
"has_place_of_death, has_gender, has_position_held, has_date_of_birth",4,1475,5900
"has_gender, has_country_of_citizenship, has_educated_at, has_employer",4,1472,5888
"has_country_of_citizenship, has_educated_at, has_occupation, has_employer",4,1472,5888
"has_country_of_citizenship, has_educated_at, has_employer, has_date_of_birth",4,1465,5860
"has_gender, has_spouse, has_country_of_citizenship, has_occupation",4,1463,5852
"has_position_held, has_occupation, has_award_received, has_date_of_death, has_date_of_birth",5,1166,5830
"has_gender, has_position_held, has_award_received, has_date_of_death, has_date_of_birth",5,1166,5830
"has_gender, has_position_held, has_occupation, has_award_received, has_date_of_death",5,1166,5830
"has_spouse, has_country_of_citizenship, has_occupation, has_date_of_birth",4,1455,5820
"has_gender, has_spouse, has_country_of_citizenship, has_date_of_birth",4,1455,5820
"has_place_of_birth, has_country_of_citizenship, has_field_of_work, has_date_of_death",4,1453,5812
"has_gender, has_educated_at, has_field_of_work, has_occupation",4,1450,5800
"has_gender, has_educated_at, has_field_of_work, has_date_of_birth",4,1445,5780
"has_educated_at, has_field_of_work, has_occupation, has_date_of_birth",4,1445,5780
"has_gender, has_country_of_citizenship, has_position_held, has_award_received, has_date_of_death",5,1148,5740
"has_country_of_citizenship, has_position_held, has_occupation, has_award_received, has_date_of_death",5,1148,5740
"has_country_of_citizenship, has_position_held, has_award_received, has_date_of_death, has_date_of_birth",5,1148,5740
"has_place_of_birth, has_place_of_death, has_gender, has_position_held",4,1431,5724
"has_place_of_birth, has_place_of_death, has_position_held, has_occupation",4,1431,5724
"has_place_of_birth, has_place_of_death, has_position_held, has_date_of_birth",4,1431,5724
"has_place_of_birth, has_place_of_death, has_position_held, has_date_of_death",4,1431,5724
"has_gender, has_country_of_citizenship, has_field_of_work, has_occupation, has_award_received",5,1142,5710
"has_country_of_citizenship, has_field_of_work, has_occupation, has_award_received, has_date_of_birth",5,1142,5710
"has_gender, has_country_of_citizenship, has_field_of_work, has_award_received, has_date_of_birth",5,1142,5710
"has_place_of_death, has_country_of_citizenship, has_position_held, has_date_of_death",4,1422,5688
"has_place_of_death, has_gender, has_country_of_citizenship, has_position_held",4,1422,5688
"has_place_of_death, has_country_of_citizenship, has_position_held, has_occupation",4,1422,5688
"has_place_of_death, has_country_of_citizenship, has_position_held, has_date_of_birth",4,1422,5688
"has_place_of_birth, has_educated_at, has_employer, has_date_of_birth",4,1407,5628
"has_place_of_birth, has_gender, has_educated_at, has_employer",4,1407,5628
"has_place_of_birth, has_educated_at, has_occupation, has_employer",4,1407,5628
"has_place_of_birth, has_position_held, has_occupation, has_award_received, has_date_of_death",5,1124,5620
"has_place_of_birth, has_position_held, has_award_received, has_date_of_death, has_date_of_birth",5,1124,5620
"has_place_of_birth, has_gender, has_position_held, has_award_received, has_date_of_death",5,1124,5620
"has_place_of_birth, has_gender, has_spouse, has_date_of_birth",4,1402,5608
"has_place_of_birth, has_spouse, has_occupation, has_date_of_birth",4,1402,5608
"has_place_of_birth, has_gender, has_spouse, has_occupation",4,1402,5608
"has_place_of_birth, has_country_of_citizenship, has_position_held, has_award_received, has_date_of_death",5,1109,5545
"has_place_of_birth, has_place_of_death, has_country_of_citizenship, has_position_held",4,1385,5540
"has_place_of_birth, has_gender, has_spouse, has_country_of_citizenship",4,1379,5516
"has_place_of_birth, has_spouse, has_country_of_citizenship, has_date_of_birth",4,1379,5516
"has_place_of_birth, has_spouse, has_country_of_citizenship, has_occupation",4,1379,5516
"has_place_of_birth, has_country_of_citizenship, has_educated_at, has_employer",4,1378,5512
"has_place_of_death, has_country_of_citizenship, has_field_of_work, has_date_of_birth",4,1365,5460
"has_place_of_death, has_country_of_citizenship, has_field_of_work, has_occupation",4,1365,5460
"has_place_of_death, has_country_of_citizenship, has_field_of_work, has_date_of_death",4,1365,5460
"has_place_of_death, has_gender, has_country_of_citizenship, has_field_of_work",4,1365,5460
"has_place_of_birth, has_gender, has_country_of_citizenship, has_field_of_work, has_award_received",5,1088,5440
"has_place_of_birth, has_country_of_citizenship, has_field_of_work, has_occupation, has_award_received",5,1088,5440
"has_place_of_birth, has_country_of_citizenship, has_field_of_work, has_award_received, has_date_of_birth",5,1088,5440
"has_place_of_death, has_educated_at, has_occupation, has_award_received",4,1340,5360
"has_place_of_death, has_educated_at, has_award_received, has_date_of_birth",4,1340,5360
"has_place_of_death, has_educated_at, has_award_received, has_date_of_death",4,1340,5360
"has_place_of_death, has_gender, has_educated_at, has_award_received",4,1340,5360
"has_place_of_birth, has_gender, has_educated_at, has_field_of_work",4,1339,5356
"has_place_of_birth, has_educated_at, has_field_of_work, has_occupation",4,1339,5356
"has_place_of_birth, has_educated_at, has_field_of_work, has_date_of_birth",4,1339,5356
"has_country_of_citizenship, has_educated_at, has_field_of_work, has_occupation",4,1322,5288
"has_gender, has_country_of_citizenship, has_educated_at, has_field_of_work",4,1322,5288
"has_country_of_citizenship, has_educated_at, has_field_of_work, has_date_of_birth",4,1318,5272
"has_place_of_birth, has_place_of_death, has_country_of_citizenship, has_field_of_work",4,1316,5264
"has_place_of_death, has_country_of_citizenship, has_educated_at, has_award_received",4,1314,5256
"has_place_of_birth, has_place_of_death, has_educated_at, has_award_received",4,1313,5252
"has_gender, has_position_held, has_educated_at, has_occupation, has_date_of_death",5,1022,5110
"has_position_held, has_educated_at, has_occupation, has_date_of_death, has_date_of_birth",5,1021,5105
"has_gender, has_position_held, has_educated_at, has_date_of_death, has_date_of_birth",5,1021,5105
"has_gender, has_occupation, has_employer, has_award_received, has_date_of_birth",5,1010,5050
"has_gender, has_field_of_work, has_award_received, has_date_of_birth",4,1261,5044
"has_field_of_work, has_occupation, has_award_received, has_date_of_birth",4,1261,5044
"has_gender, has_field_of_work, has_occupation, has_award_received",4,1261,5044
"has_place_of_birth, has_country_of_citizenship, has_educated_at, has_field_of_work",4,1239,4956
"has_place_of_birth, has_field_of_work, has_occupation, has_award_received",4,1186,4744
"has_place_of_birth, has_gender, has_field_of_work, has_award_received",4,1186,4744
"has_place_of_birth, has_field_of_work, has_award_received, has_date_of_birth",4,1186,4744
"has_position_held, has_occupation, has_award_received, has_date_of_death",4,1166,4664
"has_gender, has_position_held, has_award_received, has_date_of_death",4,1166,4664
"has_position_held, has_award_received, has_date_of_death, has_date_of_birth",4,1166,4664
"has_country_of_citizenship, has_position_held, has_award_received, has_date_of_death",4,1148,4592
"has_country_of_citizenship, has_field_of_work, has_occupation, has_award_received",4,1142,4568
"has_country_of_citizenship, has_field_of_work, has_award_received, has_date_of_birth",4,1142,4568
"has_gender, has_country_of_citizenship, has_field_of_work, has_award_received",4,1142,4568
"has_place_of_birth, has_position_held, has_award_received, has_date_of_death",4,1124,4496
"has_place_of_birth, has_country_of_citizenship, has_field_of_work, has_award_received",4,1088,4352
"has_gender, has_position_held, has_educated_at, has_date_of_death",4,1022,4088
"has_position_held, has_educated_at, has_occupation, has_date_of_death",4,1022,4088
"has_position_held, has_educated_at, has_date_of_death, has_date_of_birth",4,1021,4084
"has_occupation, has_employer, has_award_received, has_date_of_birth",4,1010,4040
"has_gender, has_occupation, has_employer, has_award_received",4,1010,4040
"has_gender, has_employer, has_award_received, has_date_of_birth",4,1010,4040
