properties,num_properties,coverage,score
"has_place_of_birth, has_gender, has_country_of_citizenship, has_educated_at, has_employer, has_award_received, has_date_of_death, has_date_of_birth",8,1066,8528
"has_gender, has_country_of_citizenship, has_employer, has_award_received",4,2132,8528
"has_place_of_death, has_gender, has_country_of_citizenship, has_field_of_work, has_occupation, has_award_received, has_date_of_death, has_date_of_birth",8,1066,8528
"has_country_of_citizenship, has_occupation, has_employer, has_award_received",4,2132,8528
"has_place_of_birth, has_country_of_citizenship, has_educated_at, has_occupation, has_employer, has_award_received, has_date_of_death, has_date_of_birth",8,1066,8528
"has_country_of_citizenship, has_employer, has_award_received, has_date_of_birth",4,2131,8524
"has_place_of_birth, has_gender, has_spouse, has_occupation",4,2129,8516
"has_place_of_birth, has_spouse, has_occupation, has_date_of_birth",4,2129,8516
"has_place_of_birth, has_gender, has_spouse, has_date_of_birth",4,2129,8516
"has_place_of_birth, has_place_of_death, has_gender, has_country_of_citizenship, has_employer, has_award_received, has_date_of_birth",7,1213,8491
"has_place_of_birth, has_place_of_death, has_gender, has_country_of_citizenship, has_occupation, has_employer, has_award_received",7,1213,8491
"has_place_of_birth, has_place_of_death, has_gender, has_country_of_citizenship, has_employer, has_award_received, has_date_of_death",7,1213,8491
"has_place_of_birth, has_place_of_death, has_country_of_citizenship, has_occupation, has_employer, has_award_received, has_date_of_death",7,1213,8491
"has_place_of_birth, has_place_of_death, has_country_of_citizenship, has_employer, has_award_received, has_date_of_death, has_date_of_birth",7,1213,8491
"has_place_of_birth, has_place_of_death, has_country_of_citizenship, has_occupation, has_employer, has_award_received, has_date_of_birth",7,1213,8491
"has_place_of_birth, has_place_of_death, has_gender, has_country_of_citizenship, has_child, has_occupation, has_date_of_death, has_date_of_birth",8,1055,8440
"has_country_of_citizenship, has_educated_at, has_field_of_work, has_occupation, has_award_received, has_date_of_birth",6,1403,8418
"has_gender, has_country_of_citizenship, has_educated_at, has_field_of_work, has_occupation, has_award_received",6,1403,8418
"has_gender, has_country_of_citizenship, has_educated_at, has_field_of_work, has_award_received, has_date_of_birth",6,1403,8418
"has_place_of_birth, has_gender, has_educated_at, has_native_language, has_award_received, has_date_of_birth",6,1403,8418
"has_place_of_birth, has_gender, has_educated_at, has_native_language, has_occupation, has_award_received",6,1403,8418
"has_place_of_birth, has_educated_at, has_native_language, has_occupation, has_award_received, has_date_of_birth",6,1403,8418
"has_place_of_birth, has_place_of_death, has_gender, has_educated_at, has_native_language, has_occupation, has_date_of_death, has_date_of_birth",8,1052,8416
"has_country_of_citizenship, has_occupation, has_employer, has_date_of_death",4,2099,8396
"has_gender, has_country_of_citizenship, has_employer, has_date_of_death",4,2099,8396
"has_country_of_citizenship, has_employer, has_date_of_death, has_date_of_birth",4,2097,8388
"has_place_of_birth, has_place_of_death, has_country_of_citizenship, has_field_of_work, has_occupation, has_award_received, has_date_of_death, has_date_of_birth",8,1048,8384
"has_place_of_birth, has_gender, has_spouse, has_country_of_citizenship",4,2096,8384
"has_place_of_birth, has_spouse, has_country_of_citizenship, has_occupation",4,2096,8384
"has_place_of_birth, has_spouse, has_country_of_citizenship, has_date_of_birth",4,2096,8384
"has_place_of_birth, has_place_of_death, has_gender, has_country_of_citizenship, has_field_of_work, has_award_received, has_date_of_death, has_date_of_birth",8,1048,8384
"has_place_of_birth, has_place_of_death, has_gender, has_country_of_citizenship, has_field_of_work, has_occupation, has_award_received, has_date_of_death",8,1048,8384
"has_place_of_birth, has_place_of_death, has_gender, has_country_of_citizenship, has_field_of_work, has_occupation, has_award_received, has_date_of_birth",8,1048,8384
"has_place_of_birth, has_educated_at, has_field_of_work, has_occupation, has_date_of_death",5,1676,8380
"has_place_of_birth, has_gender, has_educated_at, has_field_of_work, has_date_of_death",5,1676,8380
"has_place_of_birth, has_educated_at, has_field_of_work, has_date_of_death, has_date_of_birth",5,1676,8380
"has_place_of_birth, has_gender, has_employer, has_award_received",4,2089,8356
"has_place_of_birth, has_occupation, has_employer, has_award_received",4,2089,8356
"has_place_of_birth, has_employer, has_award_received, has_date_of_birth",4,2088,8352
"has_place_of_death, has_gender, has_position_held, has_occupation, has_award_received",5,1668,8340
"has_place_of_death, has_position_held, has_occupation, has_award_received, has_date_of_birth",5,1668,8340
"has_place_of_death, has_gender, has_position_held, has_award_received, has_date_of_birth",5,1668,8340
"has_place_of_death, has_gender, has_position_held, has_award_received, has_date_of_death",5,1667,8335
"has_place_of_death, has_position_held, has_occupation, has_award_received, has_date_of_death",5,1667,8335
"has_place_of_death, has_position_held, has_award_received, has_date_of_death, has_date_of_birth",5,1667,8335
"has_place_of_birth, has_country_of_citizenship, has_educated_at, has_employer, has_date_of_death",5,1665,8325
"has_place_of_birth, has_gender, has_field_of_work, has_occupation, has_award_received, has_date_of_death, has_date_of_birth",7,1188,8316
"has_place_of_death, has_position_held, has_educated_at, has_occupation, has_date_of_birth",5,1662,8310
"has_place_of_death, has_gender, has_position_held, has_educated_at, has_date_of_birth",5,1662,8310
"has_place_of_death, has_gender, has_position_held, has_educated_at, has_occupation",5,1662,8310
"has_place_of_death, has_gender, has_position_held, has_educated_at, has_date_of_death",5,1661,8305
"has_place_of_death, has_position_held, has_educated_at, has_occupation, has_date_of_death",5,1661,8305
"has_place_of_death, has_position_held, has_educated_at, has_date_of_death, has_date_of_birth",5,1661,8305
"has_place_of_birth, has_place_of_death, has_native_language, has_occupation, has_date_of_death",5,1659,8295
"has_place_of_birth, has_place_of_death, has_gender, has_native_language, has_occupation",5,1659,8295
"has_place_of_birth, has_place_of_death, has_gender, has_native_language, has_date_of_death",5,1659,8295
"has_place_of_birth, has_place_of_death, has_gender, has_native_language, has_date_of_birth",5,1657,8285
"has_place_of_birth, has_place_of_death, has_native_language, has_occupation, has_date_of_birth",5,1657,8285
"has_place_of_birth, has_place_of_death, has_native_language, has_date_of_death, has_date_of_birth",5,1657,8285
"has_gender, has_country_of_citizenship, has_educated_at, has_native_language, has_occupation, has_award_received",6,1380,8280
"has_gender, has_country_of_citizenship, has_educated_at, has_native_language, has_award_received, has_date_of_birth",6,1379,8274
"has_country_of_citizenship, has_educated_at, has_native_language, has_occupation, has_award_received, has_date_of_birth",6,1379,8274
"has_place_of_birth, has_country_of_citizenship, has_educated_at, has_field_of_work, has_occupation, has_award_received",6,1378,8268
"has_place_of_birth, has_country_of_citizenship, has_educated_at, has_field_of_work, has_award_received, has_date_of_birth",6,1378,8268
"has_place_of_birth, has_gender, has_country_of_citizenship, has_educated_at, has_field_of_work, has_award_received",6,1378,8268
"has_place_of_birth, has_employer, has_date_of_death, has_date_of_birth",4,2064,8256
"has_place_of_birth, has_occupation, has_employer, has_date_of_death",4,2064,8256
"has_place_of_death, has_gender, has_educated_at, has_occupation, has_employer, has_award_received, has_date_of_death, has_date_of_birth",8,1032,8256
"has_place_of_birth, has_gender, has_employer, has_date_of_death",4,2064,8256
"has_place_of_birth, has_country_of_citizenship, has_employer, has_award_received",4,2063,8252
"has_place_of_birth, has_place_of_death, has_position_held, has_award_received, has_date_of_birth",5,1650,8250
"has_place_of_birth, has_place_of_death, has_position_held, has_occupation, has_award_received",5,1650,8250
"has_place_of_birth, has_place_of_death, has_gender, has_position_held, has_award_received",5,1650,8250
"has_place_of_birth, has_place_of_death, has_position_held, has_award_received, has_date_of_death",5,1649,8245
"has_place_of_birth, has_gender, has_position_held, has_occupation, has_date_of_birth, has_academic_degree",6,1374,8244
"has_place_of_death, has_gender, has_country_of_citizenship, has_educated_at, has_native_language, has_occupation, has_date_of_death, has_date_of_birth",8,1028,8224
"has_place_of_death, has_gender, has_country_of_citizenship, has_position_held, has_award_received",5,1644,8220
"has_place_of_death, has_country_of_citizenship, has_position_held, has_occupation, has_award_received",5,1644,8220
"has_place_of_death, has_country_of_citizenship, has_position_held, has_award_received, has_date_of_birth",5,1644,8220
"has_place_of_birth, has_gender, has_position_held, has_educated_at, has_occupation, has_award_received, has_date_of_birth, has_academic_degree",8,1027,8216
"has_place_of_death, has_country_of_citizenship, has_position_held, has_award_received, has_date_of_death",5,1643,8215
"has_gender, has_occupation, has_employer, has_award_received, has_date_of_death, has_date_of_birth",6,1366,8196
"has_gender, has_position_held, has_educated_at, has_award_received, has_date_of_death, has_date_of_birth",6,1366,8196
"has_position_held, has_educated_at, has_occupation, has_award_received, has_date_of_death, has_date_of_birth",6,1366,8196
"has_gender, has_position_held, has_educated_at, has_occupation, has_award_received, has_date_of_death",6,1366,8196
"has_gender, has_country_of_citizenship, has_position_held, has_occupation, has_date_of_birth, has_academic_degree",6,1364,8184
"has_place_of_birth, has_gender, has_country_of_citizenship, has_educated_at, has_native_language, has_award_received",6,1364,8184
"has_place_of_birth, has_country_of_citizenship, has_educated_at, has_native_language, has_award_received, has_date_of_birth",6,1364,8184
"has_place_of_birth, has_country_of_citizenship, has_educated_at, has_native_language, has_occupation, has_award_received",6,1364,8184
"has_place_of_birth, has_place_of_death, has_position_held, has_educated_at, has_date_of_birth",5,1634,8170
"has_place_of_birth, has_place_of_death, has_position_held, has_educated_at, has_occupation",5,1634,8170
"has_place_of_birth, has_place_of_death, has_gender, has_position_held, has_educated_at",5,1634,8170
"has_place_of_birth, has_place_of_death, has_position_held, has_educated_at, has_date_of_death",5,1633,8165
"has_gender, has_occupation, has_award_received, has_date_of_birth, has_academic_degree",5,1632,8160
"has_gender, has_spouse, has_country_of_citizenship, has_occupation, has_date_of_death, has_date_of_birth",6,1358,8148
"has_place_of_birth, has_gender, has_country_of_citizenship, has_educated_at, has_field_of_work, has_occupation, has_employer, has_date_of_birth",8,1018,8144
"has_place_of_birth, has_place_of_death, has_gender, has_country_of_citizenship, has_educated_at, has_native_language, has_occupation, has_date_of_death",8,1017,8136
"has_place_of_birth, has_place_of_death, has_country_of_citizenship, has_educated_at, has_native_language, has_occupation, has_date_of_death, has_date_of_birth",8,1017,8136
"has_place_of_birth, has_place_of_death, has_gender, has_country_of_citizenship, has_educated_at, has_native_language, has_occupation, has_date_of_birth",8,1017,8136
"has_place_of_birth, has_place_of_death, has_gender, has_country_of_citizenship, has_educated_at, has_native_language, has_date_of_death, has_date_of_birth",8,1017,8136
"has_gender, has_country_of_citizenship, has_position_held, has_educated_at, has_occupation, has_award_received, has_date_of_birth, has_academic_degree",8,1017,8136
"has_place_of_birth, has_place_of_death, has_country_of_citizenship, has_position_held, has_award_received",5,1627,8135
"has_place_of_death, has_country_of_citizenship, has_native_language, has_occupation, has_date_of_death",5,1626,8130
"has_place_of_death, has_gender, has_country_of_citizenship, has_native_language, has_occupation",5,1626,8130
"has_place_of_death, has_gender, has_country_of_citizenship, has_native_language, has_date_of_death",5,1626,8130
"has_place_of_death, has_country_of_citizenship, has_native_language, has_date_of_death, has_date_of_birth",5,1623,8115
"has_place_of_death, has_gender, has_country_of_citizenship, has_native_language, has_date_of_birth",5,1623,8115
"has_place_of_death, has_country_of_citizenship, has_native_language, has_occupation, has_date_of_birth",5,1623,8115
"has_place_of_death, has_country_of_citizenship, has_educated_at, has_occupation, has_employer, has_award_received, has_date_of_death, has_date_of_birth",8,1014,8112
"has_place_of_birth, has_country_of_citizenship, has_position_held, has_occupation, has_date_of_birth, has_academic_degree",6,1352,8112
"has_place_of_death, has_gender, has_country_of_citizenship, has_educated_at, has_employer, has_award_received, has_date_of_death, has_date_of_birth",8,1014,8112
"has_place_of_death, has_gender, has_country_of_citizenship, has_educated_at, has_occupation, has_employer, has_award_received, has_date_of_birth",8,1014,8112
"has_place_of_death, has_gender, has_country_of_citizenship, has_educated_at, has_occupation, has_employer, has_award_received, has_date_of_death",8,1014,8112
"has_place_of_birth, has_gender, has_country_of_citizenship, has_position_held, has_occupation, has_academic_degree",6,1352,8112
"has_place_of_birth, has_gender, has_country_of_citizenship, has_position_held, has_date_of_birth, has_academic_degree",6,1352,8112
"has_place_of_death, has_country_of_citizenship, has_position_held, has_educated_at, has_date_of_birth",5,1621,8105
"has_place_of_death, has_country_of_citizenship, has_position_held, has_educated_at, has_occupation",5,1621,8105
"has_place_of_death, has_gender, has_country_of_citizenship, has_position_held, has_educated_at",5,1621,8105
"has_place_of_birth, has_country_of_citizenship, has_position_held, has_educated_at, has_occupation, has_award_received, has_date_of_birth, has_academic_degree",8,1013,8104
"has_place_of_birth, has_gender, has_country_of_citizenship, has_position_held, has_educated_at, has_occupation, has_award_received, has_academic_degree",8,1013,8104
"has_place_of_birth, has_place_of_death, has_gender, has_educated_at, has_occupation, has_employer, has_award_received, has_date_of_birth",8,1013,8104
"has_place_of_birth, has_place_of_death, has_gender, has_educated_at, has_occupation, has_employer, has_award_received, has_date_of_death",8,1013,8104
"has_place_of_birth, has_place_of_death, has_gender, has_educated_at, has_employer, has_award_received, has_date_of_death, has_date_of_birth",8,1013,8104
"has_place_of_birth, has_place_of_death, has_educated_at, has_occupation, has_employer, has_award_received, has_date_of_death, has_date_of_birth",8,1013,8104
"has_place_of_birth, has_gender, has_country_of_citizenship, has_educated_at, has_occupation, has_employer, has_date_of_birth, has_academic_degree",8,1013,8104
"has_place_of_birth, has_gender, has_country_of_citizenship, has_position_held, has_educated_at, has_award_received, has_date_of_birth, has_academic_degree",8,1013,8104
"has_place_of_death, has_country_of_citizenship, has_position_held, has_educated_at, has_date_of_death",5,1620,8100
"has_gender, has_country_of_citizenship, has_educated_at, has_native_language, has_occupation, has_date_of_death, has_date_of_birth",7,1157,8099
"has_place_of_death, has_educated_at, has_occupation, has_employer, has_date_of_death",5,1618,8090
"has_place_of_death, has_gender, has_educated_at, has_occupation, has_employer",5,1618,8090
"has_place_of_death, has_educated_at, has_occupation, has_employer, has_date_of_birth",5,1618,8090
"has_place_of_death, has_gender, has_educated_at, has_employer, has_date_of_death",5,1618,8090
"has_place_of_death, has_gender, has_educated_at, has_employer, has_date_of_birth",5,1618,8090
"has_place_of_death, has_educated_at, has_employer, has_date_of_death, has_date_of_birth",5,1618,8090
"has_place_of_birth, has_gender, has_educated_at, has_native_language, has_occupation, has_date_of_death, has_date_of_birth",7,1154,8078
"has_gender, has_country_of_citizenship, has_position_held, has_educated_at, has_award_received, has_date_of_death",6,1345,8070
"has_country_of_citizenship, has_position_held, has_educated_at, has_award_received, has_date_of_death, has_date_of_birth",6,1345,8070
"has_country_of_citizenship, has_position_held, has_educated_at, has_occupation, has_award_received, has_date_of_death",6,1345,8070
"has_place_of_birth, has_gender, has_position_held, has_educated_at, has_award_received, has_date_of_death",6,1343,8058
"has_place_of_birth, has_position_held, has_educated_at, has_award_received, has_date_of_death, has_date_of_birth",6,1343,8058
"has_place_of_birth, has_position_held, has_educated_at, has_occupation, has_award_received, has_date_of_death",6,1343,8058
"has_place_of_birth, has_gender, has_spouse, has_country_of_citizenship, has_educated_at, has_occupation, has_award_received, has_date_of_birth",8,1007,8056
"has_gender, has_country_of_citizenship, has_field_of_work, has_occupation, has_award_received, has_date_of_death, has_date_of_birth",7,1150,8050
"has_gender, has_country_of_citizenship, has_employer, has_award_received, has_date_of_death, has_date_of_birth",6,1341,8046
"has_country_of_citizenship, has_occupation, has_employer, has_award_received, has_date_of_death, has_date_of_birth",6,1341,8046
"has_gender, has_country_of_citizenship, has_occupation, has_employer, has_award_received, has_date_of_death",6,1341,8046
"has_place_of_birth, has_occupation, has_award_received, has_date_of_birth, has_academic_degree",5,1609,8045
"has_gender, has_father, has_country_of_citizenship, has_occupation, has_date_of_birth",5,1609,8045
"has_place_of_birth, has_gender, has_occupation, has_award_received, has_academic_degree",5,1609,8045
"has_place_of_birth, has_gender, has_award_received, has_date_of_birth, has_academic_degree",5,1609,8045
"has_place_of_birth, has_country_of_citizenship, has_employer, has_date_of_death",4,2009,8036
"has_gender, has_country_of_citizenship, has_educated_at, has_field_of_work, has_date_of_death",5,1602,8010
"has_country_of_citizenship, has_educated_at, has_field_of_work, has_occupation, has_date_of_death",5,1602,8010
"has_country_of_citizenship, has_educated_at, has_field_of_work, has_date_of_death, has_date_of_birth",5,1600,8000
"has_place_of_birth, has_place_of_death, has_country_of_citizenship, has_position_held, has_educated_at",5,1598,7990
"has_place_of_birth, has_gender, has_country_of_citizenship, has_field_of_work, has_occupation, has_employer, has_date_of_birth",7,1141,7987
"has_gender, has_country_of_citizenship, has_award_received, has_date_of_birth, has_academic_degree",5,1593,7965
"has_country_of_citizenship, has_occupation, has_award_received, has_date_of_birth, has_academic_degree",5,1593,7965
"has_gender, has_country_of_citizenship, has_occupation, has_award_received, has_academic_degree",5,1593,7965
"has_place_of_birth, has_country_of_citizenship, has_position_held, has_educated_at, has_award_received, has_date_of_death",6,1324,7944
"has_place_of_death, has_gender, has_spouse, has_occupation, has_date_of_death, has_date_of_birth",6,1321,7926
"has_place_of_birth, has_place_of_death, has_educated_at, has_occupation, has_employer",5,1585,7925
"has_place_of_birth, has_place_of_death, has_educated_at, has_employer, has_date_of_birth",5,1585,7925
"has_place_of_birth, has_place_of_death, has_educated_at, has_employer, has_date_of_death",5,1585,7925
"has_place_of_birth, has_place_of_death, has_gender, has_educated_at, has_employer",5,1585,7925
"has_gender, has_native_language, has_occupation, has_date_of_death",4,1979,7916
"has_place_of_birth, has_gender, has_employer, has_award_received, has_date_of_death, has_date_of_birth",6,1319,7914
"has_place_of_birth, has_gender, has_occupation, has_employer, has_award_received, has_date_of_death",6,1319,7914
"has_place_of_birth, has_occupation, has_employer, has_award_received, has_date_of_death, has_date_of_birth",6,1319,7914
"has_gender, has_spouse, has_educated_at, has_occupation, has_date_of_birth",5,1582,7910
"has_place_of_death, has_gender, has_field_of_work, has_occupation, has_award_received, has_date_of_death, has_date_of_birth",7,1130,7910
"has_place_of_birth, has_gender, has_spouse, has_occupation, has_date_of_death, has_date_of_birth",6,1318,7908
"has_place_of_death, has_educated_at, has_field_of_work, has_date_of_death, has_date_of_birth",5,1581,7905
"has_place_of_death, has_educated_at, has_field_of_work, has_occupation, has_date_of_birth",5,1581,7905
"has_place_of_death, has_gender, has_educated_at, has_field_of_work, has_date_of_death",5,1581,7905
"has_place_of_death, has_educated_at, has_field_of_work, has_occupation, has_date_of_death",5,1581,7905
"has_place_of_death, has_gender, has_educated_at, has_field_of_work, has_occupation",5,1581,7905
"has_place_of_death, has_gender, has_educated_at, has_field_of_work, has_date_of_birth",5,1581,7905
"has_native_language, has_occupation, has_date_of_death, has_date_of_birth",4,1975,7900
"has_gender, has_native_language, has_date_of_death, has_date_of_birth",4,1975,7900
"has_place_of_birth, has_place_of_death, has_country_of_citizenship, has_native_language, has_occupation",5,1578,7890
"has_place_of_birth, has_place_of_death, has_country_of_citizenship, has_native_language, has_date_of_death",5,1578,7890
"has_place_of_birth, has_place_of_death, has_gender, has_country_of_citizenship, has_native_language",5,1578,7890
"has_place_of_birth, has_place_of_death, has_country_of_citizenship, has_native_language, has_date_of_birth",5,1576,7880
"has_place_of_death, has_country_of_citizenship, has_educated_at, has_employer, has_date_of_death",5,1576,7880
"has_place_of_death, has_country_of_citizenship, has_educated_at, has_occupation, has_employer",5,1576,7880
"has_place_of_death, has_country_of_citizenship, has_educated_at, has_employer, has_date_of_birth",5,1576,7880
"has_place_of_death, has_gender, has_country_of_citizenship, has_educated_at, has_employer",5,1576,7880
"has_place_of_birth, has_country_of_citizenship, has_occupation, has_award_received, has_academic_degree",5,1575,7875
"has_place_of_birth, has_country_of_citizenship, has_award_received, has_date_of_birth, has_academic_degree",5,1575,7875
"has_place_of_birth, has_gender, has_country_of_citizenship, has_award_received, has_academic_degree",5,1575,7875
"has_place_of_birth, has_country_of_citizenship, has_field_of_work, has_occupation, has_award_received, has_date_of_death, has_date_of_birth",7,1121,7847
"has_place_of_birth, has_gender, has_country_of_citizenship, has_field_of_work, has_occupation, has_award_received, has_date_of_death",7,1121,7847
"has_place_of_birth, has_gender, has_country_of_citizenship, has_field_of_work, has_award_received, has_date_of_death, has_date_of_birth",7,1121,7847
"has_gender, has_spouse, has_country_of_citizenship, has_educated_at, has_date_of_birth",5,1566,7830
"has_spouse, has_country_of_citizenship, has_educated_at, has_occupation, has_date_of_birth",5,1566,7830
"has_gender, has_spouse, has_country_of_citizenship, has_educated_at, has_occupation",5,1566,7830
"has_gender, has_position_held, has_educated_at, has_occupation, has_date_of_birth, has_academic_degree",6,1305,7830
"has_place_of_death, has_employer, has_date_of_death, has_date_of_birth",4,1956,7824
"has_place_of_death, has_gender, has_employer, has_date_of_death",4,1956,7824
"has_place_of_death, has_gender, has_occupation, has_employer",4,1956,7824
"has_place_of_death, has_gender, has_employer, has_date_of_birth",4,1956,7824
"has_place_of_death, has_occupation, has_employer, has_date_of_birth",4,1956,7824
"has_place_of_death, has_occupation, has_employer, has_date_of_death",4,1956,7824
"has_gender, has_educated_at, has_occupation, has_employer, has_award_received, has_date_of_death, has_date_of_birth",7,1116,7812
"has_place_of_birth, has_gender, has_father, has_occupation, has_date_of_birth",5,1559,7795
"has_place_of_birth, has_country_of_citizenship, has_educated_at, has_native_language, has_occupation, has_date_of_death, has_date_of_birth",7,1112,7784
"has_place_of_birth, has_gender, has_country_of_citizenship, has_educated_at, has_native_language, has_occupation, has_date_of_death",7,1112,7784
"has_place_of_birth, has_gender, has_country_of_citizenship, has_educated_at, has_native_language, has_date_of_death, has_date_of_birth",7,1112,7784
"has_place_of_birth, has_gender, has_country_of_citizenship, has_employer, has_award_received, has_date_of_death",6,1296,7776
"has_place_of_birth, has_country_of_citizenship, has_employer, has_award_received, has_date_of_death, has_date_of_birth",6,1296,7776
"has_place_of_birth, has_country_of_citizenship, has_occupation, has_employer, has_award_received, has_date_of_death",6,1296,7776
"has_place_of_birth, has_gender, has_spouse, has_educated_at, has_date_of_birth",5,1555,7775
"has_place_of_birth, has_spouse, has_educated_at, has_occupation, has_date_of_birth",5,1555,7775
"has_place_of_birth, has_gender, has_spouse, has_educated_at, has_occupation",5,1555,7775
"has_place_of_birth, has_gender, has_position_held, has_educated_at, has_occupation, has_academic_degree",6,1294,7764
"has_place_of_birth, has_position_held, has_educated_at, has_occupation, has_date_of_birth, has_academic_degree",6,1294,7764
"has_place_of_death, has_gender, has_spouse, has_country_of_citizenship, has_occupation, has_date_of_death",6,1294,7764
"has_place_of_birth, has_gender, has_position_held, has_educated_at, has_date_of_birth, has_academic_degree",6,1294,7764
"has_place_of_birth, has_gender, has_spouse, has_country_of_citizenship, has_date_of_death, has_date_of_birth",6,1293,7758
"has_place_of_birth, has_gender, has_spouse, has_country_of_citizenship, has_occupation, has_date_of_death",6,1293,7758
"has_place_of_death, has_gender, has_spouse, has_country_of_citizenship, has_occupation, has_date_of_birth",6,1293,7758
"has_place_of_death, has_gender, has_spouse, has_country_of_citizenship, has_date_of_death, has_date_of_birth",6,1293,7758
"has_place_of_birth, has_spouse, has_country_of_citizenship, has_occupation, has_date_of_death, has_date_of_birth",6,1293,7758
"has_place_of_death, has_spouse, has_country_of_citizenship, has_occupation, has_date_of_death, has_date_of_birth",6,1293,7758
"has_place_of_birth, has_place_of_death, has_field_of_work, has_occupation, has_award_received, has_date_of_death, has_date_of_birth",7,1105,7735
"has_place_of_birth, has_place_of_death, has_gender, has_field_of_work, has_occupation, has_award_received, has_date_of_birth",7,1105,7735
"has_place_of_birth, has_place_of_death, has_gender, has_field_of_work, has_occupation, has_award_received, has_date_of_death",7,1105,7735
"has_place_of_birth, has_place_of_death, has_gender, has_field_of_work, has_award_received, has_date_of_death, has_date_of_birth",7,1105,7735
"has_place_of_birth, has_country_of_citizenship, has_educated_at, has_field_of_work, has_date_of_death",5,1546,7730
"has_place_of_birth, has_place_of_death, has_country_of_citizenship, has_educated_at, has_employer",5,1545,7725
"has_place_of_birth, has_place_of_death, has_educated_at, has_field_of_work, has_occupation",5,1544,7720
"has_place_of_birth, has_place_of_death, has_educated_at, has_field_of_work, has_date_of_death",5,1544,7720
"has_place_of_birth, has_place_of_death, has_gender, has_educated_at, has_field_of_work",5,1544,7720
"has_place_of_birth, has_place_of_death, has_educated_at, has_field_of_work, has_date_of_birth",5,1544,7720
"has_gender, has_country_of_citizenship, has_occupation, has_date_of_death, has_date_of_birth, has_cause_of_death",6,1285,7710
"has_gender, has_country_of_citizenship, has_position_held, has_educated_at, has_occupation, has_academic_degree",6,1285,7710
"has_place_of_birth, has_spouse, has_country_of_citizenship, has_educated_at, has_date_of_birth",5,1541,7705
"has_place_of_birth, has_gender, has_spouse, has_country_of_citizenship, has_educated_at",5,1541,7705
"has_place_of_birth, has_spouse, has_country_of_citizenship, has_educated_at, has_occupation",5,1541,7705
"has_gender, has_country_of_citizenship, has_position_held, has_educated_at, has_date_of_birth, has_academic_degree",6,1284,7704
"has_country_of_citizenship, has_position_held, has_educated_at, has_occupation, has_date_of_birth, has_academic_degree",6,1284,7704
"has_place_of_death, has_gender, has_country_of_citizenship, has_child, has_occupation, has_date_of_death, has_date_of_birth",7,1099,7693
"has_gender, has_spouse, has_country_of_citizenship, has_occupation, has_award_received, has_date_of_birth",6,1281,7686
"has_place_of_death, has_gender, has_occupation, has_date_of_death, has_date_of_birth, has_cause_of_death",6,1281,7686
"has_place_of_birth, has_gender, has_country_of_citizenship, has_child, has_occupation, has_date_of_death, has_date_of_birth",7,1097,7679
"has_place_of_birth, has_gender, has_occupation, has_date_of_death, has_date_of_birth, has_cause_of_death",6,1279,7674
"has_gender, has_country_of_citizenship, has_educated_at, has_employer, has_award_received, has_date_of_death, has_date_of_birth",7,1095,7665
"has_country_of_citizenship, has_educated_at, has_occupation, has_employer, has_award_received, has_date_of_death, has_date_of_birth",7,1095,7665
"has_educated_at, has_occupation, has_award_received, has_date_of_birth, has_academic_degree",5,1533,7665
"has_gender, has_educated_at, has_award_received, has_date_of_birth, has_academic_degree",5,1533,7665
"has_gender, has_country_of_citizenship, has_educated_at, has_occupation, has_employer, has_award_received, has_date_of_death",7,1095,7665
"has_gender, has_educated_at, has_occupation, has_award_received, has_academic_degree",5,1533,7665
"has_place_of_death, has_position_held, has_educated_at, has_occupation, has_award_received, has_date_of_death",6,1277,7662
"has_place_of_death, has_position_held, has_educated_at, has_award_received, has_date_of_death, has_date_of_birth",6,1277,7662
"has_place_of_death, has_gender, has_position_held, has_educated_at, has_award_received, has_date_of_death",6,1277,7662
"has_place_of_death, has_position_held, has_educated_at, has_occupation, has_award_received, has_date_of_birth",6,1277,7662
"has_place_of_death, has_gender, has_position_held, has_educated_at, has_occupation, has_award_received",6,1277,7662
"has_place_of_death, has_gender, has_position_held, has_educated_at, has_award_received, has_date_of_birth",6,1277,7662
"has_place_of_birth, has_place_of_death, has_gender, has_spouse, has_occupation, has_date_of_birth",6,1276,7656
"has_place_of_birth, has_place_of_death, has_spouse, has_occupation, has_date_of_death, has_date_of_birth",6,1276,7656
"has_place_of_birth, has_place_of_death, has_gender, has_spouse, has_occupation, has_date_of_death",6,1276,7656
"has_place_of_birth, has_place_of_death, has_gender, has_spouse, has_date_of_death, has_date_of_birth",6,1276,7656
"has_place_of_birth, has_country_of_citizenship, has_position_held, has_educated_at, has_occupation, has_academic_degree",6,1274,7644
"has_place_of_birth, has_gender, has_country_of_citizenship, has_position_held, has_educated_at, has_academic_degree",6,1274,7644
"has_place_of_birth, has_country_of_citizenship, has_position_held, has_educated_at, has_date_of_birth, has_academic_degree",6,1274,7644
"has_place_of_birth, has_place_of_death, has_occupation, has_employer",4,1908,7632
"has_place_of_birth, has_place_of_death, has_employer, has_date_of_birth",4,1908,7632
"has_place_of_birth, has_place_of_death, has_employer, has_date_of_death",4,1908,7632
"has_place_of_birth, has_place_of_death, has_gender, has_employer",4,1908,7632
"has_place_of_death, has_country_of_citizenship, has_occupation, has_employer",4,1906,7624
"has_place_of_death, has_country_of_citizenship, has_employer, has_date_of_death",4,1906,7624
"has_place_of_death, has_country_of_citizenship, has_employer, has_date_of_birth",4,1906,7624
