properties,num_properties,coverage,score
"has_place_of_birth, has_gender, has_occupation, has_employer, has_award_received, has_date_of_death",6,1693,10158
"has_place_of_birth, has_gender, has_employer, has_award_received, has_date_of_death, has_date_of_birth",6,1693,10158
"has_place_of_birth, has_occupation, has_employer, has_award_received, has_date_of_death, has_date_of_birth",6,1693,10158
"has_gender, has_father, has_position_held, has_occupation, has_date_of_death, has_date_of_birth",6,1692,10152
"has_place_of_birth, has_gender, has_spouse, has_occupation, has_award_received, has_date_of_birth",6,1691,10146
"has_place_of_birth, has_gender, has_father, has_mother, has_occupation, has_date_of_death, has_date_of_birth",7,1449,10143
"has_place_of_birth, has_gender, has_mother, has_country_of_citizenship, has_occupation, has_date_of_death, has_date_of_birth",7,1449,10143
"has_place_of_birth, has_gender, has_country_of_citizenship, has_position_held, has_occupation, has_date_of_death, has_date_of_birth, has_religion",8,1267,10136
"has_place_of_birth, has_gender, has_country_of_citizenship, has_employer, has_award_received, has_date_of_death",6,1687,10122
"has_place_of_birth, has_country_of_citizenship, has_employer, has_award_received, has_date_of_death, has_date_of_birth",6,1687,10122
"has_place_of_birth, has_country_of_citizenship, has_occupation, has_employer, has_award_received, has_date_of_death",6,1687,10122
"has_gender, has_spouse, has_country_of_citizenship, has_occupation, has_award_received, has_date_of_birth",6,1685,10110
"has_place_of_birth, has_place_of_death, has_spouse, has_country_of_citizenship, has_child, has_date_of_death, has_date_of_birth",7,1441,10087
"has_place_of_birth, has_place_of_death, has_gender, has_spouse, has_country_of_citizenship, has_child, has_date_of_death",7,1441,10087
"has_place_of_birth, has_place_of_death, has_gender, has_spouse, has_country_of_citizenship, has_child, has_occupation",7,1441,10087
"has_place_of_birth, has_place_of_death, has_spouse, has_country_of_citizenship, has_child, has_occupation, has_date_of_birth",7,1441,10087
"has_place_of_birth, has_place_of_death, has_spouse, has_country_of_citizenship, has_child, has_occupation, has_date_of_death",7,1441,10087
"has_place_of_death, has_gender, has_field_of_work, has_occupation, has_award_received, has_date_of_death, has_date_of_birth",7,1441,10087
"has_place_of_birth, has_place_of_death, has_gender, has_spouse, has_country_of_citizenship, has_child, has_date_of_birth",7,1441,10087
"has_place_of_birth, has_gender, has_occupation, has_date_of_death, has_date_of_birth, has_cause_of_death",6,1679,10074
"has_place_of_birth, has_place_of_death, has_gender, has_field_of_work, has_occupation, has_award_received, has_date_of_birth",7,1438,10066
"has_place_of_birth, has_place_of_death, has_field_of_work, has_occupation, has_award_received, has_date_of_death, has_date_of_birth",7,1436,10052
"has_place_of_birth, has_place_of_death, has_gender, has_field_of_work, has_award_received, has_date_of_death, has_date_of_birth",7,1436,10052
"has_place_of_birth, has_place_of_death, has_gender, has_field_of_work, has_occupation, has_award_received, has_date_of_death",7,1436,10052
"has_place_of_birth, has_gender, has_spouse, has_country_of_citizenship, has_occupation, has_award_received",6,1674,10044
"has_place_of_birth, has_gender, has_spouse, has_country_of_citizenship, has_award_received, has_date_of_birth",6,1674,10044
"has_place_of_birth, has_spouse, has_country_of_citizenship, has_occupation, has_award_received, has_date_of_birth",6,1674,10044
"has_place_of_birth, has_gender, has_father, has_spouse, has_country_of_citizenship, has_occupation, has_date_of_birth",7,1434,10038
"has_gender, has_country_of_citizenship, has_occupation, has_date_of_death, has_date_of_birth, has_cause_of_death",6,1670,10020
"has_place_of_birth, has_gender, has_father, has_spouse, has_country_of_citizenship, has_occupation, has_date_of_death, has_date_of_birth",8,1250,10000
"has_place_of_death, has_country_of_citizenship, has_position_held, has_native_language, has_occupation, has_award_received",6,1666,9996
"has_place_of_death, has_gender, has_position_held, has_native_language, has_award_received, has_date_of_birth",6,1666,9996
"has_place_of_death, has_gender, has_country_of_citizenship, has_position_held, has_native_language, has_award_received",6,1666,9996
"has_place_of_death, has_country_of_citizenship, has_position_held, has_native_language, has_award_received, has_date_of_death",6,1666,9996
"has_place_of_death, has_country_of_citizenship, has_position_held, has_native_language, has_award_received, has_date_of_birth",6,1666,9996
"has_place_of_death, has_position_held, has_native_language, has_award_received, has_date_of_death, has_date_of_birth",6,1666,9996
"has_place_of_death, has_position_held, has_native_language, has_occupation, has_award_received, has_date_of_birth",6,1666,9996
"has_place_of_death, has_gender, has_position_held, has_native_language, has_award_received, has_date_of_death",6,1666,9996
"has_place_of_death, has_gender, has_position_held, has_native_language, has_occupation, has_award_received",6,1666,9996
"has_place_of_death, has_position_held, has_native_language, has_occupation, has_award_received, has_date_of_death",6,1666,9996
"has_educated_at, has_award_received, has_date_of_death, has_date_of_birth",4,2496,9984
"has_gender, has_educated_at, has_award_received, has_date_of_death",4,2496,9984
"has_educated_at, has_occupation, has_award_received, has_date_of_death",4,2496,9984
"has_place_of_birth, has_gender, has_spouse, has_country_of_citizenship, has_occupation, has_award_received, has_date_of_death, has_date_of_birth",8,1246,9968
"has_place_of_death, has_gender, has_father, has_country_of_citizenship, has_child, has_date_of_death, has_date_of_birth",7,1423,9961
"has_place_of_death, has_gender, has_father, has_country_of_citizenship, has_child, has_occupation, has_date_of_death",7,1423,9961
"has_place_of_death, has_gender, has_father, has_country_of_citizenship, has_child, has_occupation, has_date_of_birth",7,1423,9961
"has_place_of_death, has_father, has_country_of_citizenship, has_child, has_occupation, has_date_of_death, has_date_of_birth",7,1423,9961
"has_place_of_birth, has_place_of_death, has_position_held, has_native_language, has_occupation, has_award_received",6,1659,9954
"has_place_of_birth, has_place_of_death, has_country_of_citizenship, has_position_held, has_native_language, has_award_received",6,1659,9954
"has_gender, has_country_of_citizenship, has_position_held, has_child, has_date_of_death, has_date_of_birth",6,1659,9954
"has_place_of_birth, has_place_of_death, has_position_held, has_native_language, has_award_received, has_date_of_birth",6,1659,9954
"has_place_of_birth, has_place_of_death, has_gender, has_position_held, has_native_language, has_award_received",6,1659,9954
"has_place_of_birth, has_place_of_death, has_position_held, has_native_language, has_award_received, has_date_of_death",6,1659,9954
"has_place_of_birth, has_gender, has_country_of_citizenship, has_occupation, has_date_of_birth, has_cause_of_death",6,1659,9954
"has_country_of_citizenship, has_position_held, has_child, has_occupation, has_date_of_death, has_date_of_birth",6,1659,9954
"has_gender, has_country_of_citizenship, has_position_held, has_child, has_occupation, has_date_of_death",6,1659,9954
"has_place_of_birth, has_gender, has_country_of_citizenship, has_date_of_death, has_date_of_birth, has_cause_of_death",6,1658,9948
"has_place_of_birth, has_gender, has_country_of_citizenship, has_occupation, has_date_of_death, has_cause_of_death",6,1658,9948
"has_place_of_birth, has_country_of_citizenship, has_occupation, has_date_of_death, has_date_of_birth, has_cause_of_death",6,1658,9948
"has_place_of_birth, has_gender, has_educated_at, has_occupation, has_date_of_birth, has_religion",6,1657,9942
"has_place_of_birth, has_gender, has_country_of_citizenship, has_child, has_occupation, has_award_received, has_date_of_birth",7,1420,9940
"has_place_of_death, has_gender, has_occupation, has_date_of_death, has_date_of_birth, has_cause_of_death",6,1654,9924
"has_place_of_birth, has_gender, has_father, has_country_of_citizenship, has_educated_at, has_occupation, has_date_of_birth",7,1417,9919
"has_place_of_death, has_gender, has_country_of_citizenship, has_field_of_work, has_occupation, has_award_received, has_date_of_birth",7,1417,9919
"has_place_of_birth, has_gender, has_father, has_child, has_occupation, has_date_of_birth",6,1653,9918
"has_country_of_citizenship, has_educated_at, has_award_received, has_date_of_death",4,2478,9912
"has_place_of_death, has_country_of_citizenship, has_field_of_work, has_occupation, has_award_received, has_date_of_death, has_date_of_birth",7,1415,9905
"has_place_of_death, has_gender, has_country_of_citizenship, has_field_of_work, has_award_received, has_date_of_death, has_date_of_birth",7,1415,9905
"has_place_of_death, has_gender, has_country_of_citizenship, has_field_of_work, has_occupation, has_award_received, has_date_of_death",7,1415,9905
"has_place_of_birth, has_educated_at, has_award_received, has_date_of_death",4,2474,9896
"has_place_of_birth, has_gender, has_spouse, has_country_of_citizenship, has_position_held, has_occupation, has_date_of_birth",7,1412,9884
"has_place_of_birth, has_place_of_death, has_country_of_citizenship, has_field_of_work, has_occupation, has_award_received, has_date_of_birth",7,1412,9884
"has_place_of_birth, has_place_of_death, has_gender, has_country_of_citizenship, has_field_of_work, has_award_received, has_date_of_birth",7,1412,9884
"has_place_of_death, has_gender, has_father, has_mother, has_occupation, has_date_of_death, has_date_of_birth",7,1412,9884
"has_place_of_birth, has_place_of_death, has_gender, has_country_of_citizenship, has_field_of_work, has_occupation, has_award_received",7,1412,9884
"has_gender, has_father, has_mother, has_country_of_citizenship, has_occupation, has_date_of_death, has_date_of_birth",7,1410,9870
"has_place_of_birth, has_place_of_death, has_country_of_citizenship, has_field_of_work, has_occupation, has_award_received, has_date_of_death",7,1410,9870
"has_place_of_birth, has_place_of_death, has_country_of_citizenship, has_field_of_work, has_award_received, has_date_of_death, has_date_of_birth",7,1410,9870
"has_place_of_birth, has_place_of_death, has_gender, has_country_of_citizenship, has_field_of_work, has_award_received, has_date_of_death",7,1410,9870
"has_place_of_birth, has_place_of_death, has_occupation, has_date_of_death, has_date_of_birth, has_cause_of_death",6,1644,9864
"has_place_of_birth, has_place_of_death, has_gender, has_date_of_death, has_date_of_birth, has_cause_of_death",6,1644,9864
"has_place_of_birth, has_place_of_death, has_gender, has_occupation, has_date_of_death, has_cause_of_death",6,1644,9864
"has_place_of_birth, has_place_of_death, has_gender, has_occupation, has_date_of_birth, has_cause_of_death",6,1644,9864
"has_father, has_country_of_citizenship, has_position_held, has_occupation, has_date_of_death, has_date_of_birth",6,1643,9858
"has_gender, has_father, has_country_of_citizenship, has_position_held, has_occupation, has_date_of_death",6,1643,9858
"has_gender, has_country_of_citizenship, has_educated_at, has_occupation, has_date_of_birth, has_religion",6,1643,9858
"has_gender, has_father, has_country_of_citizenship, has_position_held, has_date_of_death, has_date_of_birth",6,1643,9858
"has_place_of_birth, has_gender, has_father, has_mother, has_country_of_citizenship, has_occupation",6,1640,9840
"has_place_of_death, has_gender, has_mother, has_country_of_citizenship, has_occupation, has_date_of_death, has_date_of_birth",7,1405,9835
"has_place_of_birth, has_gender, has_father, has_mother, has_country_of_citizenship, has_date_of_birth",6,1639,9834
"has_place_of_birth, has_gender, has_country_of_citizenship, has_educated_at, has_occupation, has_religion",6,1639,9834
"has_place_of_birth, has_father, has_mother, has_country_of_citizenship, has_occupation, has_date_of_birth",6,1639,9834
"has_place_of_birth, has_gender, has_country_of_citizenship, has_educated_at, has_date_of_birth, has_religion",6,1639,9834
"has_place_of_birth, has_gender, has_position_held, has_child, has_date_of_death, has_date_of_birth",6,1639,9834
"has_place_of_birth, has_gender, has_position_held, has_child, has_occupation, has_date_of_death",6,1639,9834
"has_place_of_birth, has_country_of_citizenship, has_educated_at, has_occupation, has_date_of_birth, has_religion",6,1639,9834
"has_place_of_birth, has_position_held, has_child, has_occupation, has_date_of_death, has_date_of_birth",6,1639,9834
"has_place_of_death, has_gender, has_educated_at, has_field_of_work, has_occupation, has_date_of_death",6,1638,9828
"has_place_of_death, has_gender, has_educated_at, has_field_of_work, has_occupation, has_date_of_birth",6,1638,9828
"has_place_of_death, has_gender, has_educated_at, has_field_of_work, has_date_of_death, has_date_of_birth",6,1637,9822
"has_place_of_death, has_educated_at, has_field_of_work, has_occupation, has_date_of_death, has_date_of_birth",6,1637,9822
"has_place_of_birth, has_place_of_death, has_gender, has_educated_at, has_field_of_work, has_occupation",6,1637,9822
"has_gender, has_father, has_position_held, has_occupation, has_date_of_birth",5,1964,9820
"has_place_of_birth, has_place_of_death, has_gender, has_position_held, has_occupation, has_date_of_death, has_date_of_birth, has_religion",8,1227,9816
"has_place_of_birth, has_place_of_death, has_gender, has_educated_at, has_field_of_work, has_date_of_birth",6,1636,9816
"has_place_of_birth, has_place_of_death, has_gender, has_educated_at, has_field_of_work, has_date_of_death",6,1636,9816
"has_place_of_birth, has_place_of_death, has_educated_at, has_field_of_work, has_occupation, has_date_of_death",6,1636,9816
"has_place_of_birth, has_place_of_death, has_educated_at, has_field_of_work, has_occupation, has_date_of_birth",6,1636,9816
"has_place_of_birth, has_place_of_death, has_educated_at, has_field_of_work, has_date_of_death, has_date_of_birth",6,1635,9810
"has_gender, has_country_of_citizenship, has_educated_at, has_occupation, has_date_of_birth, has_academic_degree",6,1635,9810
"has_place_of_birth, has_place_of_death, has_father, has_country_of_citizenship, has_child, has_date_of_death, has_date_of_birth",7,1401,9807
"has_place_of_birth, has_place_of_death, has_father, has_country_of_citizenship, has_child, has_occupation, has_date_of_birth",7,1401,9807
"has_place_of_birth, has_place_of_death, has_gender, has_father, has_country_of_citizenship, has_child, has_date_of_birth",7,1401,9807
"has_place_of_birth, has_place_of_death, has_gender, has_father, has_country_of_citizenship, has_child, has_date_of_death",7,1401,9807
"has_place_of_birth, has_place_of_death, has_father, has_country_of_citizenship, has_child, has_occupation, has_date_of_death",7,1401,9807
"has_place_of_birth, has_place_of_death, has_gender, has_father, has_country_of_citizenship, has_child, has_occupation",7,1401,9807
"has_place_of_birth, has_gender, has_father, has_position_held, has_date_of_death, has_date_of_birth",6,1634,9804
"has_place_of_birth, has_gender, has_father, has_position_held, has_occupation, has_date_of_death",6,1634,9804
"has_place_of_birth, has_father, has_position_held, has_occupation, has_date_of_death, has_date_of_birth",6,1634,9804
"has_place_of_death, has_country_of_citizenship, has_occupation, has_date_of_death, has_date_of_birth, has_cause_of_death",6,1633,9798
"has_place_of_death, has_gender, has_country_of_citizenship, has_date_of_death, has_date_of_birth, has_cause_of_death",6,1633,9798
"has_place_of_death, has_gender, has_country_of_citizenship, has_occupation, has_date_of_death, has_cause_of_death",6,1633,9798
"has_place_of_death, has_gender, has_country_of_citizenship, has_occupation, has_date_of_birth, has_cause_of_death",6,1633,9798
"has_place_of_birth, has_place_of_death, has_gender, has_field_of_work, has_occupation, has_employer, has_date_of_death, has_date_of_birth",8,1224,9792
"has_gender, has_spouse, has_child, has_occupation, has_date_of_death, has_date_of_birth",6,1630,9780
"has_gender, has_country_of_citizenship, has_educated_at, has_field_of_work, has_occupation, has_date_of_death",6,1628,9768
"has_gender, has_country_of_citizenship, has_educated_at, has_field_of_work, has_date_of_death, has_date_of_birth",6,1628,9768
"has_country_of_citizenship, has_educated_at, has_field_of_work, has_occupation, has_date_of_death, has_date_of_birth",6,1628,9768
"has_gender, has_educated_at, has_field_of_work, has_occupation",4,2441,9764
"has_place_of_birth, has_place_of_death, has_gender, has_spouse, has_occupation, has_award_received, has_date_of_death, has_date_of_birth",8,1220,9760
"has_educated_at, has_field_of_work, has_occupation, has_date_of_birth",4,2437,9748
"has_gender, has_educated_at, has_field_of_work, has_date_of_birth",4,2437,9748
"has_gender, has_native_language, has_award_received, has_date_of_death",4,2436,9744
"has_place_of_birth, has_place_of_death, has_country_of_citizenship, has_occupation, has_date_of_death, has_cause_of_death",6,1624,9744
"has_place_of_birth, has_place_of_death, has_country_of_citizenship, has_date_of_death, has_date_of_birth, has_cause_of_death",6,1624,9744
"has_place_of_birth, has_place_of_death, has_country_of_citizenship, has_occupation, has_date_of_birth, has_cause_of_death",6,1624,9744
"has_place_of_birth, has_place_of_death, has_gender, has_country_of_citizenship, has_occupation, has_cause_of_death",6,1624,9744
"has_place_of_birth, has_place_of_death, has_gender, has_country_of_citizenship, has_date_of_death, has_cause_of_death",6,1624,9744
"has_place_of_birth, has_place_of_death, has_gender, has_country_of_citizenship, has_date_of_birth, has_cause_of_death",6,1624,9744
"has_native_language, has_occupation, has_award_received, has_date_of_death",4,2436,9744
"has_native_language, has_award_received, has_date_of_death, has_date_of_birth",4,2436,9744
"has_gender, has_father, has_country_of_citizenship, has_child, has_occupation, has_date_of_birth",6,1624,9744
"has_country_of_citizenship, has_native_language, has_award_received, has_date_of_death",4,2434,9736
"has_place_of_birth, has_country_of_citizenship, has_educated_at, has_field_of_work, has_occupation, has_date_of_death",6,1622,9732
"has_place_of_birth, has_gender, has_country_of_citizenship, has_educated_at, has_field_of_work, has_date_of_death",6,1622,9732
"has_place_of_birth, has_gender, has_educated_at, has_occupation, has_date_of_birth, has_academic_degree",6,1622,9732
"has_place_of_birth, has_country_of_citizenship, has_educated_at, has_field_of_work, has_date_of_death, has_date_of_birth",6,1622,9732
"has_place_of_death, has_gender, has_father, has_spouse, has_country_of_citizenship, has_occupation, has_date_of_death, has_date_of_birth",8,1216,9728
"has_place_of_birth, has_place_of_death, has_gender, has_father, has_mother, has_occupation, has_date_of_death",7,1387,9709
"has_place_of_birth, has_place_of_death, has_gender, has_father, has_mother, has_occupation, has_date_of_birth",7,1387,9709
"has_place_of_birth, has_place_of_death, has_father, has_mother, has_occupation, has_date_of_death, has_date_of_birth",7,1387,9709
"has_place_of_birth, has_place_of_death, has_gender, has_father, has_mother, has_date_of_death, has_date_of_birth",7,1387,9709
"has_place_of_death, has_gender, has_country_of_citizenship, has_position_held, has_occupation, has_date_of_death, has_date_of_birth, has_religion",8,1212,9696
"has_place_of_birth, has_native_language, has_award_received, has_date_of_death",4,2420,9680
"has_place_of_birth, has_place_of_death, has_gender, has_position_held, has_field_of_work, has_occupation, has_date_of_death, has_date_of_birth",8,1210,9680
"has_place_of_death, has_gender, has_position_held, has_occupation, has_employer, has_date_of_birth",6,1613,9678
"has_place_of_death, has_position_held, has_occupation, has_employer, has_date_of_death, has_date_of_birth",6,1612,9672
"has_place_of_death, has_gender, has_position_held, has_employer, has_date_of_death, has_date_of_birth",6,1612,9672
"has_place_of_death, has_gender, has_position_held, has_occupation, has_employer, has_date_of_death",6,1612,9672
"has_place_of_birth, has_place_of_death, has_mother, has_country_of_citizenship, has_occupation, has_date_of_death, has_date_of_birth",7,1381,9667
"has_place_of_birth, has_place_of_death, has_gender, has_mother, has_country_of_citizenship, has_date_of_death, has_date_of_birth",7,1381,9667
"has_place_of_birth, has_place_of_death, has_gender, has_mother, has_country_of_citizenship, has_occupation, has_date_of_death",7,1381,9667
"has_place_of_birth, has_place_of_death, has_gender, has_mother, has_country_of_citizenship, has_occupation, has_date_of_birth",7,1381,9667
"has_place_of_death, has_native_language, has_occupation, has_award_received, has_date_of_death",5,1932,9660
"has_place_of_death, has_gender, has_native_language, has_occupation, has_award_received",5,1932,9660
"has_place_of_death, has_gender, has_native_language, has_award_received, has_date_of_death",5,1932,9660
"has_place_of_death, has_native_language, has_occupation, has_award_received, has_date_of_birth",5,1932,9660
"has_place_of_death, has_gender, has_native_language, has_award_received, has_date_of_birth",5,1932,9660
"has_place_of_death, has_native_language, has_award_received, has_date_of_death, has_date_of_birth",5,1932,9660
"has_place_of_death, has_gender, has_spouse, has_country_of_citizenship, has_occupation, has_award_received, has_date_of_death, has_date_of_birth",8,1207,9656
"has_place_of_death, has_country_of_citizenship, has_native_language, has_award_received, has_date_of_death",5,1930,9650
"has_place_of_death, has_gender, has_country_of_citizenship, has_native_language, has_award_received",5,1930,9650
"has_place_of_death, has_country_of_citizenship, has_native_language, has_occupation, has_award_received",5,1930,9650
"has_place_of_death, has_country_of_citizenship, has_native_language, has_award_received, has_date_of_birth",5,1930,9650
"has_place_of_birth, has_place_of_death, has_gender, has_country_of_citizenship, has_educated_at, has_occupation, has_date_of_death, has_date_of_birth, has_religion",9,1072,9648
"has_place_of_birth, has_place_of_death, has_gender, has_position_held, has_occupation, has_employer",6,1607,9642
"has_place_of_birth, has_place_of_death, has_position_held, has_occupation, has_employer, has_date_of_birth",6,1607,9642
"has_place_of_birth, has_place_of_death, has_gender, has_position_held, has_employer, has_date_of_birth",6,1607,9642
"has_place_of_birth, has_gender, has_country_of_citizenship, has_educated_at, has_occupation, has_academic_degree",6,1607,9642
"has_place_of_birth, has_country_of_citizenship, has_educated_at, has_occupation, has_date_of_birth, has_academic_degree",6,1606,9636
"has_place_of_birth, has_place_of_death, has_gender, has_position_held, has_employer, has_date_of_death",6,1606,9636
"has_place_of_birth, has_gender, has_country_of_citizenship, has_educated_at, has_date_of_birth, has_academic_degree",6,1606,9636
"has_place_of_birth, has_place_of_death, has_position_held, has_occupation, has_employer, has_date_of_death",6,1606,9636
"has_place_of_birth, has_place_of_death, has_position_held, has_employer, has_date_of_death, has_date_of_birth",6,1606,9636
"has_gender, has_father, has_child, has_occupation, has_date_of_death, has_date_of_birth",6,1605,9630
"has_place_of_birth, has_gender, has_father, has_country_of_citizenship, has_occupation, has_award_received, has_date_of_birth",7,1375,9625
"has_place_of_birth, has_place_of_death, has_native_language, has_award_received, has_date_of_death",5,1925,9625
"has_place_of_birth, has_place_of_death, has_gender, has_native_language, has_award_received",5,1925,9625
"has_place_of_birth, has_place_of_death, has_native_language, has_occupation, has_award_received",5,1925,9625
"has_place_of_birth, has_place_of_death, has_native_language, has_award_received, has_date_of_birth",5,1925,9625
"has_place_of_birth, has_place_of_death, has_gender, has_spouse, has_country_of_citizenship, has_award_received, has_date_of_death, has_date_of_birth",8,1203,9624
"has_place_of_birth, has_place_of_death, has_spouse, has_country_of_citizenship, has_occupation, has_award_received, has_date_of_death, has_date_of_birth",8,1203,9624
"has_place_of_birth, has_place_of_death, has_gender, has_spouse, has_country_of_citizenship, has_occupation, has_award_received, has_date_of_death",8,1203,9624
"has_place_of_birth, has_place_of_death, has_gender, has_spouse, has_country_of_citizenship, has_occupation, has_award_received, has_date_of_birth",8,1203,9624
"has_gender, has_field_of_work, has_occupation, has_award_received",4,2405,9620
"has_gender, has_field_of_work, has_award_received, has_date_of_birth",4,2404,9616
"has_field_of_work, has_occupation, has_award_received, has_date_of_birth",4,2404,9616
"has_place_of_birth, has_place_of_death, has_country_of_citizenship, has_native_language, has_award_received",5,1923,9615
"has_place_of_birth, has_gender, has_country_of_citizenship, has_child, has_occupation, has_award_received, has_date_of_death, has_date_of_birth",8,1201,9608
"has_place_of_birth, has_place_of_death, has_gender, has_father, has_spouse, has_country_of_citizenship, has_date_of_death, has_date_of_birth",8,1201,9608
"has_place_of_birth, has_place_of_death, has_gender, has_father, has_spouse, has_country_of_citizenship, has_occupation, has_date_of_birth",8,1201,9608
"has_place_of_birth, has_place_of_death, has_gender, has_father, has_spouse, has_country_of_citizenship, has_occupation, has_date_of_death",8,1201,9608
"has_place_of_birth, has_place_of_death, has_father, has_spouse, has_country_of_citizenship, has_occupation, has_date_of_death, has_date_of_birth",8,1201,9608
"has_place_of_birth, has_place_of_death, has_gender, has_country_of_citizenship, has_position_held, has_occupation, has_date_of_birth, has_religion",8,1200,9600
"has_place_of_birth, has_place_of_death, has_country_of_citizenship, has_position_held, has_occupation, has_date_of_death, has_date_of_birth, has_religion",8,1200,9600
"has_place_of_birth, has_place_of_death, has_gender, has_country_of_citizenship, has_position_held, has_date_of_death, has_date_of_birth, has_religion",8,1200,9600
"has_place_of_birth, has_place_of_death, has_gender, has_country_of_citizenship, has_position_held, has_occupation, has_date_of_death, has_religion",8,1200,9600
"has_place_of_death, has_gender, has_country_of_citizenship, has_position_held, has_employer, has_date_of_birth",6,1598,9588
"has_place_of_death, has_gender, has_country_of_citizenship, has_position_held, has_occupation, has_employer",6,1598,9588
"has_place_of_death, has_country_of_citizenship, has_position_held, has_occupation, has_employer, has_date_of_birth",6,1598,9588
"has_place_of_death, has_country_of_citizenship, has_position_held, has_occupation, has_employer, has_date_of_death",6,1597,9582
"has_place_of_death, has_gender, has_country_of_citizenship, has_position_held, has_employer, has_date_of_death",6,1597,9582
"has_place_of_death, has_country_of_citizenship, has_position_held, has_employer, has_date_of_death, has_date_of_birth",6,1597,9582
"has_place_of_birth, has_gender, has_country_of_citizenship, has_position_held, has_field_of_work, has_occupation, has_date_of_death, has_date_of_birth",8,1197,9576
"has_gender, has_father, has_country_of_citizenship, has_position_held, has_occupation",5,1915,9575
"has_father, has_country_of_citizenship, has_position_held, has_occupation, has_date_of_birth",5,1915,9575
"has_gender, has_father, has_country_of_citizenship, has_position_held, has_date_of_birth",5,1915,9575
"has_place_of_birth, has_country_of_citizenship, has_position_held, has_child, has_occupation, has_date_of_death",6,1595,9570
"has_place_of_birth, has_gender, has_country_of_citizenship, has_position_held, has_child, has_date_of_death",6,1595,9570
"has_place_of_birth, has_country_of_citizenship, has_position_held, has_child, has_date_of_death, has_date_of_birth",6,1595,9570
"has_gender, has_position_held, has_educated_at, has_occupation, has_award_received, has_date_of_death, has_date_of_birth",7,1366,9562
"has_place_of_death, has_gender, has_country_of_citizenship, has_field_of_work, has_occupation, has_employer, has_date_of_death, has_date_of_birth",8,1195,9560
"has_place_of_birth, has_educated_at, has_field_of_work, has_occupation",4,2389,9556
"has_place_of_birth, has_gender, has_educated_at, has_field_of_work",4,2389,9556
"has_gender, has_country_of_citizenship, has_position_held, has_educated_at, has_native_language",5,1911,9555
"has_gender, has_position_held, has_educated_at, has_native_language, has_occupation",5,1911,9555
"has_country_of_citizenship, has_position_held, has_educated_at, has_native_language, has_occupation",5,1911,9555
"has_place_of_birth, has_place_of_death, has_gender, has_country_of_citizenship, has_position_held, has_employer",6,1592,9552
"has_place_of_birth, has_place_of_death, has_country_of_citizenship, has_position_held, has_employer, has_date_of_birth",6,1592,9552
"has_place_of_birth, has_place_of_death, has_country_of_citizenship, has_position_held, has_occupation, has_employer",6,1592,9552
"has_place_of_birth, has_educated_at, has_field_of_work, has_date_of_birth",4,2388,9552
"has_place_of_birth, has_place_of_death, has_gender, has_father, has_country_of_citizenship, has_occupation, has_award_received, has_date_of_death, has_date_of_birth",9,1061,9549
"has_place_of_birth, has_place_of_death, has_country_of_citizenship, has_position_held, has_employer, has_date_of_death",6,1591,9546
"has_country_of_citizenship, has_position_held, has_educated_at, has_native_language, has_date_of_birth",5,1909,9545
"has_position_held, has_educated_at, has_native_language, has_occupation, has_date_of_birth",5,1909,9545
"has_gender, has_position_held, has_educated_at, has_native_language, has_date_of_birth",5,1909,9545
"has_place_of_birth, has_place_of_death, has_gender, has_country_of_citizenship, has_field_of_work, has_employer, has_date_of_death, has_date_of_birth",8,1193,9544
"has_place_of_birth, has_place_of_death, has_gender, has_country_of_citizenship, has_field_of_work, has_occupation, has_employer, has_date_of_birth",8,1193,9544
"has_place_of_birth, has_place_of_death, has_country_of_citizenship, has_field_of_work, has_occupation, has_employer, has_date_of_death, has_date_of_birth",8,1193,9544
"has_place_of_birth, has_place_of_death, has_gender, has_country_of_citizenship, has_field_of_work, has_occupation, has_employer, has_date_of_death",8,1193,9544
"has_gender, has_position_held, has_educated_at, has_occupation, has_employer, has_date_of_birth",6,1589,9534
"has_place_of_birth, has_gender, has_father, has_country_of_citizenship, has_position_held, has_date_of_death",6,1589,9534
"has_place_of_birth, has_father, has_country_of_citizenship, has_position_held, has_date_of_death, has_date_of_birth",6,1589,9534
"has_place_of_birth, has_father, has_country_of_citizenship, has_position_held, has_occupation, has_date_of_death",6,1589,9534
"has_place_of_birth, has_father, has_mother, has_country_of_citizenship, has_occupation, has_date_of_death, has_date_of_birth",7,1360,9520
"has_place_of_birth, has_gender, has_father, has_mother, has_country_of_citizenship, has_occupation, has_date_of_death",7,1360,9520
"has_place_of_birth, has_gender, has_father, has_mother, has_country_of_citizenship, has_date_of_death, has_date_of_birth",7,1360,9520
"has_place_of_birth, has_position_held, has_educated_at, has_native_language, has_occupation",5,1903,9515
"has_place_of_birth, has_gender, has_mother, has_occupation, has_date_of_birth",5,1903,9515
"has_place_of_birth, has_country_of_citizenship, has_position_held, has_educated_at, has_native_language",5,1903,9515
"has_place_of_birth, has_gender, has_position_held, has_educated_at, has_native_language",5,1903,9515
"has_place_of_birth, has_position_held, has_educated_at, has_native_language, has_date_of_birth",5,1902,9510
"has_gender, has_country_of_citizenship, has_position_held, has_educated_at, has_award_received, has_date_of_death, has_date_of_birth",7,1357,9499
"has_gender, has_country_of_citizenship, has_position_held, has_educated_at, has_occupation, has_award_received, has_date_of_death",7,1357,9499
"has_country_of_citizenship, has_position_held, has_educated_at, has_occupation, has_award_received, has_date_of_death, has_date_of_birth",7,1357,9499
