properties,num_properties,coverage,score
"has_gender, has_country_of_citizenship, has_occupation, has_religion",4,2875,11500
"has_place_of_birth, has_gender, has_spouse, has_native_language, has_occupation",5,2297,11485
"has_place_of_birth, has_spouse, has_native_language, has_occupation, has_date_of_birth",5,2297,11485
"has_place_of_birth, has_gender, has_spouse, has_native_language, has_date_of_birth",5,2297,11485
"has_place_of_death, has_educated_at, has_native_language, has_date_of_death",4,2869,11476
"has_place_of_death, has_educated_at, has_native_language, has_occupation",4,2869,11476
"has_place_of_death, has_educated_at, has_native_language, has_date_of_birth",4,2869,11476
"has_place_of_death, has_gender, has_educated_at, has_native_language",4,2869,11476
"has_place_of_birth, has_gender, has_father, has_country_of_citizenship, has_position_held, has_native_language, has_occupation, has_date_of_death, has_date_of_birth",9,1275,11475
"has_place_of_birth, has_gender, has_spouse, has_country_of_citizenship, has_position_held, has_occupation, has_award_received, has_date_of_birth",8,1434,11472
"has_place_of_birth, has_gender, has_country_of_citizenship, has_educated_at, has_occupation, has_employer, has_date_of_death",7,1638,11466
"has_place_of_birth, has_gender, has_country_of_citizenship, has_educated_at, has_employer, has_date_of_death, has_date_of_birth",7,1638,11466
"has_place_of_birth, has_country_of_citizenship, has_educated_at, has_occupation, has_employer, has_date_of_death, has_date_of_birth",7,1638,11466
"has_place_of_birth, has_gender, has_father, has_country_of_citizenship, has_child, has_occupation",6,1911,11466
"has_gender, has_spouse, has_child, has_occupation, has_date_of_birth",5,2293,11465
"has_place_of_birth, has_place_of_death, has_educated_at, has_native_language",4,2866,11464
"has_place_of_death, has_country_of_citizenship, has_educated_at, has_native_language",4,2864,11456
"has_place_of_birth, has_gender, has_spouse, has_country_of_citizenship, has_native_language",5,2291,11455
"has_place_of_birth, has_spouse, has_country_of_citizenship, has_native_language, has_occupation",5,2291,11455
"has_place_of_birth, has_spouse, has_country_of_citizenship, has_native_language, has_date_of_birth",5,2291,11455
"has_place_of_birth, has_father, has_country_of_citizenship, has_child, has_occupation, has_date_of_birth",6,1909,11454
"has_place_of_birth, has_gender, has_father, has_country_of_citizenship, has_child, has_date_of_birth",6,1909,11454
"has_place_of_birth, has_place_of_death, has_gender, has_mother, has_country_of_citizenship, has_occupation, has_date_of_death",7,1636,11452
"has_place_of_birth, has_gender, has_mother, has_occupation, has_date_of_birth",5,2290,11450
"has_gender, has_father, has_occupation, has_award_received",4,2861,11444
"has_gender, has_occupation, has_date_of_death, has_cause_of_death",4,2861,11444
"has_place_of_birth, has_gender, has_spouse, has_position_held, has_occupation",5,2288,11440
"has_gender, has_occupation, has_date_of_birth, has_cause_of_death",4,2860,11440
"has_occupation, has_date_of_death, has_date_of_birth, has_cause_of_death",4,2860,11440
"has_place_of_birth, has_place_of_death, has_gender, has_mother, has_country_of_citizenship, has_date_of_death, has_date_of_birth",7,1634,11438
"has_place_of_birth, has_place_of_death, has_gender, has_mother, has_country_of_citizenship, has_occupation, has_date_of_birth",7,1634,11438
"has_place_of_birth, has_place_of_death, has_mother, has_country_of_citizenship, has_occupation, has_date_of_death, has_date_of_birth",7,1634,11438
"has_gender, has_date_of_death, has_date_of_birth, has_cause_of_death",4,2859,11436
"has_place_of_birth, has_gender, has_country_of_citizenship, has_field_of_work, has_occupation, has_award_received, has_date_of_death, has_date_of_birth",8,1429,11432
"has_gender, has_country_of_citizenship, has_position_held, has_educated_at, has_native_language, has_occupation, has_award_received",7,1633,11431
"has_place_of_birth, has_gender, has_spouse, has_position_held, has_date_of_birth",5,2286,11430
"has_place_of_birth, has_spouse, has_position_held, has_occupation, has_date_of_birth",5,2286,11430
"has_gender, has_position_held, has_educated_at, has_native_language, has_occupation, has_award_received, has_date_of_birth",7,1632,11424
"has_gender, has_father, has_spouse, has_country_of_citizenship, has_occupation, has_date_of_birth",6,1903,11418
"has_country_of_citizenship, has_position_held, has_educated_at, has_native_language, has_occupation, has_award_received, has_date_of_birth",7,1631,11417
"has_gender, has_country_of_citizenship, has_position_held, has_educated_at, has_native_language, has_award_received, has_date_of_birth",7,1631,11417
"has_father, has_occupation, has_award_received, has_date_of_birth",4,2854,11416
"has_place_of_death, has_father, has_position_held, has_occupation",4,2854,11416
"has_gender, has_father, has_award_received, has_date_of_birth",4,2854,11416
"has_place_of_death, has_gender, has_father, has_position_held",4,2854,11416
"has_place_of_death, has_father, has_position_held, has_date_of_death",4,2854,11416
"has_gender, has_occupation, has_date_of_death, has_date_of_birth, has_religion",5,2283,11415
"has_place_of_birth, has_place_of_death, has_gender, has_country_of_citizenship, has_educated_at, has_field_of_work, has_occupation, has_date_of_death, has_date_of_birth",9,1268,11412
"has_place_of_birth, has_father, has_award_received, has_date_of_death, has_date_of_birth",5,2282,11410
"has_place_of_birth, has_father, has_occupation, has_award_received, has_date_of_death",5,2282,11410
"has_place_of_birth, has_gender, has_father, has_award_received, has_date_of_death",5,2282,11410
"has_place_of_birth, has_child, has_native_language, has_occupation, has_date_of_birth",5,2281,11405
"has_place_of_birth, has_gender, has_child, has_native_language, has_occupation",5,2281,11405
"has_place_of_birth, has_gender, has_child, has_native_language, has_date_of_birth",5,2281,11405
"has_country_of_citizenship, has_occupation, has_date_of_death, has_cause_of_death",4,2850,11400
"has_place_of_birth, has_gender, has_country_of_citizenship, has_position_held, has_educated_at, has_occupation, has_employer, has_date_of_birth",8,1425,11400
"has_place_of_death, has_father, has_position_held, has_date_of_birth",4,2850,11400
"has_gender, has_country_of_citizenship, has_occupation, has_cause_of_death",4,2850,11400
"has_country_of_citizenship, has_occupation, has_date_of_birth, has_cause_of_death",4,2849,11396
"has_gender, has_country_of_citizenship, has_date_of_death, has_cause_of_death",4,2849,11396
"has_gender, has_country_of_citizenship, has_date_of_birth, has_cause_of_death",4,2848,11392
"has_country_of_citizenship, has_date_of_death, has_date_of_birth, has_cause_of_death",4,2848,11392
"has_father, has_country_of_citizenship, has_occupation, has_award_received",4,2847,11388
"has_gender, has_father, has_country_of_citizenship, has_award_received",4,2847,11388
"has_place_of_birth, has_gender, has_country_of_citizenship, has_child, has_native_language",5,2277,11385
"has_place_of_birth, has_country_of_citizenship, has_child, has_native_language, has_date_of_birth",5,2277,11385
"has_place_of_birth, has_country_of_citizenship, has_child, has_native_language, has_occupation",5,2277,11385
"has_gender, has_spouse, has_country_of_citizenship, has_child, has_occupation",5,2275,11375
"has_place_of_birth, has_gender, has_spouse, has_country_of_citizenship, has_position_held",5,2273,11365
"has_place_of_birth, has_spouse, has_country_of_citizenship, has_position_held, has_occupation",5,2273,11365
"has_gender, has_country_of_citizenship, has_date_of_birth, has_religion",4,2840,11360
"has_father, has_country_of_citizenship, has_award_received, has_date_of_birth",4,2840,11360
"has_country_of_citizenship, has_occupation, has_date_of_birth, has_religion",4,2840,11360
"has_place_of_birth, has_spouse, has_country_of_citizenship, has_position_held, has_date_of_birth",5,2271,11355
"has_place_of_birth, has_gender, has_position_held, has_educated_at, has_native_language, has_occupation, has_award_received",7,1622,11354
"has_place_of_birth, has_position_held, has_educated_at, has_native_language, has_occupation, has_award_received, has_date_of_birth",7,1621,11347
"has_place_of_birth, has_gender, has_position_held, has_educated_at, has_native_language, has_award_received, has_date_of_birth",7,1621,11347
"has_place_of_birth, has_gender, has_country_of_citizenship, has_position_held, has_educated_at, has_native_language, has_award_received",7,1621,11347
"has_place_of_birth, has_country_of_citizenship, has_position_held, has_educated_at, has_native_language, has_occupation, has_award_received",7,1621,11347
"has_place_of_death, has_father, has_country_of_citizenship, has_position_held",4,2836,11344
"has_place_of_birth, has_father, has_country_of_citizenship, has_award_received, has_date_of_death",5,2268,11340
"has_place_of_birth, has_country_of_citizenship, has_position_held, has_educated_at, has_native_language, has_award_received, has_date_of_birth",7,1620,11340
"has_place_of_birth, has_place_of_death, has_gender, has_father, has_spouse, has_country_of_citizenship, has_occupation, has_date_of_death",8,1417,11336
"has_place_of_birth, has_place_of_death, has_father, has_spouse, has_country_of_citizenship, has_occupation, has_date_of_death, has_date_of_birth",8,1416,11328
"has_gender, has_spouse, has_occupation, has_award_received, has_date_of_death, has_date_of_birth",6,1888,11328
"has_place_of_birth, has_place_of_death, has_gender, has_father, has_spouse, has_country_of_citizenship, has_date_of_death, has_date_of_birth",8,1416,11328
"has_place_of_birth, has_place_of_death, has_gender, has_father, has_spouse, has_country_of_citizenship, has_occupation, has_date_of_birth",8,1416,11328
"has_gender, has_spouse, has_child, has_occupation, has_date_of_death, has_date_of_birth",6,1887,11322
"has_spouse, has_country_of_citizenship, has_child, has_occupation, has_date_of_birth",5,2263,11315
"has_gender, has_spouse, has_country_of_citizenship, has_child, has_date_of_birth",5,2263,11315
"has_place_of_birth, has_gender, has_country_of_citizenship, has_occupation, has_employer, has_award_received, has_date_of_death, has_date_of_birth",8,1414,11312
"has_place_of_birth, has_gender, has_father, has_country_of_citizenship, has_position_held, has_child, has_occupation, has_date_of_death, has_date_of_birth",9,1254,11286
"has_place_of_birth, has_gender, has_mother, has_country_of_citizenship, has_occupation",5,2257,11285
"has_gender, has_child, has_occupation, has_award_received",4,2820,11280
"has_place_of_death, has_gender, has_father, has_country_of_citizenship, has_position_held, has_native_language, has_occupation, has_date_of_death, has_date_of_birth",9,1253,11277
"has_gender, has_child, has_award_received, has_date_of_birth",4,2817,11268
"has_child, has_occupation, has_award_received, has_date_of_birth",4,2817,11268
"has_place_of_birth, has_mother, has_country_of_citizenship, has_occupation, has_date_of_birth",5,2253,11265
"has_place_of_birth, has_gender, has_mother, has_country_of_citizenship, has_date_of_birth",5,2253,11265
"has_place_of_birth, has_gender, has_father, has_country_of_citizenship, has_educated_at, has_occupation, has_date_of_death, has_date_of_birth",8,1408,11264
"has_place_of_birth, has_place_of_death, has_father, has_position_held",4,2816,11264
"has_gender, has_occupation, has_employer, has_date_of_death",4,2815,11260
"has_spouse, has_country_of_citizenship, has_occupation, has_award_received, has_date_of_death, has_date_of_birth",6,1876,11256
"has_gender, has_spouse, has_country_of_citizenship, has_occupation, has_award_received, has_date_of_death",6,1876,11256
"has_gender, has_spouse, has_country_of_citizenship, has_award_received, has_date_of_death, has_date_of_birth",6,1876,11256
"has_occupation, has_employer, has_date_of_death, has_date_of_birth",4,2813,11252
"has_gender, has_employer, has_date_of_death, has_date_of_birth",4,2812,11248
"has_place_of_birth, has_place_of_death, has_gender, has_country_of_citizenship, has_position_held, has_occupation, has_date_of_death, has_date_of_birth, has_religion",9,1249,11241
"has_gender, has_country_of_citizenship, has_position_held, has_child, has_native_language, has_occupation, has_date_of_death, has_date_of_birth",8,1405,11240
"has_gender, has_country_of_citizenship, has_occupation, has_date_of_death, has_religion",5,2248,11240
"has_place_of_birth, has_gender, has_occupation, has_cause_of_death",4,2809,11236
"has_place_of_birth, has_occupation, has_date_of_birth, has_cause_of_death",4,2809,11236
"has_place_of_birth, has_gender, has_date_of_birth, has_cause_of_death",4,2809,11236
"has_place_of_birth, has_date_of_death, has_date_of_birth, has_cause_of_death",4,2808,11232
"has_place_of_birth, has_occupation, has_date_of_death, has_cause_of_death",4,2808,11232
"has_place_of_birth, has_gender, has_date_of_death, has_cause_of_death",4,2808,11232
"has_gender, has_country_of_citizenship, has_child, has_award_received",4,2808,11232
"has_country_of_citizenship, has_child, has_occupation, has_award_received",4,2808,11232
"has_place_of_birth, has_place_of_death, has_gender, has_father, has_country_of_citizenship, has_position_held, has_native_language, has_occupation, has_date_of_death",9,1247,11223
"has_place_of_birth, has_place_of_death, has_gender, has_father, has_country_of_citizenship, has_position_held, has_native_language, has_date_of_death, has_date_of_birth",9,1247,11223
"has_place_of_birth, has_place_of_death, has_gender, has_father, has_country_of_citizenship, has_position_held, has_native_language, has_occupation, has_date_of_birth",9,1247,11223
"has_place_of_birth, has_place_of_death, has_gender, has_father, has_position_held, has_native_language, has_occupation, has_date_of_death, has_date_of_birth",9,1247,11223
"has_place_of_birth, has_place_of_death, has_father, has_country_of_citizenship, has_position_held, has_native_language, has_occupation, has_date_of_death, has_date_of_birth",9,1247,11223
"has_country_of_citizenship, has_child, has_award_received, has_date_of_birth",4,2805,11220
"has_place_of_birth, has_father, has_award_received, has_date_of_birth",4,2803,11212
"has_place_of_birth, has_gender, has_father, has_award_received",4,2803,11212
"has_place_of_birth, has_father, has_occupation, has_award_received",4,2803,11212
"has_gender, has_country_of_citizenship, has_date_of_death, has_date_of_birth, has_religion",5,2242,11210
"has_place_of_birth, has_place_of_death, has_gender, has_country_of_citizenship, has_child, has_native_language, has_occupation, has_award_received, has_date_of_death, has_date_of_birth",10,1121,11210
"has_country_of_citizenship, has_occupation, has_date_of_death, has_date_of_birth, has_religion",5,2242,11210
"has_place_of_birth, has_spouse, has_occupation, has_award_received, has_date_of_death, has_date_of_birth",6,1867,11202
"has_place_of_birth, has_gender, has_spouse, has_award_received, has_date_of_death, has_date_of_birth",6,1867,11202
"has_place_of_birth, has_gender, has_spouse, has_occupation, has_award_received, has_date_of_death",6,1867,11202
"has_place_of_death, has_gender, has_father, has_country_of_citizenship, has_position_held, has_child, has_occupation, has_date_of_death, has_date_of_birth",9,1244,11196
"has_place_of_birth, has_country_of_citizenship, has_occupation, has_cause_of_death",4,2798,11192
"has_place_of_birth, has_gender, has_country_of_citizenship, has_cause_of_death",4,2798,11192
"has_place_of_birth, has_country_of_citizenship, has_date_of_birth, has_cause_of_death",4,2798,11192
"has_place_of_birth, has_country_of_citizenship, has_date_of_death, has_cause_of_death",4,2797,11188
"has_place_of_birth, has_place_of_death, has_gender, has_country_of_citizenship, has_native_language, has_occupation, has_date_of_death, has_date_of_birth, has_cause_of_death",9,1243,11187
"has_gender, has_position_held, has_educated_at, has_native_language",4,2796,11184
"has_position_held, has_educated_at, has_native_language, has_occupation",4,2796,11184
"has_gender, has_spouse, has_country_of_citizenship, has_child, has_occupation, has_date_of_death",6,1862,11172
"has_country_of_citizenship, has_position_held, has_educated_at, has_native_language",4,2792,11168
"has_place_of_birth, has_gender, has_country_of_citizenship, has_position_held, has_child, has_native_language, has_occupation, has_date_of_death",8,1396,11168
"has_place_of_birth, has_gender, has_country_of_citizenship, has_position_held, has_child, has_native_language, has_date_of_death, has_date_of_birth",8,1396,11168
"has_place_of_birth, has_gender, has_position_held, has_child, has_native_language, has_occupation, has_date_of_death, has_date_of_birth",8,1396,11168
"has_place_of_birth, has_country_of_citizenship, has_position_held, has_child, has_native_language, has_occupation, has_date_of_death, has_date_of_birth",8,1396,11168
"has_place_of_death, has_gender, has_educated_at, has_occupation, has_employer, has_date_of_death, has_date_of_birth",7,1595,11165
"has_place_of_birth, has_gender, has_occupation, has_religion",4,2789,11156
"has_place_of_birth, has_father, has_country_of_citizenship, has_award_received",4,2789,11156
"has_gender, has_spouse, has_country_of_citizenship, has_child, has_date_of_death, has_date_of_birth",6,1858,11148
"has_spouse, has_country_of_citizenship, has_child, has_occupation, has_date_of_death, has_date_of_birth",6,1858,11148
"has_place_of_death, has_father, has_occupation, has_award_received, has_date_of_birth",5,2229,11145
"has_place_of_death, has_gender, has_father, has_occupation, has_award_received",5,2229,11145
"has_place_of_death, has_father, has_occupation, has_award_received, has_date_of_death",5,2229,11145
"has_place_of_death, has_gender, has_father, has_award_received, has_date_of_death",5,2229,11145
"has_place_of_death, has_father, has_award_received, has_date_of_death, has_date_of_birth",5,2229,11145
"has_place_of_death, has_gender, has_father, has_award_received, has_date_of_birth",5,2229,11145
"has_position_held, has_educated_at, has_native_language, has_date_of_birth",4,2785,11140
"has_place_of_birth, has_gender, has_spouse, has_country_of_citizenship, has_award_received, has_date_of_death",6,1855,11130
"has_place_of_birth, has_spouse, has_country_of_citizenship, has_award_received, has_date_of_death, has_date_of_birth",6,1855,11130
"has_place_of_birth, has_spouse, has_country_of_citizenship, has_occupation, has_award_received, has_date_of_death",6,1855,11130
"has_place_of_birth, has_occupation, has_date_of_birth, has_religion",4,2782,11128
"has_gender, has_country_of_citizenship, has_employer, has_date_of_death",4,2782,11128
"has_place_of_birth, has_gender, has_date_of_birth, has_religion",4,2782,11128
"has_country_of_citizenship, has_occupation, has_employer, has_date_of_death",4,2782,11128
"has_place_of_death, has_gender, has_father, has_mother, has_occupation, has_date_of_death, has_date_of_birth",7,1589,11123
"has_gender, has_spouse, has_educated_at, has_occupation, has_date_of_birth",5,2224,11120
"has_country_of_citizenship, has_employer, has_date_of_death, has_date_of_birth",4,2779,11116
"has_place_of_birth, has_place_of_death, has_gender, has_educated_at, has_occupation, has_employer, has_date_of_birth",7,1588,11116
"has_place_of_death, has_gender, has_country_of_citizenship, has_educated_at, has_occupation, has_employer, has_date_of_birth",7,1588,11116
"has_place_of_death, has_gender, has_occupation, has_cause_of_death",4,2778,11112
"has_place_of_death, has_occupation, has_date_of_death, has_cause_of_death",4,2778,11112
"has_place_of_death, has_gender, has_country_of_citizenship, has_educated_at, has_occupation, has_employer, has_date_of_death",7,1587,11109
"has_place_of_death, has_country_of_citizenship, has_educated_at, has_occupation, has_employer, has_date_of_death, has_date_of_birth",7,1587,11109
"has_place_of_birth, has_place_of_death, has_educated_at, has_occupation, has_employer, has_date_of_death, has_date_of_birth",7,1587,11109
"has_place_of_birth, has_place_of_death, has_gender, has_educated_at, has_occupation, has_employer, has_date_of_death",7,1587,11109
"has_place_of_death, has_gender, has_country_of_citizenship, has_educated_at, has_employer, has_date_of_death, has_date_of_birth",7,1587,11109
"has_place_of_birth, has_place_of_death, has_gender, has_educated_at, has_employer, has_date_of_death, has_date_of_birth",7,1587,11109
"has_place_of_death, has_occupation, has_date_of_birth, has_cause_of_death",4,2777,11108
"has_place_of_death, has_gender, has_date_of_death, has_cause_of_death",4,2777,11108
"has_gender, has_father, has_mother, has_occupation, has_date_of_birth",5,2221,11105
"has_place_of_death, has_gender, has_date_of_birth, has_cause_of_death",4,2776,11104
"has_place_of_death, has_date_of_death, has_date_of_birth, has_cause_of_death",4,2776,11104
"has_place_of_birth, has_child, has_award_received, has_date_of_birth",4,2774,11096
"has_place_of_birth, has_child, has_occupation, has_award_received",4,2774,11096
"has_place_of_birth, has_place_of_death, has_gender, has_field_of_work, has_occupation, has_award_received, has_date_of_death, has_date_of_birth",8,1387,11096
"has_place_of_birth, has_gender, has_child, has_award_received",4,2774,11096
"has_gender, has_position_held, has_child, has_occupation, has_award_received, has_date_of_death",6,1848,11088
"has_position_held, has_child, has_occupation, has_award_received, has_date_of_death, has_date_of_birth",6,1848,11088
"has_gender, has_position_held, has_child, has_award_received, has_date_of_death, has_date_of_birth",6,1848,11088
"has_gender, has_father, has_child, has_occupation, has_date_of_death, has_date_of_birth",6,1847,11082
"has_place_of_death, has_father, has_country_of_citizenship, has_award_received, has_date_of_death",5,2216,11080
"has_place_of_death, has_father, has_country_of_citizenship, has_occupation, has_award_received",5,2216,11080
"has_place_of_death, has_father, has_country_of_citizenship, has_award_received, has_date_of_birth",5,2216,11080
"has_place_of_death, has_gender, has_father, has_country_of_citizenship, has_award_received",5,2216,11080
"has_gender, has_position_held, has_educated_at, has_native_language, has_date_of_death, has_date_of_birth",6,1845,11070
"has_position_held, has_educated_at, has_native_language, has_occupation, has_date_of_death, has_date_of_birth",6,1845,11070
"has_gender, has_position_held, has_educated_at, has_native_language, has_occupation, has_date_of_death",6,1845,11070
"has_gender, has_spouse, has_country_of_citizenship, has_educated_at, has_occupation",5,2214,11070
"has_place_of_death, has_country_of_citizenship, has_occupation, has_cause_of_death",4,2767,11068
"has_gender, has_country_of_citizenship, has_position_held, has_child, has_award_received, has_date_of_death",6,1844,11064
"has_place_of_death, has_gender, has_country_of_citizenship, has_cause_of_death",4,2766,11064
"has_country_of_citizenship, has_position_held, has_child, has_occupation, has_award_received, has_date_of_death",6,1844,11064
"has_country_of_citizenship, has_position_held, has_child, has_award_received, has_date_of_death, has_date_of_birth",6,1844,11064
"has_place_of_death, has_country_of_citizenship, has_date_of_death, has_cause_of_death",4,2766,11064
"has_country_of_citizenship, has_position_held, has_educated_at, has_native_language, has_occupation, has_date_of_death",6,1844,11064
"has_gender, has_country_of_citizenship, has_position_held, has_educated_at, has_native_language, has_date_of_death",6,1844,11064
"has_country_of_citizenship, has_position_held, has_educated_at, has_native_language, has_date_of_death, has_date_of_birth",6,1844,11064
"has_place_of_birth, has_place_of_death, has_gender, has_father, has_position_held, has_child, has_occupation, has_date_of_death, has_date_of_birth",9,1229,11061
"has_place_of_birth, has_place_of_death, has_father, has_occupation, has_award_received",5,2212,11060
"has_place_of_birth, has_place_of_death, has_gender, has_father, has_award_received",5,2212,11060
"has_place_of_death, has_country_of_citizenship, has_date_of_birth, has_cause_of_death",4,2765,11060
"has_place_of_birth, has_place_of_death, has_gender, has_country_of_citizenship, has_educated_at, has_employer, has_date_of_birth",7,1580,11060
"has_place_of_birth, has_gender, has_occupation, has_date_of_death, has_religion",5,2212,11060
"has_place_of_birth, has_place_of_death, has_gender, has_country_of_citizenship, has_educated_at, has_occupation, has_employer",7,1580,11060
"has_place_of_birth, has_place_of_death, has_father, has_award_received, has_date_of_birth",5,2212,11060
"has_place_of_birth, has_place_of_death, has_country_of_citizenship, has_educated_at, has_occupation, has_employer, has_date_of_birth",7,1580,11060
"has_place_of_birth, has_place_of_death, has_father, has_award_received, has_date_of_death",5,2212,11060
"has_place_of_birth, has_place_of_death, has_country_of_citizenship, has_educated_at, has_employer, has_date_of_death, has_date_of_birth",7,1579,11053
"has_place_of_birth, has_place_of_death, has_country_of_citizenship, has_educated_at, has_occupation, has_employer, has_date_of_death",7,1579,11053
"has_place_of_birth, has_gender, has_father, has_mother, has_occupation, has_date_of_death, has_date_of_birth",7,1579,11053
"has_place_of_birth, has_place_of_death, has_gender, has_country_of_citizenship, has_educated_at, has_employer, has_date_of_death",7,1579,11053
"has_place_of_birth, has_country_of_citizenship, has_child, has_award_received",4,2763,11052
"has_place_of_birth, has_gender, has_date_of_death, has_date_of_birth, has_religion",5,2210,11050
"has_place_of_birth, has_occupation, has_date_of_death, has_date_of_birth, has_religion",5,2210,11050
"has_place_of_death, has_gender, has_position_held, has_child, has_native_language, has_occupation, has_date_of_death, has_date_of_birth",8,1381,11048
"has_place_of_birth, has_place_of_death, has_gender, has_father, has_educated_at, has_occupation, has_date_of_death, has_date_of_birth",8,1381,11048
"has_place_of_death, has_country_of_citizenship, has_position_held, has_child, has_native_language, has_occupation, has_date_of_death, has_date_of_birth",8,1381,11048
"has_place_of_death, has_gender, has_country_of_citizenship, has_position_held, has_child, has_native_language, has_date_of_death, has_date_of_birth",8,1381,11048
"has_place_of_death, has_gender, has_country_of_citizenship, has_position_held, has_child, has_native_language, has_occupation, has_date_of_birth",8,1381,11048
"has_place_of_death, has_gender, has_country_of_citizenship, has_position_held, has_child, has_native_language, has_occupation, has_date_of_death",8,1381,11048
"has_place_of_birth, has_position_held, has_educated_at, has_native_language, has_occupation, has_date_of_death",6,1841,11046
"has_place_of_birth, has_position_held, has_educated_at, has_native_language, has_date_of_death, has_date_of_birth",6,1841,11046
"has_place_of_birth, has_gender, has_position_held, has_educated_at, has_native_language, has_date_of_death",6,1841,11046
"has_place_of_birth, has_country_of_citizenship, has_position_held, has_educated_at, has_native_language, has_date_of_death",6,1840,11040
"has_gender, has_spouse, has_country_of_citizenship, has_educated_at, has_date_of_birth",5,2208,11040
"has_spouse, has_country_of_citizenship, has_educated_at, has_occupation, has_date_of_birth",5,2208,11040
"has_place_of_birth, has_gender, has_country_of_citizenship, has_child, has_educated_at, has_occupation, has_date_of_death, has_date_of_birth",8,1379,11032
"has_place_of_birth, has_position_held, has_educated_at, has_native_language",4,2757,11028
"has_place_of_birth, has_place_of_death, has_gender, has_occupation, has_employer, has_award_received, has_date_of_death, has_date_of_birth",8,1378,11024
"has_place_of_birth, has_place_of_death, has_gender, has_spouse, has_country_of_citizenship, has_position_held, has_occupation, has_award_received, has_date_of_death, has_date_of_birth",10,1102,11020
"has_place_of_death, has_gender, has_country_of_citizenship, has_field_of_work, has_occupation, has_award_received, has_date_of_death, has_date_of_birth",8,1377,11016
"has_place_of_death, has_gender, has_father, has_country_of_citizenship, has_educated_at, has_occupation, has_date_of_death, has_date_of_birth",8,1377,11016
"has_place_of_death, has_gender, has_country_of_citizenship, has_occupation, has_employer, has_award_received, has_date_of_death, has_date_of_birth",8,1375,11000
"has_place_of_birth, has_place_of_death, has_father, has_country_of_citizenship, has_award_received",5,2199,10995
"has_place_of_birth, has_place_of_death, has_gender, has_country_of_citizenship, has_position_held, has_child, has_native_language, has_occupation",8,1374,10992
"has_place_of_birth, has_place_of_death, has_gender, has_country_of_citizenship, has_position_held, has_child, has_native_language, has_date_of_death",8,1374,10992
"has_place_of_birth, has_place_of_death, has_gender, has_position_held, has_child, has_native_language, has_occupation, has_date_of_death",8,1374,10992
"has_place_of_birth, has_place_of_death, has_gender, has_country_of_citizenship, has_position_held, has_child, has_native_language, has_date_of_birth",8,1374,10992
"has_place_of_birth, has_place_of_death, has_gender, has_position_held, has_child, has_native_language, has_date_of_death, has_date_of_birth",8,1374,10992
"has_place_of_birth, has_place_of_death, has_gender, has_position_held, has_child, has_native_language, has_occupation, has_date_of_birth",8,1374,10992
"has_place_of_birth, has_place_of_death, has_position_held, has_child, has_native_language, has_occupation, has_date_of_death, has_date_of_birth",8,1374,10992
"has_place_of_birth, has_place_of_death, has_country_of_citizenship, has_position_held, has_child, has_native_language, has_occupation, has_date_of_death",8,1374,10992
"has_place_of_birth, has_place_of_death, has_country_of_citizenship, has_position_held, has_child, has_native_language, has_occupation, has_date_of_birth",8,1374,10992
"has_place_of_birth, has_place_of_death, has_country_of_citizenship, has_position_held, has_child, has_native_language, has_date_of_death, has_date_of_birth",8,1374,10992
"has_gender, has_country_of_citizenship, has_occupation, has_date_of_birth, has_notable_work",5,2198,10990
"has_place_of_birth, has_place_of_death, has_father, has_country_of_citizenship, has_educated_at, has_occupation, has_date_of_death, has_date_of_birth",8,1373,10984
"has_place_of_birth, has_place_of_death, has_gender, has_father, has_country_of_citizenship, has_educated_at, has_occupation, has_date_of_birth",8,1373,10984
"has_place_of_birth, has_place_of_death, has_gender, has_father, has_country_of_citizenship, has_educated_at, has_occupation, has_date_of_death",8,1373,10984
"has_place_of_birth, has_place_of_death, has_gender, has_country_of_citizenship, has_occupation, has_employer, has_award_received, has_date_of_birth",8,1373,10984
"has_place_of_birth, has_place_of_death, has_gender, has_country_of_citizenship, has_occupation, has_employer, has_award_received, has_date_of_death",8,1373,10984
"has_place_of_birth, has_place_of_death, has_gender, has_country_of_citizenship, has_employer, has_award_received, has_date_of_death, has_date_of_birth",8,1373,10984
"has_place_of_birth, has_place_of_death, has_country_of_citizenship, has_field_of_work, has_occupation, has_award_received, has_date_of_death, has_date_of_birth",8,1373,10984
"has_place_of_birth, has_place_of_death, has_country_of_citizenship, has_occupation, has_employer, has_award_received, has_date_of_death, has_date_of_birth",8,1373,10984
"has_place_of_birth, has_place_of_death, has_gender, has_father, has_country_of_citizenship, has_educated_at, has_date_of_death, has_date_of_birth",8,1373,10984
"has_place_of_birth, has_place_of_death, has_gender, has_country_of_citizenship, has_field_of_work, has_occupation, has_award_received, has_date_of_birth",8,1373,10984
"has_place_of_birth, has_place_of_death, has_gender, has_country_of_citizenship, has_field_of_work, has_award_received, has_date_of_death, has_date_of_birth",8,1373,10984
"has_place_of_birth, has_place_of_death, has_gender, has_country_of_citizenship, has_field_of_work, has_occupation, has_award_received, has_date_of_death",8,1373,10984
"has_place_of_birth, has_gender, has_country_of_citizenship, has_religion",4,2745,10980
"has_place_of_birth, has_place_of_death, has_occupation, has_cause_of_death",4,2745,10980
"has_place_of_birth, has_place_of_death, has_gender, has_cause_of_death",4,2745,10980
"has_place_of_birth, has_country_of_citizenship, has_occupation, has_religion",4,2745,10980
"has_place_of_birth, has_place_of_death, has_date_of_birth, has_cause_of_death",4,2745,10980
