row_id,line_id,lang,gt,gt_normalized,gt_geonames_id,llm_output,llm_normalized,llm_geonames_id,match
1793,Q182372,it,Birmingham,Birmingham,Q2256,Stati Uniti d'America,Stati Uniti d'America,Q30,False
1794,Q182372,pl,Birmingham,Birmingham,Q2256,Kansas City,Kansas City,Q41819,False
1795,Q182372,ru,Бирмингем,Бирмингем,Q2256,Нью-Йорк.,Нью-Йорк,Q60,False
1796,Q182372,zh,伯明翰,伯明翰,Q2256,倫敦,倫敦,Q84,False
1797,Q81219,en,Kiskőrös,Kiskőrös,Q646850,Kiskőrös,Kiskőrös,Q646850,True
1798,Q81219,de,Kiskőrös,Kiskőrös,Q646850,Kiskőrös,Kiskőrös,Q646850,True
1799,Q81219,fr,Kiskőrös,Kiskőrös,Q646850,Kiskőrös,Kiskőrös,Q646850,True
1800,Q81219,it,Kiskőrös,Kiskőrös,Q646850,Ungheria,Ungheria,Q28,False
1801,Q81219,pl,Kiskőrös,Kiskőrös,Q646850,Kiskőrös,Kiskőrös,Q646850,True
1802,Q81219,ru,Кишкёрёш,Кишкёрёш,Q646850,Кишкунфелед.,Кишкунфеледьхаза,Q478038,False
1803,Q81219,zh,小克勒什,小克勒什,Q646850,布达佩斯,布达佩斯,Q1781,False
1804,Q106126,ar,فيسبادن,فيسبادن,Q1721,مونبلييه,مونبلييه,Q6441,False
1805,Q106126,en,Wiesbaden,Wiesbaden,Q1721,Wrocław.,Wrocław,Q1799,False
1806,Q106126,de,Wiesbaden,Wiesbaden,Q1721,Paris,Paris,Q90,False
1807,Q106126,fr,Wiesbaden,Wiesbaden,Q1721,Wiesbaden,Wiesbaden,Q1721,True
1808,Q106126,it,Wiesbaden,Wiesbaden,Q1721,Francia,Francia,Q142,False
1809,Q106126,pl,Wiesbaden,Wiesbaden,Q1721,W Wersalu.,,,False
1810,Q106126,ru,Висбаден,Висбаден,Q1721,Милан.,Милан,Q490,False
1811,Q106126,zh,威斯巴登,威斯巴登,Q1721,布里斯班,布里斯班,Q34932,False
1812,Q172261,ar,كريستوفر,كريستوفر,Q578542,نيجني,نيجني نوفغورود,Q891,False
1813,Q172261,en,Christopher,,,Maloney,Maloney,Q14690894,False
1814,Q172261,de,Christopher,Christopher,Q578542,Christopher,Christopher,Q578542,True
1815,Q172261,fr,Christopher,Christopher,Q578542,Christopher,Christopher,Q578542,True
1816,Q172261,it,Christopher,Christopher,Q578542,Stati Uniti d'America,Stati Uniti d'America,Q30,False
1817,Q172261,pl,Christopher,Christopher,Q578542,Libertyville,Libertyville,Q1787181,False
1818,Q172261,ru,Кристофер,Кристофер,Q578542,Нью-Йорк.,Нью-Йорк,Q60,False
1819,Q172261,zh,克里斯多福 (伊利諾伊州),,,克拉科夫,克拉科夫,Q31487,False
1820,Q103114,ar,سان بيير,سان بيير,Q249884,بيروت,بيروت,Q3820,False
1821,Q103114,en,Saint-Pierre,Saint-Pierre,Q249884,Saint-Pierre.,Saint-Pierre,Q249884,True
1822,Q103114,de,Saint-Pierre,Saint-Pierre,Q249884,Saint-Pierre,Saint-Pierre,Q249884,True
1823,Q103114,fr,Saint-Pierre,Saint-Pierre,Q249884,Saint-Pierre.,Saint-Pierre,Q249884,True
1824,Q103114,it,Saint-Pierre,Saint-Pierre,Q249884,Francia,Francia,Q142,False
1825,Q103114,pl,Saint-Pierre,Saint-Pierre,Q249884,Saint-Pierre.,Saint-Pierre,Q249884,True
1826,Q103114,ru,Сен-Пьер,Сен-Пьер,Q249884,Париж.,Париж,Q90,False
1827,Q103114,zh,圣皮埃尔,圣皮埃尔,Q249884,巴黎,巴黎,Q90,False
1828,Q304123,en,Beaumont,Beaumont,Q128282,Bayonne,Bayonne,Q134674,False
1829,Q304123,de,Beaumont,Beaumont,Q128282,Bayonne,Bayonne,Q134674,False
1830,Q304123,fr,Beaumont,Beaumont,Q128282,Bayonne,Bayonne,Q134674,False
1831,Q304123,it,Beaumont,Beaumont,Q128282,Francia,Francia,Q142,False
1832,Q304123,pl,Beaumont,Beaumont,Q128282,Béziers,Béziers,Q174019,False
1833,Q304123,ru,Бомон,Бомон,Q504948,Париж.,Париж,Q90,False
1834,Q304123,zh,博蒙,博蒙,Q504948,巴黎,巴黎,Q90,False
1835,Q164730,ar,بيرديانسك,بيرديانسك,Q33292,كييف,كييف,Q1899,False
1836,Q164730,en,Berdiansk,Berdiansk,Q33292,Berdiansk.,Berdiansk,Q33292,True
1837,Q164730,de,Berdjansk,Berdjansk,Q33292,Sivash,Sywasch,Q1130771,False
1838,Q164730,fr,Berdiansk,Berdiansk,Q33292,Berdiansk,Berdiansk,Q33292,True
1839,Q164730,it,Berdjans'k,Berdjans'k,Q33292,Ucraina,Ucraina,Q212,False
1840,Q164730,pl,Berdiańsk,Berdiańsk,Q33292,Berdyczew,,,False
1841,Q164730,ru,Бердянск,Бердянск,Q33292,Симферополь.,Симферополь,Q19566,False
1842,Q164730,zh,别尔江斯克,别尔江斯克,Q33292,布拉格,布拉格,Q1085,False
1843,Q51023,ar,سان مور ديه فوسيه,سان مور ديه فوسيه,Q193313,أوسلو,أوسلو,Q585,False
1844,Q51023,en,Saint-Maur-des-Fossés,Saint-Maur-des-Fossés,Q193313,Saint-Maur-des-Fossés,Saint-Maur-des-Fossés,Q193313,True
1845,Q51023,de,Saint-Maur-des-Fossés,Saint-Maur-des-Fossés,Q193313,Marseille,Marseille,Q23482,False
1846,Q51023,fr,Saint-Maur-des-Fossés,Saint-Maur-des-Fossés,Q193313,Saint-Maur-des-Fossés,Saint-Maur-des-Fossés,Q193313,True
1847,Q51023,it,Saint-Maur-des-Fossés,Saint-Maur-des-Fossés,Q193313,Francia,Francia,Q142,False
1848,Q51023,pl,Saint-Maur-des-Fossés,Saint-Maur-des-Fossés,Q193313,Saint-Maur-des-Fossés,Saint-Maur-des-Fossés,Q193313,True
1849,Q51023,ru,Сен-Мор-де-Фоссе,Сен-Мор-де-Фоссе,Q193313,Париж.,Париж,Q90,False
1850,Q51023,zh,圣莫代福塞,圣莫代福塞,Q193313,纽约市,纽约,Q60,False
1851,Q767,ar,باريس,باريس,Q90,بريود,بريودي,Q203303,False
1852,Q767,en,Paris,Paris,Q90,Paris,Paris,Q90,True
1853,Q767,de,Paris,Paris,Q90,Paris,Paris,Q90,True
1854,Q767,fr,Paris,Paris,Q90,Paris,Paris,Q90,True
1855,Q767,it,Parigi,Parigi,Q90,Francia,Francia,Q142,False
1856,Q767,pl,Paryż,Paryż,Q90,Paris,Paryż,Q90,True
1857,Q767,ru,Париж,Париж,Q90,Париж.,Париж,Q90,True
1858,Q767,zh,巴黎,巴黎,Q90,里斯本,里斯本,Q597,False
1859,Q203215,ar,لوند,لوند,Q2167,إدنسكيرش,,,False
1860,Q203215,en,Lund,Lund,Q2167,Lund,Lund,Q2167,True
1861,Q203215,de,Lund,Lund,Q2167,Lund,Lund,Q2167,True
1862,Q203215,fr,Lund,Lund,Q2167,Lund,Lund,Q2167,True
1863,Q203215,it,Lund,Lund,Q2167,Svezia,Svezia,Q34,False
1864,Q203215,pl,Lund,Lund,Q2167,Lund,Lund,Q2167,True
1865,Q203215,ru,Лунд,Лунд,Q2167,Стокгольм.,Стокгольм,Q1754,False
1866,Q203215,zh,隆德,隆德,Q2167,布拉格,布拉格,Q1085,False
1867,Q189422,ar,روي-مالميزون,روي-مالميزون,Q193920,أورليان,أورليان,Q6548,False
1868,Q189422,en,Rueil-Malmaison,Rueil-Malmaison,Q193920,Rouen,Rouen,Q30974,False
1869,Q189422,de,Rueil-Malmaison,Rueil-Malmaison,Q193920,Rouen,Rouen,Q30974,False
1870,Q189422,fr,Rueil-Malmaison,Rueil-Malmaison,Q193920,Rouen,Rouen,Q30974,False
1871,Q189422,it,Rueil-Malmaison,Rueil-Malmaison,Q193920,Francia,Francia,Q142,False
1872,Q189422,pl,Rueil-Malmaison,Rueil-Malmaison,Q193920,Rouen,Rouen,Q30974,False
1873,Q189422,ru,Рюэй-Мальмезон,Рюэй-Мальмезон,Q193920,Париж.,Париж,Q90,False
1874,Q189422,zh,吕埃-马尔迈松,吕埃-马尔迈松,Q193920,巴黎,巴黎,Q90,False
1875,Q150903,ar,شنيانغ,شنيانغ,Q11720,شانغهاي,شانغهاي,Q8686,False
1876,Q150903,en,Shenyang,Shenyang,Q11720,Shenyang,Shenyang,Q11720,True
1877,Q150903,de,Shenyang,Shenyang,Q11720,Shenyang,Shenyang,Q11720,True
1878,Q150903,fr,Shenyang,Shenyang,Q11720,Shenyang,Shenyang,Q11720,True
1879,Q150903,it,Shenyang,Shenyang,Q11720,Cina,Cina,Q148,False
1880,Q150903,pl,Shenyang,Shenyang,Q11720,Shenyang,Shenyang,Q11720,True
1881,Q150903,ru,Шэньян,Шэньян,Q11720,Гонконг.,Гонконг,Q8646,False
1882,Q150903,zh,沈阳市,沈阳市,Q11720,西安,西安市,Q5826,False
1883,Q209641,ar,بول,بول,Q203349,مارسيليا,مارسيليا,Q23482,False
1884,Q209641,en,Poole,Poole,Q203349,Berlin,Berlin,Q64,False
1885,Q209641,de,Poole,Poole,Q203349,Berlin,Berlin,Q64,False
1886,Q209641,fr,Poole,Poole,Q203349,Berne,Berne,Q70,False
1887,Q209641,it,Poole,Poole,Q203349,Regno Unito,Regno Unito,Q145,False
1888,Q209641,pl,Poole,Poole,Q203349,Cornwall,Cornwall,Q956690,False
1889,Q209641,ru,Пул,Пул,Q203349,Питер.,Санкт-Петербург,Q656,False
1890,Q209641,zh,普爾,普爾,Q203349,巴黎,巴黎,Q90,False
1891,Q55411,ar,دوسلدورف,دوسلدورف,Q1718,نيويورك,نيويورك,Q60,False
1892,Q55411,en,Düsseldorf,Düsseldorf,Q1718,Düsseldorf,Düsseldorf,Q1718,True
1893,Q55411,de,Düsseldorf,Düsseldorf,Q1718,Düsseldorf,Düsseldorf,Q1718,True
1894,Q55411,fr,Düsseldorf,Düsseldorf,Q1718,Düsseldorf,Düsseldorf,Q1718,True
1895,Q55411,it,Düsseldorf,Düsseldorf,Q1718,Germania,Germania,Q183,False
1896,Q55411,pl,Düsseldorf,Düsseldorf,Q1718,Düsseldorf,Düsseldorf,Q1718,True
1897,Q55411,ru,Дюссельдорф,Дюссельдорф,Q1718,Амстердам.,Амстердам,Q727,False
1898,Q55411,zh,杜塞爾多夫,杜塞爾多夫,Q1718,倫敦,倫敦,Q84,False
1899,Q106057,ar,مونسومانو تيرمي,مونسومانو تيرمي,Q102634,مونبلييه,مونبلييه,Q6441,False
1900,Q106057,en,Monsummano Terme,Monsummano Terme,Q102634,Monsummano Terme,Monsummano Terme,Q102634,True
1901,Q106057,de,Monsummano Terme,Monsummano Terme,Q102634,Monferrand,,,False
1902,Q106057,fr,Monsummano Terme,Monsummano Terme,Q102634,Marseille,Marseille,Q23482,False
1903,Q106057,it,Monsummano Terme,Monsummano Terme,Q102634,Francia,Francia,Q142,False
1904,Q106057,pl,Monsummano Terme,Monsummano Terme,Q102634,Monako,Monako,Q235,False
1905,Q106057,ru,Монсуммано-Терме,Монсуммано-Терме,Q102634,Париж.,Париж,Q90,False
1906,Q106057,zh,蒙苏马诺泰尔梅,蒙苏马诺泰尔梅,Q102634,巴黎,巴黎,Q90,False
1907,Q71452,ar,أفنيون,أفنيون,Q6397,مدينة بيلباو,,,False
1908,Q71452,en,Avignon,Avignon,Q6397,Saarguemines,,,False
1909,Q71452,de,Avignon,Avignon,Q6397,Metz,Metz,Q22690,False
1910,Q71452,fr,Avignon,Avignon,Q6397,Saarguemines,,,False
1911,Q71452,it,Avignone,Avignone,Q6397,Francia,Francia,Q142,False
1912,Q71452,pl,Awinion,Awinion,Q6397,Paryż,Paryż,Q90,False
1913,Q71452,ru,Авиньон,Авиньон,Q6397,Париж.,Париж,Q90,False
1914,Q71452,zh,亞維農,亞維農,Q6397,里昂,里昂,Q456,False
1915,Q55796,ar,لندن بورو كامدن,لندن بورو كامدن,Q202088,كازان,قازان,Q900,False
1916,Q55796,en,London Borough of Camden,London Borough of Camden,Q202088,London,London,Q84,False
1917,Q55796,de,London Borough of Camden,London Borough of Camden,Q202088,London,London,Q84,False
1918,Q55796,fr,borough londonien de Camden,borough londonien de Camden,Q202088,"Katya, Londres",Londres,Q84,False
1919,Q55796,it,Camden,Camden,Q202088,Regno Unito,Regno Unito,Q145,False
1920,Q55796,pl,London Borough of Camden,London Borough of Camden,Q202088,Katania,Katania,Q1903,False
1921,Q55796,ru,Камден,Камден,Q202088,Дарвин.,Дарвин,Q11568,False
1922,Q55796,zh,卡姆登區,卡姆登區,Q202088,莫斯科,莫斯科,Q649,False
1923,Q4413,ar,بوكي,بوكي,Q891240,كازابلانكا,الدار البيضاء,Q7903,False
1924,Q4413,en,Boké,Boké,Q891240,Boké,Boké,Q891240,True
1925,Q4413,de,Boké,Boké,Q891240,Kindia,Kindia,Q997057,False
1926,Q4413,fr,Boké,Boké,Q891240,Boké,Boké,Q891240,True
1927,Q4413,it,Boké,Boké,Q891240,Guinea.,Guinea,Q1006,False
1928,Q4413,pl,Boké,Boké,Q862611,Kindia,Kindia,Q997057,False
1929,Q4413,ru,Боке,Боке,Q862611,Бамако.,Бамако,Q3703,False
1930,Q4413,zh,博凱,博凱,Q891240,巴黎,巴黎,Q90,False
1931,Q294647,ar,كوبنهاغن,كوبنهاغن,Q1748,كوبنهاغن,كوبنهاغن,Q1748,True
1932,Q294647,en,Copenhagen,Copenhagen,Q1748,Hellerup,Hellerup,Q1544563,False
1933,Q294647,de,Kopenhagen,Kopenhagen,Q1748,Østerbro,Østerbro,Q308345,False
1934,Q294647,fr,Copenhague,Copenhague,Q1748,"Østerbro, Copenhague",Østerbro,Q308345,False
1935,Q294647,it,Copenaghen,Copenaghen,Q1748,Danimarca,Danimarca,Q35,False
1936,Q294647,pl,Kopenhaga,Kopenhaga,Q1748,Hellerup,Hellerup,Q1544563,False
1937,Q294647,ru,Копенгаген,Копенгаген,Q1748,Копенгаген.,Копенгаген,Q1748,True
1938,Q294647,zh,哥本哈根,哥本哈根,Q1748,哥本哈根,哥本哈根,Q1748,True
1939,Q150662,ar,الألب البحرية,الألب البحرية,Q3139,أوكسفورد,أكسفورد,Q34217,False
1940,Q150662,en,Alpes-Maritimes,Alpes-Maritimes,Q3139,Sète,Sète,Q191141,False
1941,Q150662,de,Département Alpes-Maritimes,Département Alpes-Maritimes,Q3139,Paris,Paris,Q90,False
1942,Q150662,fr,Alpes-Maritimes,Alpes-Maritimes,Q3139,Paris,Paris,Q90,False
1943,Q150662,it,Alpi Marittime,Alpi Marittime,Q3139,Francia,Francia,Q142,False
1944,Q150662,pl,Alpy Nadmorskie,Alpy Nadmorskie,Q3139,Bordeaux,Bordeaux,Q1479,False
1945,Q150662,ru,Приморские Альпы,Приморские Альпы,Q3139,Брюссель.,Брюссель,Q239,False
1946,Q150662,zh,滨海阿尔卑斯省,滨海阿尔卑斯省,Q3139,布里斯班,布里斯班,Q34932,False
1947,Q211111,en,Ostermundigen,Ostermundigen,Q69682,"Ouchy, Switzerland",Ouchy,Q870499,False
1948,Q211111,de,Ostermundigen,Ostermundigen,Q69682,Ouchy,Ouchy,Q15058329,False
1949,Q211111,fr,Ostermundigen,Ostermundigen,Q69682,Osnabrück,Osnabrück,Q2916,False
1950,Q211111,it,Ostermundigen,Ostermundigen,Q69682,Svizzera,Svizzera,Q39,False
1951,Q211111,pl,Ostermundigen,Ostermundigen,Q69682,Ossiach,Ossiach,Q661996,False
1952,Q211111,ru,Остермундиген,Остермундиген,Q69682,Гамбург.,Гамбург,Q1055,False
1953,Q211111,zh,奧斯特蒙迪根,奧斯特蒙迪根,Q69682,布拉格,布拉格,Q1085,False
1954,Q218679,en,Saint-Sauveur-en-Puisaye,Saint-Sauveur-en-Puisaye,Q1141101,Sidon.,Sidon,Q163490,False
1955,Q218679,de,Saint-Sauveur-en-Puisaye,Saint-Sauveur-en-Puisaye,Q1141101,Paris,Paris,Q90,False
1956,Q218679,fr,Saint-Sauveur-en-Puisaye,Saint-Sauveur-en-Puisaye,Q1141101,Sidonie,Sidonie,Q2282031,False
1957,Q218679,it,Saint-Sauveur-en-Puisaye,Saint-Sauveur-en-Puisaye,Q1141101,Francia,Francia,Q142,False
1958,Q218679,pl,Saint-Sauveur-en-Puisaye,Saint-Sauveur-en-Puisaye,Q1141101,Sidonie,Sidonie,Q2282031,False
1959,Q218679,ru,Сен-Совёр-ан-Пюизе,Сен-Совёр-ан-Пюизе,Q1141101,Париж.,Париж,Q90,False
1960,Q218679,zh,皮赛地区圣索沃尔,皮赛地区圣索沃尔,Q1141101,萨拉托加斯普林斯,,,False
1961,Q153694,ar,بورنبي,بورنبي,Q244025,لوزان,لوزان,Q807,False
1962,Q153694,en,Burnaby,Burnaby,Q244025,Burnaby,Burnaby,Q244025,True
1963,Q153694,de,Burnaby,Burnaby,Q244025,Burnaby,Burnaby,Q244025,True
1964,Q153694,fr,Burnaby,Burnaby,Q244025,Burnaby,Burnaby,Q244025,True
1965,Q153694,it,Burnaby,Burnaby,Q244025,Canada,Canada,Q16,False
1966,Q153694,pl,Burnaby,Burnaby,Q244025,Burnaby,Burnaby,Q244025,True
1967,Q153694,ru,Бернаби,Бернаби,Q244025,Лондон.,Лондон,Q84,False
1968,Q153694,zh,本拿比市,本拿比市,Q244025,倫敦,倫敦,Q84,False
1969,Q1698,ar,الدائرة الرابعة في باريس,الدائرة الرابعة في باريس,Q230127,أبفون,,,False
1970,Q1698,en,4th arrondissement of Paris,4th arrondissement of Paris,Q230127,Paris,Paris,Q90,False
1971,Q1698,de,4. Arrondissement von Paris,,,Paris,Paris,Q90,False
1972,Q1698,fr,4e arrondissement de Paris,4e arrondissement de Paris,Q230127,Antibes,Antibes,Q126898,False
1973,Q1698,it,IV arrondissement di Parigi,IV arrondissement di Parigi,Q230127,Francia,Francia,Q142,False
1974,Q1698,pl,4. dzielnica Paryża,,,Antony,Antony,Q205592,False
1975,Q1698,ru,IV округ Парижа,IV округ Парижа,Q230127,Москва.,Москва,Q649,False
1976,Q1698,zh,巴黎第四区,巴黎第四区,Q230127,巴黎,巴黎,Q90,False
1977,Q4302,ar,تروا,تروا,Q5489,أثينا,أثينا,Q1524,False
1978,Q4302,en,Troyes,Troyes,Q5489,Troyes,Troyes,Q5489,True
1979,Q4302,de,Troyes,Troyes,Q5489,Troyes,Troyes,Q5489,True
1980,Q4302,fr,Troyes,Troyes,Q5489,Troyes,Troyes,Q5489,True
1981,Q4302,it,Troyes,Troyes,Q5489,Francia,Francia,Q142,False
1982,Q4302,pl,Troyes,Troyes,Q5489,Troyes,Troyes,Q5489,True
1983,Q4302,ru,Труа,Труа,Q5489,Труа.,Труа,Q5489,True
1984,Q4302,zh,特鲁瓦,特鲁瓦,Q5489,特鲁瓦,特鲁瓦,Q5489,True
1985,Q106099,ar,الدائرة العاشرة في باريس,الدائرة العاشرة في باريس,Q163948,أورليان,أورليان,Q6548,False
1986,Q106099,en,10th arrondissement of Paris,10th arrondissement of Paris,Q163948,Paris,Paris,Q90,False
1987,Q106099,de,10. Arrondissement von Paris,,,Paris,Paris,Q90,False
1988,Q106099,fr,10e arrondissement de Paris,10e arrondissement de Paris,Q163948,Paris,Paris,Q90,False
1989,Q106099,it,X arrondissement di Parigi,X arrondissement di Parigi,Q163948,Francia,Francia,Q142,False
1990,Q106099,pl,10. dzielnica Paryża,,,Paryż,Paryż,Q90,False
1991,Q106099,ru,X округ Парижа,X округ Парижа,Q163948,Париж.,Париж,Q90,False
1992,Q106099,zh,巴黎第十区,巴黎第十区,Q163948,纽约,纽约,Q60,False
1993,Q494596,ar,فارنا,فارنا,Q6506,كوتكا,كوتكا,Q192155,False
1994,Q494596,en,Varna,Varna,Q6506,Plovdiv,Plovdiv,Q459,False
1995,Q494596,de,Warna,Warna,Q6506,Kiew,Kiew,Q1899,False
1996,Q494596,fr,Varna,Varna,Q6506,Sofia,Sofia,Q472,False
1997,Q494596,it,Varna,Varna,Q6506,Unione Sovietica,Unione Sovietica,Q15180,False
1998,Q494596,pl,Warna,Warna,Q6506,Kirkorow,Kirkorowszczyzna,Q6505027,False
1999,Q494596,ru,Варна,Варна,Q6506,София.,София,Q472,False
2000,Q494596,zh,瓦爾納,瓦爾納,Q6506,基辅,基輔,Q1899,False
2001,Q187166,ar,مارسيليا,مارسيليا,Q23482,كارتا هوجا,,,False
2002,Q187166,en,Marseille,Marseille,Q23482,Marseille,Marseille,Q23482,True
2003,Q187166,de,Marseille,Marseille,Q23482,Marseille,Marseille,Q23482,True
2004,Q187166,fr,Marseille,Marseille,Q23482,Marseille,Marseille,Q23482,True
2005,Q187166,it,Marsiglia,Marsiglia,Q23482,Francia,Francia,Q142,False
2006,Q187166,pl,Marsylia,Marsylia,Q23482,Marseille,Marsylia,Q23482,True
2007,Q187166,ru,Марсель,Марсель,Q23482,Париж.,Париж,Q90,False
2008,Q187166,zh,马赛,马赛,Q23482,布拉格,布拉格,Q1085,False
2009,Q218022,ar,فان,فان,Q6593,نيس,نيس,Q33959,False
2010,Q218022,en,Vannes,Vannes,Q6593,Saint-Cyr-sur-Loire,Saint-Cyr-sur-Loire,Q656494,False
2011,Q218022,de,Vannes,Vannes,Q6593,Bordeaux,Bordeaux,Q1479,False
2012,Q218022,fr,Vannes,Vannes,Q6593,Bordeaux,Bordeaux,Q1479,False
2013,Q218022,it,Vannes,Vannes,Q6593,Francia,Francia,Q142,False
2014,Q218022,pl,Vannes,Vannes,Q6593,Bordeaux,Bordeaux,Q1479,False
2015,Q218022,ru,Ван,Ван,Q6593,Париж.,Париж,Q90,False
2016,Q218022,zh,瓦讷,瓦讷,Q6593,巴黎,巴黎,Q90,False
2017,Q7833,en,Ville-d'Avray,Ville-d'Avray,Q456327,Villefranche-de-Rouergue,Villefranche-de-Rouergue,Q213501,False
2018,Q7833,de,Ville-d’Avray,Ville-d’Avray,Q456327,Villefranche-de-Rouergue,Villefranche-de-Rouergue,Q213501,False
2019,Q7833,fr,Ville-d'Avray,Ville-d'Avray,Q456327,Villefranche-de-Rouergue,Villefranche-de-Rouergue,Q213501,False
2020,Q7833,it,Ville-d'Avray,Ville-d'Avray,Q456327,Francia,Francia,Q142,False
2021,Q7833,pl,Ville-d'Avray,Ville-d'Avray,Q456327,Villefranche-sur-Saône,Villefranche-sur-Saône,Q208770,False
2022,Q7833,ru,Виль-д’Аврэ,Виль-д’Аврэ,Q456327,Париж.,Париж,Q90,False
2023,Q7833,zh,阿夫赖城,阿夫赖城,Q456327,莫斯科,莫斯科,Q649,False
2024,Q7729,ar,أجاكسيو,أجاكسيو,Q40104,أجاكس,أجاكس,Q386567,False
2025,Q7729,en,Ajaccio,Ajaccio,Q40104,Ajaccio,Ajaccio,Q40104,True
2026,Q7729,de,Ajaccio,Ajaccio,Q40104,Ajaccio,Ajaccio,Q40104,True
2027,Q7729,fr,Ajaccio,Ajaccio,Q40104,Cajanne,,,False
2028,Q7729,it,Ajaccio,Ajaccio,Q40104,Francia,Francia,Q142,False
2029,Q7729,pl,Ajaccio,Ajaccio,Q40104,Ajaccio,Ajaccio,Q40104,True
2030,Q7729,ru,Аяччо,Аяччо,Q40104,Париж.,Париж,Q90,False
2031,Q7729,zh,阿雅克肖,阿雅克肖,Q40104,卡尔马,卡尔马,Q26345,False
2032,Q123206,ar,زيورخ,زيورخ,Q72,مونستر,مونستر,Q2742,False
2033,Q123206,en,Zürich,Zurich,Q72,Zurich,Zurich,Q72,True
2034,Q123206,de,Zürich,Zürich,Q72,Zürich,Zürich,Q72,True
2035,Q123206,fr,Zurich,Zurich,Q72,Zurich,Zurich,Q72,True
2036,Q123206,it,Zurigo,Zurigo,Q72,Svizzera,Svizzera,Q39,False
2037,Q123206,pl,Zurych,Zurych,Q72,Zurych,Zurych,Q72,True
2038,Q123206,ru,Цюрих,Цюрих,Q72,Мюнхен.,Мюнхен,Q1726,False
2039,Q123206,zh,苏黎世,苏黎世,Q72,因斯布鲁克,因斯布鲁克,Q1735,False
2040,Q228607,ar,الدائرة السابعة عشرة في باريس,الدائرة السابعة عشرة في باريس,Q197297,نيويورك,نيويورك,Q60,False
2041,Q228607,en,17th arrondissement of Paris,17th arrondissement of Paris,Q197297,Paris,Paris,Q90,False
2042,Q228607,de,17. Arrondissement von Paris,20. Arrondissement von Paris,Q210720,Paris,Paris,Q90,False
2043,Q228607,fr,17e arrondissement de Paris,17e arrondissement de Paris,Q197297,Paris,Paris,Q90,False
2044,Q228607,it,XVII arrondissement di Parigi,XVII arrondissement di Parigi,Q197297,Francia,Francia,Q142,False
2045,Q228607,pl,17. dzielnica Paryża,Paryż,Q3918976,Paryż,Paryż,Q90,False
2046,Q228607,ru,XVII округ Парижа,XVII округ Парижа,Q197297,Монпелье.,Монпелье,Q6441,False
2047,Q228607,zh,巴黎十七区,巴黎十七区,Q197297,阿姆斯特丹,阿姆斯特丹,Q727,False
2048,Q158707,ar,إلي، نيفادا,,,يوما,يوما,Q79820,False
2049,Q158707,en,Ely,Ely,Q209176,Ely,Ely,Q209176,True
2050,Q158707,de,Ely,Ely,Q209176,Edna,Edna,Q973102,False
2051,Q158707,fr,Ely,Ely,Q209176,Ely,Ely,Q209176,True
2052,Q158707,it,Ely,Ely,Q209176,Stati Uniti d'America,Stati Uniti d'America,Q30,False
2053,Q158707,pl,Ely,Ely,Q209176,Ely,Ely,Q209176,True
2054,Q158707,ru,Эли,Эли,Q844042,Атланта.,Атланта,Q23556,False
2055,Q158707,zh,伊利,伊利,Q234061,埃姆斯,埃姆斯,Q1561558,False
2056,Q231096,ar,الدائرة السادسة عشرة في باريس,الدائرة السادسة عشرة في باريس,Q194420,الدار البيضاء,الدار البيضاء,Q7903,False
2057,Q231096,en,16th arrondissement of Paris,16th arrondissement of Paris,Q194420,Paris,Paris,Q90,False
2058,Q231096,de,16. Arrondissement von Paris,,,Paris,Paris,Q90,False
2059,Q231096,fr,16e arrondissement de Paris,16e arrondissement de Paris,Q194420,Paris,Paris,Q90,False
2060,Q231096,it,XVI arrondissement di Parigi,XVI arrondissement di Parigi,Q194420,Francia,Francia,Q142,False
2061,Q231096,pl,16. dzielnica Paryża,,,Paryż,Paryż,Q90,False
2062,Q231096,ru,XVI округ Парижа,XVI округ Парижа,Q194420,Аяччо.,Аяччо,Q40104,False
2063,Q231096,zh,巴黎十六区,巴黎十六区,Q194420,巴黎,巴黎,Q90,False
2064,Q55375,ar,باريس,باريس,Q90,ليون,ليون,Q456,False
2065,Q55375,en,Paris,Paris,Q90,Paris,Paris,Q90,True
2066,Q55375,de,Paris,Paris,Q90,Paris,Paris,Q90,True
2067,Q55375,fr,Paris,Paris,Q90,Paris,Paris,Q90,True
2068,Q55375,it,Parigi,Parigi,Q90,Francia,Francia,Q142,False
2069,Q55375,pl,Paryż,Paryż,Q90,Saint,St. Louis,Q38022,False
2070,Q55375,ru,Париж,Париж,Q90,Париж.,Париж,Q90,True
2071,Q55375,zh,巴黎,巴黎,Q90,伊夫林,伊夫林省,Q12820,False
2072,Q106482,ar,ليل,ليل,Q648,أبفونس,,,False
2073,Q106482,en,Lille,Lille,Q648,Lille,Lille,Q648,True
2074,Q106482,de,Lille,Lille,Q648,Lille,Lille,Q648,True
2075,Q106482,fr,Lille,Lille,Q648,Lille,Lille,Q648,True
2076,Q106482,it,Lilla,Lilla,Q648,Belgio,Belgio,Q31,False
2077,Q106482,pl,Lille,Lille,Q648,Lille,Lille,Q648,True
2078,Q106482,ru,Лилль,Лилль,Q648,Париж.,Париж,Q90,False
2079,Q106482,zh,里尔,里尔,Q648,里昂,里昂,Q456,False
2080,Q185002,en,Pierrefonds,Pierrefonds,Q818715,Pierrefonds,Pierrefonds,Q818715,True
2081,Q185002,de,Pierrefonds,Pierrefonds,Q818715,Montréal,Montreal,Q340,False
